Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
13726,14.59,14.16,111,1196,74.90,15.50,2.30,22,0.00,4.93,0.00,0,0.30,0.00,0.0,-9.72,5.90,0.00,0.54
13799,14.47,14.16,111,1191,74.90,15.50,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
13872,14.36,14.16,111,1190,74.90,15.50,2.29,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
13946,14.59,14.16,111,1190,74.90,15.50,2.28,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
14019,14.59,14.16,111,1186,74.90,15.50,2.28,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.96,0.00,0.54
14091,14.70,14.16,111,1178,74.90,16.50,2.26,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.93,0.00,0.54
14165,14.81,14.16,111,1195,74.90,14.50,2.29,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
14237,15.04,14.16,111,1181,74.90,16.00,2.27,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.93,0.00,0.54
14311,15.04,14.16,111,1198,74.90,14.00,2.26,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.93,0.00,0.54
14382,14.93,14.16,111,1188,74.90,15.50,2.30,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.83,0.00,0.54
14456,15.04,14.16,111,1186,74.90,15.50,2.28,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.93,0.00,0.54
14528,15.04,14.16,111,1192,74.90,14.50,2.28,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.96,0.00,0.54
14602,14.93,14.16,111,1191,74.90,14.50,2.29,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
14675,14.93,14.16,111,1190,74.90,15.00,2.28,22,0.00,5.08,0.00,0,0.29,0.00,0.0,-9.58,5.83,0.00,0.54
14748,14.93,14.16,111,1194,74.90,14.50,2.29,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
14821,14.70,14.16,111,1187,74.90,15.50,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
14895,14.70,14.16,111,1186,74.90,15.50,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
14969,14.59,14.16,111,1198,74.90,14.00,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
15040,14.70,14.16,111,1199,74.90,14.00,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15114,14.59,14.16,111,1192,74.90,15.00,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.96,0.00,0.54
15186,14.36,14.16,111,1201,74.90,14.00,2.29,22,0.00,5.08,0.00,0,0.29,0.00,0.0,-9.58,5.90,0.00,0.54
15259,14.47,14.16,111,1203,74.90,13.50,2.31,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
15332,14.36,14.16,111,1198,74.90,14.00,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15406,14.47,14.16,111,1192,74.90,15.00,2.29,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15479,14.47,14.16,111,1196,74.90,14.50,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15550,14.47,14.16,111,1182,74.90,16.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.96,0.00,0.54
15624,14.47,14.16,111,1193,74.90,14.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
15697,14.24,14.16,111,1184,74.90,15.50,2.29,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15770,14.36,14.16,113,1182,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15843,14.47,14.16,113,1184,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
15917,14.13,14.16,113,1178,74.90,16.00,2.26,22,0.00,5.08,0.00,0,0.29,0.00,0.0,-9.58,5.77,0.00,0.54
15990,14.36,14.16,113,1181,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.80,0.00,0.54
16063,14.24,14.16,113,1182,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
16136,14.36,14.16,113,1178,74.90,15.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
16208,14.47,14.16,113,1188,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.96,0.00,0.54
16281,14.24,14.16,113,1194,74.90,14.00,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
16354,14.59,14.16,113,1200,74.90,13.00,2.29,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
16427,14.47,14.16,113,1192,74.90,14.00,2.30,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
16501,14.24,14.16,113,1189,74.90,15.00,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.94,0.00,0.54
16574,14.47,14.16,113,1190,74.90,14.50,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.96,0.00,0.54
16647,14.36,14.16,113,1180,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
16719,14.36,14.16,113,1172,74.90,16.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
16793,14.24,14.16,113,1184,74.90,15.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
16865,14.24,14.16,113,1182,74.90,15.00,2.27,22,0.00,5.08,0.00,0,0.29,0.00,0.0,-9.58,5.90,0.00,0.54
16939,14.24,14.16,113,1186,74.90,14.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
17015,14.13,14.16,113,1183,74.90,15.00,2.28,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17084,14.24,14.16,113,1175,74.90,16.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17158,14.24,14.16,113,1178,74.90,15.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17230,14.24,14.16,113,1180,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17304,14.36,14.16,113,1170,74.90,15.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17376,14.36,14.16,113,1178,74.90,15.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
17450,14.47,14.16,113,1172,74.90,16.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17522,14.36,14.16,113,1168,74.90,16.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17596,14.47,14.16,113,1168,74.90,16.00,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17669,14.47,14.16,113,1182,74.90,14.00,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17742,14.24,14.16,113,1173,74.90,15.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17814,14.36,14.16,113,1169,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
17887,14.47,14.16,113,1175,74.90,15.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
17960,14.24,14.16,113,1167,74.90,15.50,2.24,21,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18035,14.36,14.16,113,1167,74.90,15.50,2.24,21,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18106,14.24,14.16,113,1169,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18180,14.47,14.16,113,1178,74.90,14.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18254,14.36,14.16,113,1178,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
18327,14.36,14.16,113,1186,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18399,14.59,14.16,113,1184,74.90,14.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18472,14.47,14.16,113,1168,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
18545,14.47,14.16,113,1175,74.90,15.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
18619,14.70,14.16,113,1184,74.90,14.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
18692,14.59,14.16,113,1171,74.90,15.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
18765,14.70,14.16,113,1182,74.90,15.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
18838,14.47,14.08,113,1175,74.90,15.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
18911,14.70,14.16,113,1166,74.90,15.50,2.26,22,0.00,5.08,0.00,0,0.31,0.00,0.0,-9.58,5.93,0.00,0.54
18983,14.47,14.16,113,1170,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19057,14.36,14.16,113,1171,74.90,15.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19129,14.59,14.16,113,1177,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.31,0.00,0.0,-9.58,5.90,0.00,0.54
19204,14.47,14.16,113,1162,74.90,16.00,2.23,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19277,14.47,14.16,113,1164,74.90,15.50,2.23,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19349,14.47,14.16,113,1171,74.90,15.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19423,14.47,14.16,113,1178,74.90,14.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19496,14.47,14.16,113,1178,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
19569,14.24,14.16,113,1175,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
19641,14.47,14.16,113,1160,74.90,16.50,2.23,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
19714,14.47,14.16,113,1160,74.90,16.00,2.23,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.93,0.00,0.54
19787,14.36,14.16,113,1164,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
19861,14.59,14.16,113,1173,74.90,14.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
19933,14.59,14.16,113,1171,74.90,14.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.80,0.00,0.54
20007,14.59,14.16,113,1183,74.90,14.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
20080,14.47,14.16,113,1168,74.90,15.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
20152,14.47,14.16,113,1167,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
20225,14.59,14.16,113,1178,74.90,14.00,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.80,0.00,0.54
20298,14.36,14.16,113,1176,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
20371,14.47,14.16,113,1175,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
20443,14.59,14.16,113,1184,74.90,14.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
20517,14.47,14.16,113,1178,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
20589,14.59,14.16,113,1174,74.90,15.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
20662,14.47,14.16,113,1178,74.90,14.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
20736,14.70,14.16,113,1184,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
20809,14.59,14.16,113,1176,74.90,15.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
20882,14.36,14.16,113,1170,74.90,16.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
20954,14.59,14.16,113,1178,74.90,14.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21028,14.36,14.16,113,1171,74.90,15.50,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
21100,14.47,14.16,113,1166,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21174,14.59,14.16,113,1178,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21246,14.47,14.16,113,1174,74.90,15.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21321,14.59,14.16,113,1183,74.90,14.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21393,14.24,14.16,113,1176,74.90,14.50,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21466,14.47,14.16,113,1170,74.90,15.50,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21539,14.47,14.16,113,1162,74.90,16.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21612,14.36,14.16,113,1162,74.90,16.00,2.23,22,0.00,5.08,0.00,0,0.31,0.00,0.0,-9.58,5.93,0.00,0.54
21685,14.59,14.16,113,1169,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21758,14.47,14.16,113,1164,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
21831,14.47,14.16,113,1160,74.90,16.00,2.23,22,0.00,5.08,0.00,0,0.31,0.00,0.0,-9.58,5.80,0.00,0.54
21904,14.24,14.16,113,1166,74.90,15.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
21977,14.36,14.16,113,1169,74.90,15.00,2.24,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
22050,14.47,14.08,113,1180,74.90,13.50,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.43,5.80,0.00,0.54
22123,14.36,14.16,113,1159,74.90,16.00,2.27,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
22197,14.47,14.08,113,1157,74.90,16.00,2.22,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
22269,14.47,14.16,113,1165,74.90,15.00,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
22342,14.24,14.16,113,1149,74.90,16.50,2.21,22,0.00,5.22,0.00,0,0.31,0.00,0.0,-9.43,5.90,0.00,0.54
22416,14.59,14.16,113,1160,74.90,15.50,2.23,22,0.00,5.22,0.00,0,0.31,0.00,0.0,-9.43,5.90,0.00,0.54
22489,14.47,14.16,113,1161,74.90,15.50,2.23,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
22560,14.59,14.16,113,1164,74.90,15.00,2.21,22,0.00,5.22,0.00,0,0.31,0.00,0.0,-9.43,5.90,0.00,0.54
22634,14.36,14.16,113,1168,74.90,14.00,2.24,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.87,0.00,0.54
22707,14.47,14.16,113,1160,74.90,15.50,2.24,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.87,0.00,0.54
22780,14.47,14.16,113,1162,74.90,15.00,2.23,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
22853,14.24,14.16,113,1156,74.90,15.50,2.22,22,0.00,5.22,0.00,0,0.31,0.00,0.0,-9.43,5.90,0.00,0.54
22926,14.47,14.08,113,1161,74.90,14.00,2.23,22,0.00,5.22,0.00,0,0.31,0.00,0.0,-9.43,5.90,0.00,0.54
22999,14.36,14.16,113,1172,74.90,14.00,2.25,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
23072,14.47,14.16,113,1172,74.90,14.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
23145,14.47,14.16,113,1174,74.90,14.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.83,0.00,0.54
23218,14.47,14.16,113,1166,74.90,15.00,2.25,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
23291,14.47,14.16,113,1176,74.90,14.00,2.24,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
23364,14.36,14.16,113,1177,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
23437,14.47,14.16,113,1169,74.90,15.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.87,0.00,0.54
23509,14.59,14.08,113,1176,74.90,14.00,2.26,22,0.00,5.08,0.00,0,0.30,0.00,0.0,-9.58,5.90,0.00,0.54
23583,14.36,14.16,115,1178,74.90,14.00,2.26,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.80,0.00,0.54
23656,14.59,14.16,115,1164,74.90,15.50,2.24,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.87,0.00,0.54
23729,14.47,14.16,115,1159,74.90,16.00,2.23,22,0.00,5.37,0.00,0,0.30,0.00,0.0,-9.29,5.87,0.00,0.54
23803,14.70,14.16,115,1170,74.90,14.50,2.25,22,0.00,5.37,0.00,0,0.30,0.00,0.0,-9.29,5.90,0.00,0.54
23876,14.81,14.16,115,1174,74.90,14.00,2.26,22,0.00,5.37,0.00,0,0.30,0.00,0.0,-9.29,5.83,0.00,0.54
23948,14.93,14.16,115,1184,74.90,14.00,2.25,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.29,5.90,0.00,0.54
24021,15.04,14.16,115,1185,74.90,13.50,2.27,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.83,0.00,0.54
24095,15.04,14.16,115,1170,74.90,15.50,2.27,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.93,0.00,0.54
24167,15.16,14.16,115,1174,74.90,14.50,2.25,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
24240,15.16,14.16,115,1190,74.90,13.00,2.29,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.83,0.00,0.54
24313,15.04,14.16,115,1182,74.90,14.00,2.27,22,0.00,5.22,0.00,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.54
24386,15.04,14.16,115,1183,74.90,14.00,2.27,22,0.00,5.22,0.39,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.56
24459,14.81,14.16,115,1197,74.90,12.50,2.55,22,0.00,5.22,0.39,0,0.31,0.00,0.0,-9.43,6.15,0.00,0.56
24532,14.81,14.16,115,1195,74.90,13.00,2.55,22,0.00,5.22,0.39,0,0.32,0.00,0.0,-9.43,6.33,0.00,0.56
24606,14.70,14.16,115,1205,74.90,12.00,2.55,22,0.00,5.22,0.39,0,0.32,0.00,0.0,-9.43,6.51,0.00,0.56
24679,14.59,14.16,115,1216,74.90,11.50,2.57,22,0.00,5.22,0.39,0,0.32,0.00,0.0,-9.43,6.40,0.00,0.56
24753,14.59,14.16,115,1215,74.90,11.50,2.59,22,0.00,5.22,0.78,0,0.32,0.00,0.0,-9.43,6.48,0.00,0.56
24825,14.59,14.16,115,1219,74.90,11.50,2.60,22,0.00,5.22,0.78,0,0.32,0.00,0.0,-9.43,6.51,0.00,0.58
24897,14.36,14.16,115,1216,74.90,12.50,2.59,22,0.00,5.22,1.18,0,0.33,0.00,0.0,-9.43,6.62,0.00,0.58
24971,14.36,14.16,115,1204,74.90,13.50,2.57,22,0.00,5.37,1.18,0,0.33,0.00,0.0,-9.29,6.77,0.00,0.58
25043,14.24,14.16,115,1209,74.90,14.00,2.32,22,0.00,5.22,1.57,0,0.32,0.00,0.0,-9.43,6.44,0.00,0.60
25117,14.47,14.16,115,1195,74.90,16.50,2.58,22,0.00,5.22,2.35,0,0.30,0.00,0.0,-9.43,5.90,0.00,0.62
25190,14.36,14.16,115,1197,74.90,17.00,2.55,22,0.00,5.22,2.75,0,0.33,0.00,0.0,-9.43,6.66,0.00,0.62
25262,14.13,14.16,115,1185,74.90,18.00,2.81,22,0.00,5.37,2.75,0,0.35,0.00,0.0,-9.43,6.92,0.00,0.62
25335,14.36,14.16,115,1180,74.90,19.00,2.53,22,0.00,5.51,3.14,0,0.36,0.00,0.0,-9.29,7.03,0.00,0.64
25410,14.01,14.16,115,1173,74.90,20.00,3.25,22,0.00,5.66,3.53,0,0.40,0.00,0.0,-9.14,7.70,0.00,0.66
25481,13.55,14.16,115,1179,74.90,21.00,3.27,22,0.00,5.95,3.92,0,0.42,0.00,0.0,-8.71,8.31,0.00,0.66
25555,14.01,14.16,115,1196,74.90,21.00,3.06,22,0.00,6.09,4.31,0,0.43,0.00,0.0,-8.56,8.52,0.00,0.68
25628,13.90,14.16,115,1230,74.90,22.00,3.15,22,0.00,6.24,4.31,0,0.43,0.00,0.0,-8.42,8.87,0.00,0.68
25702,13.32,14.16,115,1276,74.90,23.00,3.27,22,0.00,6.38,4.71,0,0.42,0.00,0.0,-8.27,9.04,0.00,0.68
25774,13.55,14.16,115,1338,74.90,24.50,3.35,22,0.00,6.53,4.71,0,0.42,0.00,0.0,-8.13,9.22,0.00,0.68
25847,14.01,14.16,115,1372,74.90,25.00,3.43,22,0.00,6.53,4.71,0,0.41,0.00,0.0,-8.13,9.48,0.00,0.70
25920,14.59,14.08,115,1380,74.90,25.50,3.51,22,0.00,6.53,4.71,0,0.42,0.00,0.0,-8.13,9.61,0.00,0.70
25993,15.04,14.16,115,1405,74.90,26.00,3.53,22,0.00,6.53,4.71,0,0.41,0.00,0.0,-8.13,9.70,0.00,0.70
26066,15.27,14.16,115,1436,74.90,26.50,3.68,22,0.00,6.53,5.10,0,0.41,0.00,0.0,-8.13,9.79,0.00,0.70
26138,15.50,14.16,115,1450,74.90,27.00,3.71,22,0.00,6.53,0.00,0,0.39,0.00,0.0,-8.13,9.66,0.00,0.54
26211,15.39,14.16,115,1469,74.90,19.50,3.13,22,0.00,5.51,0.00,0,0.34,0.00,0.0,-9.14,5.58,0.00,0.54
26285,15.27,14.16,115,1445,74.90,17.50,2.77,22,0.00,5.22,0.00,0,0.27,0.00,0.0,-9.43,4.31,0.00,0.54
26358,14.59,14.16,115,1397,74.90,15.50,2.38,22,0.00,4.79,0.00,0,0.24,0.00,0.0,-9.87,4.22,0.00,0.54
26432,13.55,14.16,115,1251,74.90,26.50,2.24,22,0.00,4.50,0.00,0,0.21,0.00,0.0,-10.16,4.31,0.00,0.54
26504,13.09,14.16,115,1218,74.90,25.50,1.60,22,0.00,4.50,0.00,0,0.22,0.00,0.0,-10.16,4.57,0.00,0.54
26578,12.86,14.16,115,1202,74.90,24.00,1.82,22,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.16,4.53,0.00,0.54
26650,12.63,14.16,115,1191,74.90,23.00,1.78,22,0.00,4.35,0.00,0,0.23,0.00,0.0,-10.30,4.50,0.00,0.54
26724,12.86,14.16,115,1182,74.90,23.00,1.76,22,0.00,4.35,0.00,0,0.24,0.00,0.0,-10.30,4.59,0.00,0.54
26797,13.44,14.16,115,1148,74.90,23.00,1.96,22,0.00,4.35,0.00,0,0.25,0.00,0.0,-10.30,4.75,0.00,0.54
26870,13.78,14.16,115,1135,74.90,23.00,1.94,22,0.00,4.50,0.00,0,0.26,0.00,0.0,-10.16,4.79,0.00,0.54
26943,14.59,14.16,115,1136,74.90,23.00,1.94,22,0.00,4.50,0.00,0,0.26,0.00,0.0,-10.16,4.85,0.00,0.54
27015,14.81,14.16,115,1105,74.90,23.00,1.93,22,0.00,4.50,0.00,0,0.26,0.00,0.0,-10.16,4.88,0.00,0.54
27089,14.70,14.16,115,1102,74.90,23.00,1.89,22,0.00,4.64,0.00,1,0.28,0.00,0.0,-10.01,5.07,0.00,0.54
27161,14.59,14.16,115,1104,74.90,23.00,1.88,22,0.00,4.79,0.00,1,0.28,0.00,0.0,-10.01,5.16,0.00,0.54
27234,14.70,14.16,115,1106,74.90,23.00,2.12,22,0.00,4.79,0.00,1,0.28,0.00,0.0,-9.87,5.22,0.00,0.54
27308,14.13,14.16,115,1104,74.90,23.00,2.12,22,0.00,4.93,0.00,1,0.29,0.00,0.0,-9.87,5.32,0.00,0.54
27381,14.13,14.16,115,1101,74.90,23.00,2.11,22,0.00,4.93,0.00,1,0.29,0.00,0.0,-9.72,5.39,0.00,0.54
