Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
2154594,-14.06,23.66,13.60,185,0.17,2726,0.00,17.50,0.00,135,0.00,0,3.48,-11.32,7.85,1.60,0.00,0.00,0.54,71.8079
2154669,-14.06,23.77,13.60,185,0.18,2698,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.81,1.60,0.00,0.00,0.54,71.7316
2154744,-14.06,23.77,13.60,185,0.17,2691,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.81,1.60,0.00,0.00,0.54,71.7316
2154820,-14.06,23.89,13.60,185,0.18,2678,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.81,1.60,0.00,0.00,0.54,71.6766
2154896,-14.06,23.66,13.60,185,0.18,2661,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.81,1.60,0.00,0.00,0.54,71.6248
2154970,-14.06,24.00,13.60,185,0.18,2645,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.81,1.60,0.00,0.00,0.54,71.6370
2155046,-14.06,23.77,13.60,185,0.18,2630,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.73,1.58,0.00,0.00,0.54,71.5637
2155122,-14.06,23.54,13.60,185,0.18,2620,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.73,1.60,0.00,0.00,0.54,71.5424
2155196,-14.06,23.54,13.60,185,0.18,2608,0.00,17.00,0.00,135,0.00,0,3.48,-11.32,7.73,1.58,0.00,0.00,0.54,71.5302
2155272,-14.06,23.89,13.60,185,0.18,2596,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.73,1.58,0.00,0.00,0.54,71.4966
2155347,-14.06,23.66,13.60,185,0.18,2589,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.65,1.58,0.00,0.00,0.54,71.4447
2155423,-14.06,23.77,13.60,185,0.18,2562,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.65,1.58,0.00,0.00,0.54,71.4050
2155498,-14.06,23.89,13.60,185,0.18,2552,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.65,1.58,0.00,0.00,0.54,71.4081
2155574,-14.06,23.66,13.60,185,0.18,2555,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.65,1.58,0.00,0.00,0.54,71.3684
2155648,-14.06,23.89,13.60,185,0.18,2518,0.00,16.50,0.00,135,0.00,0,3.48,-11.32,7.56,1.58,0.00,0.00,0.54,71.3043
2155724,-14.06,23.43,13.60,185,0.18,2506,0.00,16.50,0.00,135,0.00,0,3.63,-11.32,7.65,1.58,0.00,0.00,0.54,71.2708
2155800,-14.06,23.54,13.60,185,0.18,2504,0.00,16.50,0.00,135,0.00,0,3.63,-11.17,7.65,1.58,0.00,0.00,0.54,71.2402
2155874,-14.06,23.54,13.60,185,0.18,2493,0.00,16.50,0.00,135,0.00,0,3.63,-11.17,7.57,1.58,0.00,0.00,0.54,71.2311
2155950,-14.06,23.43,13.60,185,0.19,2470,0.00,16.50,0.00,135,0.00,0,3.63,-11.17,7.65,1.60,0.00,0.39,0.56,71.1945
2156026,-14.06,23.77,13.60,185,0.20,2461,0.00,16.50,0.00,135,0.00,0,3.77,-11.03,8.14,1.62,0.00,0.39,0.56,71.1761
2156101,-14.06,24.00,13.60,185,0.21,2462,0.00,17.00,0.00,135,0.00,0,3.92,-11.03,8.51,1.64,0.00,1.18,0.58,71.1365
2156177,-14.06,23.77,13.60,185,0.22,2492,0.00,19.00,3.64,135,0.00,0,4.06,-10.88,8.94,1.68,0.00,1.57,0.60,71.1090
2156251,-14.06,24.00,13.60,185,0.24,2426,0.00,21.00,3.63,135,0.00,0,4.21,-10.74,9.38,1.72,0.00,2.35,0.62,71.0785
2156327,-14.06,23.89,13.60,185,0.25,2432,0.00,23.00,4.15,135,0.00,0,4.21,-10.59,9.83,1.74,0.00,2.75,0.62,71.8597
2156403,-14.06,23.66,13.52,185,0.26,2388,0.00,24.50,4.08,135,0.00,0,4.35,-10.45,10.37,1.74,0.00,2.75,0.64,70.9686
2156477,-14.06,23.08,13.60,185,0.26,2412,0.00,27.00,4.12,135,0.00,0,4.35,-10.45,10.48,1.74,0.00,2.75,0.64,70.9808
2156554,-14.06,20.90,13.60,185,0.27,2392,0.00,31.00,4.08,135,0.00,0,4.50,-10.45,10.83,1.76,0.00,3.14,0.64,70.9747
2156628,-14.06,18.15,13.60,185,0.29,2380,0.00,32.00,4.06,135,0.00,0,4.50,-10.30,10.98,1.78,0.00,3.53,0.66,70.9320
2156705,-14.06,16.77,13.52,185,0.29,2375,0.00,32.00,4.06,135,0.00,0,4.64,-10.30,11.29,1.80,0.00,3.53,0.66,70.9198
2156779,-14.06,16.54,13.60,185,0.30,2365,0.00,32.00,4.54,135,0.00,0,4.79,-10.16,11.44,1.80,0.00,3.92,0.66,70.8984
2156855,-14.06,16.08,13.60,185,0.30,2356,0.00,32.50,4.52,135,0.00,0,4.79,-10.01,11.71,1.80,0.00,3.92,0.68,70.8984
2156929,-14.06,15.96,13.52,185,0.29,2373,0.00,32.00,4.56,135,0.00,0,4.79,-10.01,11.82,1.80,0.00,3.92,0.68,70.9320
2157006,-14.06,15.96,13.52,185,0.30,2346,0.00,32.00,4.51,135,0.00,0,4.79,-10.01,11.76,1.80,0.00,3.92,0.68,70.8862
2157081,-14.06,15.73,13.52,185,0.30,2351,0.00,32.00,4.51,135,0.00,0,4.93,-9.87,11.71,1.80,0.00,3.92,0.68,70.8740
2157156,-14.06,15.50,13.52,185,0.29,2335,0.00,32.00,4.51,135,0.00,0,4.93,-9.87,11.49,1.78,0.00,3.92,0.68,70.8374
2157230,-14.06,15.85,13.52,185,0.29,2331,0.00,31.50,4.48,135,0.00,0,4.79,-9.87,11.38,1.78,0.00,3.92,0.68,70.8679
2157307,-14.06,15.62,13.60,185,0.29,2323,0.00,31.50,4.46,135,0.00,0,4.79,-10.01,11.18,1.78,0.00,3.92,0.68,70.8130
2157382,-14.06,15.73,13.60,185,0.29,2333,0.00,31.50,4.48,135,0.00,0,4.79,-10.01,11.24,1.78,0.00,3.92,0.68,70.8313
2157457,-14.06,15.85,13.52,185,0.29,2310,0.00,31.50,4.43,135,0.00,0,4.79,-10.01,11.18,1.78,0.00,3.92,0.68,70.7886
2157533,-14.06,15.96,13.60,185,0.29,2310,0.00,31.00,3.94,135,0.00,0,4.79,-10.01,10.98,1.78,0.00,3.92,0.68,70.7672
2157608,-14.06,15.96,13.52,185,0.28,2315,0.00,31.00,3.95,135,0.00,0,4.79,-10.01,10.88,1.76,0.00,3.92,0.68,70.7153
2157682,-14.06,15.73,13.60,185,0.28,2243,0.00,30.50,3.92,135,0.00,0,4.79,-10.01,10.88,1.76,0.00,3.92,0.68,70.7520
2157759,-14.06,15.85,13.52,185,0.28,2302,0.00,30.50,3.94,135,0.00,0,4.64,-10.01,10.68,1.76,0.00,3.92,0.68,70.7397
2157834,-14.06,15.73,13.52,185,0.28,2270,0.00,30.50,3.87,135,0.00,0,4.79,-10.01,10.63,1.74,0.00,3.92,0.68,70.6879
2157909,-14.06,15.73,13.60,185,0.27,2302,0.00,30.50,3.93,135,0.00,0,4.64,-10.16,10.74,1.72,0.00,3.92,0.68,70.7550
2157985,-14.06,15.73,13.52,185,0.27,2275,0.00,30.50,3.88,135,0.00,0,4.64,-10.16,10.36,1.74,0.00,3.92,0.66,70.6940
2158060,-14.06,15.73,13.60,185,0.27,2259,0.00,29.50,3.85,135,0.00,0,4.50,-10.30,10.06,1.72,0.00,3.53,0.66,70.6787
2158135,-14.06,15.73,13.52,185,0.25,2274,0.00,29.00,3.90,135,0.00,0,4.35,-10.30,9.55,1.68,0.00,3.53,0.66,70.6848
2158210,-14.06,15.50,13.60,185,0.25,2236,0.00,28.50,3.88,135,0.00,0,4.35,-10.45,9.39,1.68,0.00,3.14,0.66,70.6207
2158286,-14.06,15.39,13.60,185,0.24,2255,0.00,28.00,3.37,135,0.00,0,4.21,-10.45,9.34,1.66,0.00,3.14,0.64,70.5902
2158362,-14.06,15.27,13.60,185,0.23,2255,0.00,27.50,3.85,135,0.00,0,4.21,-10.59,8.76,1.64,0.00,3.14,0.64,70.6665
2158437,-14.06,15.04,13.60,185,0.23,2220,0.00,27.00,3.31,135,0.00,0,4.06,-10.74,8.64,1.62,0.00,2.75,0.64,70.5475
2158513,-14.06,14.81,13.60,185,0.22,2233,0.00,27.00,3.33,135,0.00,0,4.06,-10.74,8.22,1.62,0.00,2.75,0.62,70.6055
2158588,-14.06,15.16,13.60,185,0.22,2230,0.00,26.50,3.33,135,0.00,0,3.92,-10.88,8.14,1.62,0.00,2.75,0.62,70.5750
2158662,-14.06,15.04,13.60,185,0.22,2204,0.00,26.50,3.30,135,0.00,0,3.92,-10.88,8.09,1.60,0.00,2.35,0.62,70.4834
2158738,-14.06,14.93,13.60,185,0.21,2212,0.00,26.50,3.29,135,0.00,0,3.92,-10.88,7.89,1.58,0.00,2.35,0.62,70.5353
2158814,-14.06,14.93,13.60,185,0.21,2187,0.00,26.50,3.27,135,0.00,0,3.92,-10.88,7.77,1.58,0.00,2.35,0.62,70.5139
2158889,-14.06,14.93,13.60,185,0.21,2184,0.00,26.50,3.26,135,0.00,0,3.92,-10.88,7.73,1.60,0.00,2.35,0.62,70.4590
2158964,-14.06,14.81,13.60,185,0.21,2197,0.00,26.50,3.28,135,0.00,0,3.92,-10.88,7.77,1.58,0.00,1.96,0.62,70.4773
2159039,-14.06,14.81,13.60,183,0.21,2176,0.00,26.00,3.25,135,0.00,0,3.92,-10.88,7.65,1.58,0.00,1.96,0.62,70.4590
2159114,-14.06,14.70,13.60,183,0.21,2169,0.00,26.00,3.24,135,0.00,0,3.92,-10.88,7.56,1.58,0.00,1.96,0.62,70.3949
2159191,-14.06,14.81,13.60,183,0.21,2154,0.00,26.00,3.23,135,0.00,0,3.92,-10.88,7.56,1.58,0.00,1.96,0.62,70.3979
2159266,-14.06,14.70,13.60,183,0.21,2143,0.00,26.00,3.20,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.3461
2159341,-14.06,14.70,13.60,183,0.21,2134,0.00,26.00,3.19,135,0.00,0,3.92,-10.88,7.53,1.58,0.00,1.96,0.62,70.3400
2159416,-14.06,14.70,13.60,183,0.21,2132,0.00,26.00,3.18,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.3308
2159492,-14.06,14.70,13.60,183,0.21,2127,0.00,26.00,3.18,135,0.00,0,3.92,-10.88,7.53,1.58,0.00,1.96,0.62,71.0632
2159567,-14.06,14.59,13.60,183,0.21,2112,0.00,25.50,3.15,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.2698
2159643,-14.06,14.70,13.60,183,0.22,2108,0.00,25.50,3.15,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.2728
2159718,-14.06,14.81,13.60,183,0.22,2091,0.00,25.50,3.13,135,0.00,0,3.92,-10.88,7.56,1.58,0.00,1.96,0.62,70.1935
2159793,-14.06,14.81,13.60,183,0.22,2083,0.00,25.00,3.11,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.2332
2159869,-14.06,14.70,13.60,183,0.22,2073,0.00,25.00,3.10,135,0.00,0,3.92,-10.88,7.57,1.58,0.00,1.96,0.62,70.1813
2159943,-14.06,14.70,13.60,183,0.22,2073,0.00,25.00,3.10,135,0.00,0,3.92,-10.88,7.61,1.58,0.00,1.96,0.62,70.1813
2160019,-14.06,14.70,13.60,183,0.22,2064,0.00,25.00,3.08,135,0.00,0,3.92,-10.88,7.56,1.58,0.00,1.96,0.62,70.1233
2160095,-14.06,14.70,13.60,183,0.22,2054,0.00,25.00,3.07,135,0.00,0,4.06,-10.88,7.65,1.58,0.00,1.96,0.62,70.1263
2160171,-14.06,14.70,13.52,183,0.23,2044,0.00,26.00,3.04,135,0.00,0,4.06,-10.74,7.70,1.60,0.00,2.35,0.62,70.1019
2160245,-14.06,14.70,13.60,183,0.24,2051,0.00,26.00,3.49,135,0.00,0,4.06,-10.74,7.93,1.62,0.00,2.75,0.64,70.1111
2160322,-14.06,14.70,13.52,183,0.25,2012,0.00,27.00,3.43,135,0.00,0,4.21,-10.74,8.18,1.64,0.00,2.75,0.64,70.0562
2160396,-14.06,14.70,13.52,183,0.26,2012,0.00,27.00,3.43,135,0.00,0,4.35,-10.45,8.43,1.64,0.00,3.14,0.64,70.0287
2160473,-14.06,14.59,13.52,183,0.25,2035,0.00,27.50,3.47,135,0.00,0,4.35,-10.45,8.59,1.64,0.00,3.14,0.64,70.0867
2160547,-14.06,14.59,13.52,183,0.27,2016,0.00,27.50,3.44,135,0.00,0,4.50,-10.30,8.86,1.66,0.00,3.14,0.64,70.0012
2160623,-14.06,14.47,13.60,183,0.27,1998,0.00,28.00,3.41,135,0.00,0,4.64,-10.30,8.98,1.66,0.00,3.14,0.66,70.0012
2160698,-14.06,14.47,13.52,183,0.27,1994,0.00,28.50,3.41,135,0.00,0,4.64,-10.16,9.03,1.68,0.00,3.53,0.66,70.0104
2160773,-14.06,14.47,13.60,183,0.28,1984,0.00,28.50,3.81,135,0.00,0,4.64,-10.16,9.20,1.68,0.00,3.53,0.66,70.0012
2160849,-14.06,14.47,13.60,183,0.29,1984,0.00,29.00,3.81,135,0.00,0,4.79,-10.01,9.38,1.70,0.00,3.92,0.66,70.0012
2160925,-14.06,14.59,13.52,183,0.29,1987,0.00,29.50,3.82,135,0.00,0,4.79,-10.01,9.55,1.70,0.00,3.92,0.66,70.0012
2161000,-14.06,14.70,13.60,183,0.30,1994,0.00,29.50,3.83,135,0.00,0,4.93,-9.87,9.78,1.70,0.00,3.92,0.68,70.0012
2161075,-14.06,14.70,13.52,183,0.30,1982,0.00,30.00,3.80,135,0.00,0,5.08,-9.87,9.88,1.72,0.00,3.92,0.68,70.0012
2161151,-14.06,14.59,13.60,183,0.31,1962,0.00,30.00,3.79,135,0.00,0,5.08,-9.72,10.02,1.72,0.00,3.92,0.68,70.0012
2161225,-14.06,14.70,13.52,183,0.31,1968,0.00,30.50,3.77,135,0.00,0,5.08,-9.72,10.06,1.72,0.00,3.92,0.68,70.1874
2161301,-14.06,14.59,13.60,183,0.31,1970,0.00,30.00,3.78,135,0.00,0,5.08,-9.72,10.12,1.72,0.00,3.92,0.68,70.3156
2161377,-14.06,14.59,13.60,183,0.31,1979,0.00,30.50,3.80,135,0.00,0,5.22,-9.58,10.06,1.74,0.00,3.92,0.68,70.3827
2161452,-14.06,14.59,13.60,183,0.31,1969,0.00,30.50,3.78,135,0.00,0,5.22,-9.58,10.22,1.72,0.00,4.31,0.68,70.4468
2161527,-14.06,14.59,13.60,183,0.31,1968,0.00,30.50,3.78,135,0.00,0,5.22,-9.58,10.37,1.74,0.00,4.31,0.68,70.5109
2161602,-14.06,14.70,13.52,183,0.32,1967,0.00,31.00,3.78,135,0.00,0,5.22,-9.58,10.37,1.74,0.00,4.31,0.68,70.6360
2161678,-14.06,14.70,13.60,183,0.32,1963,0.00,30.50,3.78,135,0.00,0,5.22,-9.58,10.47,1.74,0.00,4.31,0.68,70.6390
2161753,-14.06,14.70,13.52,183,0.32,1947,0.00,30.50,3.77,135,0.00,0,5.22,-9.58,10.36,1.74,0.00,4.31,0.68,70.7520
2161829,-14.06,14.70,13.52,183,0.32,1948,0.00,30.50,3.74,135,0.00,0,5.37,-9.43,10.47,1.74,0.00,4.31,0.68,70.8832
2161904,-14.06,14.70,13.52,183,0.33,1942,0.00,31.00,3.73,135,0.00,0,5.37,-9.43,10.48,1.74,0.00,4.71,0.68,70.9412
2161979,-14.06,14.70,13.60,183,0.33,1952,0.00,31.50,3.75,135,0.00,0,5.37,-9.43,10.68,1.76,0.00,4.71,0.70,71.0724
2162055,-14.06,14.70,13.60,183,0.32,1960,0.00,29.50,3.76,135,0.00,0,5.22,-9.43,10.47,1.72,0.00,4.71,0.70,71.0205
2162130,-14.06,14.70,13.68,183,0.31,1928,0.00,29.50,3.73,135,0.00,0,5.22,-9.58,9.92,1.72,0.00,4.71,0.70,70.6177
2162206,-14.06,14.70,13.60,183,0.31,1951,0.00,30.00,3.70,135,0.00,0,5.22,-9.58,9.92,1.72,0.00,5.10,0.70,70.4987
2162282,-14.06,14.70,13.68,183,0.31,1975,0.00,30.50,3.79,135,0.00,0,5.22,-9.58,10.12,1.74,0.00,5.10,0.72,70.4468
2162357,-14.06,14.70,13.68,183,0.32,1933,0.00,30.50,3.71,135,0.00,0,5.22,-9.58,10.22,1.74,0.00,5.49,0.72,70.6207
2162432,-14.06,14.81,13.60,183,0.33,1935,0.00,31.00,3.72,135,0.00,0,5.22,-9.58,10.44,1.74,0.00,5.49,0.72,70.8099
2162507,-14.06,14.93,13.68,183,0.33,1963,0.00,32.00,3.77,135,0.00,0,5.37,-9.43,10.78,1.76,0.00,5.88,0.72,71.0205
2162582,-14.06,14.93,13.68,183,0.35,1929,0.00,33.00,4.11,135,0.00,0,5.51,-9.43,11.08,1.78,0.00,5.88,0.74,71.3043
2162659,-14.06,14.81,13.60,183,0.36,1974,0.00,34.00,4.10,135,0.00,0,5.66,-9.29,11.44,1.84,0.00,6.27,0.74,71.7010
2162733,-14.06,14.81,13.60,183,0.39,1940,0.00,36.00,4.63,135,0.00,0,5.95,-9.14,12.08,1.88,0.00,7.06,0.78,72.2870
2162809,-14.06,14.81,13.60,183,0.42,1954,0.00,36.50,4.59,135,0.00,0,6.09,-8.85,13.06,1.88,0.00,7.45,0.78,73.3795
2162884,-14.06,14.81,13.60,183,0.42,1972,0.00,36.50,4.63,135,0.00,0,6.38,-8.42,13.54,1.90,0.00,7.45,0.78,74.2188
2162959,-14.06,14.24,13.60,183,0.44,1947,0.00,36.00,4.98,135,0.00,0,6.53,-8.27,13.84,1.90,0.00,7.45,0.78,74.7253
2163035,-14.06,14.13,13.60,183,0.44,1963,0.00,36.00,4.61,135,0.00,0,6.67,-8.13,14.33,1.92,0.00,7.45,0.80,75.3143
2163110,-14.06,14.24,13.60,183,0.44,1966,0.00,36.00,5.03,135,0.00,0,6.82,-8.13,14.45,1.92,0.00,7.84,0.80,75.5890
2163186,-14.06,14.36,13.60,183,0.45,1925,0.00,36.50,5.01,135,0.00,0,6.82,-7.98,14.70,1.92,0.00,7.84,0.80,76.0223
2163261,-14.06,14.59,13.60,183,0.45,1987,0.00,36.50,5.09,135,0.00,0,6.96,-7.98,14.64,1.94,0.00,7.84,0.80,76.2970
2163336,-14.06,14.70,13.60,183,0.45,1981,0.00,36.50,5.07,135,0.00,0,6.96,-7.84,14.82,1.94,0.00,7.84,0.80,76.4282
2163411,-14.06,14.70,13.60,183,0.45,1994,0.00,36.50,5.11,135,0.00,0,6.96,-7.84,14.81,1.94,0.00,7.84,0.80,76.5350
2163487,-14.06,14.70,13.60,183,0.45,1993,0.00,36.50,5.10,135,0.00,0,6.96,-7.84,14.95,1.94,0.00,7.84,0.80,76.6113
2163563,-14.06,14.70,13.60,183,0.44,1996,0.00,36.50,5.11,135,0.00,0,6.82,-7.84,14.95,1.94,0.00,7.45,0.80,76.5228
2163638,-14.06,14.59,13.52,183,0.43,2012,0.00,37.00,4.73,135,0.00,0,6.67,-7.98,13.78,1.86,0.00,7.06,0.78,76.0010
2163713,-14.06,14.70,13.60,183,0.41,2002,0.00,37.50,4.72,135,0.00,0,6.53,-8.13,13.36,1.84,0.00,6.67,0.76,75.3265
2163789,-14.06,14.59,13.52,183,0.39,2010,0.00,36.50,4.29,135,0.00,0,6.24,-8.27,12.57,1.82,0.00,6.27,0.74,74.5728
2163864,-14.06,14.47,13.52,183,0.37,2018,0.00,35.50,4.30,135,0.00,0,6.09,-8.71,12.24,1.80,0.00,5.88,0.74,73.8647
2163940,-14.06,14.36,13.60,183,0.36,2020,0.00,34.50,4.31,135,0.00,0,5.95,-8.85,11.82,1.80,0.00,5.88,0.74,73.2208
2164016,-14.06,14.36,13.52,183,0.34,2024,0.00,33.00,3.89,135,0.00,0,5.80,-9.00,11.38,1.80,0.00,5.88,0.74,72.8180
2164090,-14.06,14.47,13.68,183,0.34,2015,0.00,32.50,3.87,135,0.00,0,5.66,-9.14,11.13,1.78,0.00,5.88,0.74,72.3328
2164166,-14.06,14.59,13.60,183,0.33,2025,0.00,32.00,3.88,135,0.00,0,5.51,-9.14,11.13,1.76,0.00,5.49,0.72,72.0581
2164241,-14.06,14.81,13.60,183,0.32,2025,0.00,32.00,3.89,135,0.00,0,5.51,-9.29,10.88,1.76,0.00,5.49,0.72,71.7163
2164316,-14.06,15.04,13.60,183,0.32,2032,0.00,31.50,3.90,135,0.00,0,5.37,-9.29,10.88,1.74,0.00,5.49,0.72,71.4996
2164392,-14.06,15.16,13.52,183,0.31,2022,0.00,30.50,3.88,135,0.00,0,5.37,-9.43,10.68,1.72,0.00,5.10,0.72,71.8689
2164467,-14.06,15.16,13.68,183,0.30,2010,0.00,30.00,3.86,135,0.00,0,5.22,-9.58,9.92,1.70,0.00,4.71,0.70,70.7672
2164543,-14.06,15.16,13.52,183,0.29,2039,0.00,29.50,3.48,135,0.00,0,5.08,-9.72,9.69,1.70,0.00,4.71,0.70,70.3857
2164618,-14.06,14.93,13.60,183,0.28,2015,0.00,29.50,3.46,135,0.00,0,5.08,-9.72,9.64,1.68,0.00,4.71,0.70,70.1721
2164694,-14.06,14.93,13.60,183,0.28,2015,0.00,29.00,3.44,135,0.00,0,4.93,-9.72,9.60,1.68,0.00,4.71,0.70,70.0195
2164768,-14.06,14.93,13.60,183,0.27,2025,0.00,28.50,3.46,135,0.00,0,4.93,-9.87,9.38,1.68,0.00,4.71,0.70,70.0958
2164845,-14.06,14.93,13.68,183,0.27,2013,0.00,28.50,3.44,135,0.00,0,4.79,-10.01,9.30,1.68,0.00,4.71,0.70,70.0226
2164920,-14.06,15.04,13.52,183,0.28,2006,0.00,28.50,3.42,135,0.00,0,4.79,-10.01,9.30,1.68,0.00,4.71,0.70,70.0134
2164996,-14.06,15.16,13.60,183,0.27,2020,0.00,28.50,3.45,135,0.00,0,4.79,-10.01,9.25,1.68,0.00,4.71,0.70,70.0500
2165071,-14.06,15.04,13.60,183,0.27,2025,0.00,28.50,3.46,135,0.00,0,4.79,-10.01,9.20,1.66,0.00,4.31,0.68,70.0592
2165146,-14.06,14.93,13.60,183,0.28,2012,0.00,28.50,3.41,135,0.00,0,4.79,-10.01,9.17,1.66,0.00,4.31,0.68,70.0104
2165221,-14.06,14.93,13.60,183,0.27,2027,0.00,28.00,3.43,135,0.00,0,4.79,-10.01,9.12,1.66,0.00,4.31,0.68,70.0348
2165297,-14.06,14.81,13.60,183,0.27,2020,0.00,28.00,3.45,135,0.00,0,4.64,-10.01,8.98,1.66,0.00,4.31,0.68,70.0500
2165372,-14.06,14.70,13.68,183,0.27,1996,0.00,28.00,3.41,135,0.00,0,4.64,-10.16,8.98,1.66,0.00,4.31,0.68,70.0012
2165448,-14.06,14.59,13.68,183,0.27,2000,0.00,28.00,3.41,135,0.00,0,4.64,-10.16,8.94,1.66,0.00,4.31,0.68,70.0256
2165522,-14.06,14.70,13.60,183,0.27,2013,0.00,28.00,3.44,135,0.00,0,4.64,-10.16,8.98,1.66,0.00,4.31,0.68,70.0226
2165598,-14.06,14.70,13.68,183,0.27,2012,0.00,28.00,3.43,135,0.00,0,4.64,-10.16,8.98,1.66,0.00,4.31,0.68,70.0195
2165674,-14.06,14.70,13.60,183,0.27,2000,0.00,28.00,3.42,135,0.00,0,4.64,-10.16,8.94,1.66,0.00,4.31,0.68,70.0012
2165749,-14.06,14.70,13.60,183,0.27,2003,0.00,28.00,3.41,135,0.00,0,4.64,-10.16,8.98,1.66,0.00,4.31,0.68,70.0195
2165824,-14.06,14.70,13.60,183,0.27,2007,0.00,28.00,3.42,135,0.00,0,4.64,-10.16,8.94,1.66,0.00,4.31,0.68,70.0012
2165900,-14.06,14.70,13.60,183,0.27,2010,0.00,28.00,3.43,135,0.00,0,4.64,-10.16,8.98,1.66,0.00,4.31,0.68,70.0226
2165975,-14.06,14.59,13.60,183,0.27,2009,0.00,28.00,3.43,135,0.00,0,4.64,-10.16,8.95,1.66,0.00,4.31,0.68,70.0012
2166050,-14.06,14.59,13.68,183,0.27,1988,0.00,28.50,3.39,135,0.00,0,4.64,-10.16,9.08,1.66,0.00,4.31,0.68,70.0012
2166125,-14.06,14.70,13.60,183,0.28,1994,0.00,29.50,3.40,135,0.00,0,4.79,-10.16,9.30,1.70,0.00,4.71,0.70,70.0012
2166200,-14.06,14.70,13.60,183,0.29,2006,0.00,30.00,3.40,135,0.00,0,4.79,-10.01,9.55,1.72,0.00,5.10,0.70,70.0134
2166276,-14.06,14.81,13.60,183,0.31,1999,0.00,30.50,3.84,135,0.00,0,4.93,-10.01,9.97,1.74,0.00,5.49,0.72,70.0012
2166351,-14.06,14.81,13.60,183,0.31,2002,0.00,31.00,3.84,135,0.00,0,5.08,-9.72,10.22,1.76,0.00,5.49,0.72,70.0714
2166428,-14.06,14.70,13.60,183,0.33,1998,0.00,32.50,3.84,135,0.00,0,5.22,-9.58,10.47,1.78,0.00,5.88,0.74,70.7123
2166502,-14.06,14.70,13.60,183,0.35,1998,0.00,34.00,4.26,135,0.00,0,5.37,-9.43,11.70,1.80,0.00,6.27,0.74,71.3806
2166578,-14.06,14.59,13.60,183,0.37,2007,0.00,36.00,4.28,135,0.00,0,5.80,-9.14,12.15,1.82,0.00,6.67,0.76,72.0093
2166654,-14.06,14.59,13.60,183,0.39,2019,0.00,37.50,4.31,135,0.00,0,6.09,-9.00,12.79,1.90,0.00,7.45,0.78,72.9614
2166729,-14.06,14.59,13.60,183,0.41,2003,0.00,37.00,4.74,135,0.00,0,6.24,-8.71,13.48,1.90,0.00,7.45,0.78,73.7091
2166804,-14.06,14.70,13.60,183,0.42,2018,0.00,37.00,4.74,135,0.00,0,6.53,-8.56,14.15,1.92,0.00,7.84,0.80,74.6552
2166879,-14.06,14.70,13.60,183,0.44,2025,0.00,36.50,5.18,135,0.00,0,6.67,-8.13,14.27,1.94,0.00,7.84,0.80,75.2228
2166955,-14.06,14.47,13.52,183,0.45,2026,0.00,36.50,5.19,135,0.00,0,6.82,-7.98,14.75,1.96,0.00,8.24,0.80,75.9430
2167030,-14.06,14.47,13.52,183,0.46,2044,0.00,36.50,5.23,135,0.00,0,6.96,-7.84,15.47,1.96,0.00,8.24,0.82,76.4923
2167105,-14.06,14.47,13.52,183,0.47,2036,0.00,36.50,5.21,135,0.00,0,7.11,-7.69,15.88,1.98,0.00,8.24,0.82,76.8707
2167182,-13.28,14.47,13.52,183,0.47,2001,0.00,36.50,5.21,135,0.00,0,7.25,-7.69,16.16,2.00,0.00,8.63,0.82,76.5717
2167256,-13.28,14.70,13.60,183,0.48,2062,0.00,36.50,5.28,135,0.00,0,7.40,-7.55,16.09,2.00,0.00,8.63,0.82,77.5635
2167332,-13.28,14.59,13.52,183,0.49,2060,0.00,36.00,5.71,135,0.00,0,7.40,-7.40,16.35,2.00,0.00,8.63,0.82,77.9266
2167407,-13.28,14.59,13.60,183,0.50,2070,0.00,36.00,5.74,135,0.00,0,7.55,-7.25,17.04,2.02,0.00,8.63,0.82,78.2074
