Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
151502,15.50,13.68,189,1511,74.90,26.50,3.87,41,0.00,6.67,3.92,11,0.41,0.0,-7.98,10.43,0.00
151570,15.50,13.68,189,1464,74.90,26.00,4.06,41,0.00,6.82,3.92,11,0.46,0.0,-7.84,10.45,0.00
151639,15.39,13.60,189,1389,74.90,24.50,3.85,41,0.00,6.96,3.92,11,0.48,0.0,-7.69,10.49,0.00
151706,14.59,13.68,189,1331,74.90,23.50,3.98,41,0.00,7.25,3.92,11,0.50,0.0,-7.40,10.54,0.00
151776,14.24,13.60,189,1256,74.90,22.00,4.02,41,0.00,7.40,3.92,11,0.52,0.0,-7.25,10.54,0.00
151845,13.78,13.68,189,1210,74.90,20.00,3.87,41,0.00,7.98,3.92,11,0.56,0.0,-6.96,10.45,0.00
151912,13.55,13.60,189,1140,74.90,20.00,3.65,41,0.00,8.27,3.92,11,0.55,0.0,-6.67,10.48,0.00
151981,13.21,13.68,189,1114,74.90,20.50,3.57,41,0.00,8.56,3.92,11,0.53,0.0,-6.38,10.49,0.00
152049,13.55,13.60,189,1168,74.90,20.50,3.49,41,0.00,8.71,3.92,11,0.55,0.0,-6.09,10.33,0.00
152118,13.55,13.68,189,1135,74.90,20.00,3.72,41,0.00,8.85,3.92,11,0.54,0.0,-5.80,10.48,0.00
152186,14.13,13.68,189,1178,74.90,20.50,3.39,41,0.00,8.85,3.92,11,0.52,0.0,-5.80,10.45,0.00
152255,14.59,13.68,189,1202,74.90,21.00,3.52,41,0.00,8.85,3.92,11,0.54,0.0,-5.80,10.49,0.00
152323,14.93,13.60,189,1165,74.90,20.50,3.73,41,0.00,8.85,3.92,11,0.56,0.0,-5.80,10.54,0.00
152392,15.16,13.68,189,1183,74.90,20.50,3.79,41,0.00,9.00,3.92,11,0.51,0.0,-5.66,10.45,0.00
152460,15.62,13.68,189,1229,74.90,21.50,3.93,41,0.00,8.85,3.92,11,0.51,0.0,-5.80,10.45,0.00
152528,15.27,13.68,189,1191,74.90,21.00,3.81,41,0.00,8.85,3.92,11,0.55,0.0,-5.80,10.48,0.00
152598,15.62,13.68,189,1196,74.90,21.00,3.83,41,0.00,8.85,3.92,11,0.51,0.0,-5.80,10.43,0.00
152665,15.50,13.68,189,1248,74.90,22.00,3.73,41,0.00,8.85,3.92,11,0.51,0.0,-5.80,10.48,0.00
152734,15.04,13.76,189,1231,74.90,21.50,3.68,41,0.00,8.71,3.92,11,0.52,0.0,-5.95,10.45,0.00
152802,15.62,13.68,189,1220,74.90,21.00,3.90,41,0.00,8.71,3.92,11,0.50,0.0,-5.95,10.49,0.00
152872,15.27,13.68,189,1265,74.90,22.00,3.78,41,0.00,8.71,3.92,11,0.50,0.0,-5.95,10.54,0.00
152940,15.16,13.76,189,1286,74.90,22.50,3.84,41,0.00,8.56,3.92,11,0.51,0.0,-6.09,10.54,0.00
153008,15.39,13.68,189,1244,74.90,21.50,3.71,41,0.00,8.56,3.92,11,0.52,0.0,-6.09,10.59,0.00
153077,15.50,13.68,189,1265,74.90,22.00,3.78,41,0.00,8.56,3.92,11,0.49,0.0,-6.09,10.54,0.00
153145,15.27,13.68,189,1313,74.90,23.00,3.92,41,0.00,8.42,3.92,11,0.49,0.0,-6.24,10.54,0.00
153214,15.50,13.76,189,1280,74.90,22.50,3.82,41,0.00,8.27,3.92,12,0.49,0.0,-6.38,10.54,0.00
153281,15.39,13.68,189,1290,74.90,22.50,3.85,41,0.00,8.27,3.92,12,0.48,0.0,-6.38,10.49,0.00
153351,15.16,13.76,189,1330,74.90,23.50,3.97,41,0.00,8.27,3.92,12,0.48,0.0,-6.38,10.64,0.00
153418,15.16,13.76,189,1325,74.90,23.00,3.96,41,0.00,8.13,3.92,12,0.48,0.0,-6.53,10.59,0.00
153488,15.16,13.68,189,1301,74.90,23.50,3.89,41,0.00,8.13,4.31,12,0.47,0.0,-6.53,10.64,0.00
153557,14.93,13.68,189,1334,74.90,24.00,3.98,41,0.00,8.13,3.92,12,0.47,0.0,-6.53,10.64,0.00
153625,15.16,13.76,189,1334,74.90,23.50,4.08,41,0.00,7.98,4.31,12,0.48,0.0,-6.67,10.74,0.00
153692,15.16,13.68,189,1358,74.90,23.50,3.98,41,0.00,7.98,3.92,12,0.47,0.0,-6.67,10.64,0.00
153762,15.04,13.76,189,1384,74.90,24.50,4.06,41,0.00,7.98,3.92,12,0.46,0.0,-6.67,10.69,0.00
153830,14.93,13.68,189,1376,74.90,24.00,4.11,41,0.00,7.98,4.31,12,0.47,0.0,-6.67,10.74,0.00
153899,14.93,13.76,189,1361,74.90,23.50,4.07,41,0.00,7.98,4.31,12,0.46,0.0,-6.67,10.79,0.00
153967,15.04,13.68,189,1407,74.90,25.00,4.20,41,0.00,7.98,4.31,12,0.46,0.0,-6.67,10.69,0.00
154035,14.93,13.68,189,1401,74.90,25.00,4.18,41,0.00,7.84,4.31,12,0.46,0.0,-6.82,10.79,0.00
154104,14.81,13.76,189,1400,74.90,25.00,4.18,41,0.00,7.84,4.31,12,0.47,0.0,-6.82,10.89,0.00
154172,14.81,13.68,189,1422,74.90,25.00,4.25,41,0.00,7.84,4.31,13,0.46,0.0,-6.82,10.89,0.00
154241,14.81,13.68,189,1421,74.90,25.00,4.24,41,0.00,7.84,4.71,13,0.47,0.0,-6.82,10.94,0.00
154309,14.81,13.76,189,1426,74.90,25.00,4.26,41,0.00,7.84,4.71,13,0.47,0.0,-6.82,11.09,0.00
154377,14.81,13.76,189,1436,74.90,25.00,4.29,41,0.00,7.84,5.49,13,0.49,0.0,-6.82,11.25,0.00
154446,14.70,13.68,189,1452,74.90,25.50,4.65,41,0.00,7.98,6.67,13,0.54,0.0,-6.67,10.80,0.00
154515,14.81,13.68,189,1446,74.90,25.50,5.25,41,0.00,8.27,7.45,13,0.61,0.0,-6.38,14.73,0.00
154582,14.81,13.68,189,1473,74.90,26.00,5.66,41,0.00,8.71,7.84,13,0.63,0.0,-5.95,12.94,0.00
154652,13.90,13.68,189,1482,74.90,26.00,5.69,41,0.00,9.29,7.84,13,0.65,0.0,-5.37,15.37,0.00
154720,13.09,13.68,189,1475,74.90,26.00,5.35,41,0.00,9.43,7.84,13,0.61,0.0,-5.22,15.37,0.00
154788,13.32,13.68,189,1504,74.90,26.50,5.13,41,0.00,9.72,7.84,13,0.62,0.0,-4.93,15.50,0.00
154857,14.36,13.60,189,1505,74.90,26.50,5.14,41,0.00,9.87,7.84,13,0.62,0.0,-4.79,15.50,0.00
154926,14.81,13.76,189,1510,74.90,27.00,5.48,41,0.00,10.01,7.84,13,0.61,0.0,-4.79,15.78,0.00
154994,15.04,13.60,189,1531,74.90,27.00,5.55,41,0.00,10.01,8.24,13,0.61,0.0,-4.64,15.70,0.00
155063,15.04,13.76,189,1538,74.90,27.00,5.58,41,0.00,10.01,8.24,13,0.61,0.0,-4.64,15.64,0.00
155130,14.81,13.60,189,1569,74.90,27.50,5.61,41,0.00,10.01,8.24,14,0.61,0.0,-4.64,15.70,0.00
155199,14.81,13.76,189,1577,74.90,28.00,5.69,41,0.00,10.01,8.24,14,0.61,0.0,-4.64,16.12,0.00
155267,14.93,13.60,189,1574,74.90,28.00,5.72,41,0.00,9.87,8.24,14,0.61,0.0,-4.79,16.12,0.00
155336,15.04,13.68,189,1592,74.90,28.50,5.77,41,0.00,9.87,8.24,14,0.61,0.0,-4.79,16.19,0.00
155404,15.04,13.68,189,1619,74.90,28.50,5.87,41,0.00,9.87,8.24,14,0.61,0.0,-4.79,16.38,0.00
155473,15.04,13.68,189,1632,74.90,28.50,5.92,41,0.00,9.87,8.24,14,0.60,0.0,-4.79,16.46,0.00
155541,14.93,13.68,189,1634,74.90,28.50,5.93,41,0.00,9.72,8.24,14,0.60,0.0,-4.93,16.32,0.00
155611,14.81,13.84,189,1654,74.90,29.00,6.00,41,0.00,9.72,8.24,14,0.60,0.0,-4.93,16.52,0.00
155678,14.81,13.68,189,1664,74.90,29.00,6.03,41,0.00,9.72,8.24,14,0.60,0.0,-4.93,16.73,0.00
155747,14.81,13.84,189,1675,74.90,29.00,6.07,41,0.00,9.72,8.24,14,0.60,0.0,-4.93,16.87,0.00
155816,14.81,13.68,189,1690,74.90,29.50,6.13,41,0.00,9.72,8.24,14,0.62,0.0,-4.93,16.87,0.00
155884,14.81,13.68,189,1698,74.90,29.50,6.16,41,0.00,9.58,8.24,14,0.60,0.0,-5.08,16.80,0.00
155953,14.81,13.68,189,1696,74.90,29.50,6.15,41,0.00,9.58,8.24,14,0.60,0.0,-5.08,17.08,0.00
156022,14.81,13.68,189,1715,74.90,29.50,6.22,41,0.00,9.58,8.63,16,0.59,0.0,-5.08,17.22,0.00
156089,14.81,13.68,189,1724,74.90,29.50,6.25,41,0.00,9.43,8.24,16,0.60,0.0,-5.22,17.30,0.00
156158,14.81,13.68,189,1731,74.90,29.50,6.28,41,0.00,9.43,8.24,16,0.59,0.0,-5.22,17.30,0.00
156226,14.81,13.68,189,1751,74.90,30.00,6.35,41,0.00,9.43,8.63,16,0.59,0.0,-5.22,17.37,0.00
156295,14.81,13.76,189,1761,74.90,30.00,6.39,41,0.00,9.43,8.63,16,0.59,0.0,-5.22,17.38,0.00
156364,14.81,13.68,189,1774,74.90,30.00,6.05,41,0.00,9.43,8.63,16,0.58,0.0,-5.22,17.44,0.00
156432,14.81,13.68,189,1787,74.90,30.50,6.10,41,0.00,9.29,8.63,16,0.58,0.0,-5.37,17.44,0.00
156501,14.81,13.76,189,1808,74.90,30.50,6.17,41,0.00,9.29,8.63,16,0.58,0.0,-5.37,17.59,0.00
156569,14.81,13.68,189,1817,74.90,30.50,6.20,41,0.00,9.29,8.63,16,0.58,0.0,-5.37,17.68,0.00
156637,14.81,13.76,189,1849,74.90,30.50,6.26,41,0.00,9.14,8.63,16,0.57,0.0,-5.51,17.59,0.00
156706,14.81,13.76,189,1853,74.90,31.00,6.31,41,0.00,9.14,8.63,16,0.58,0.0,-5.51,17.90,0.00
156775,14.81,13.76,189,1858,74.90,31.00,6.34,41,0.00,9.14,8.63,16,0.59,0.0,-5.51,17.75,0.00
156844,14.70,13.76,189,1868,74.90,31.00,6.38,41,0.00,9.14,8.63,16,0.58,0.0,-5.51,18.13,0.00
156912,14.70,13.68,189,1870,74.90,31.00,6.38,40,0.00,9.14,8.63,16,0.58,0.0,-5.51,18.05,0.00
156979,14.70,13.68,189,1870,74.90,31.00,6.38,40,0.00,9.14,8.63,17,0.57,0.0,-5.51,17.97,0.00
157048,14.70,13.68,189,1894,74.90,31.50,6.46,40,0.00,9.14,8.63,17,0.57,0.0,-5.51,18.13,0.00
157118,14.70,13.76,189,1912,74.90,31.50,6.53,40,0.00,9.14,8.63,17,0.57,0.0,-5.51,18.29,0.00
157186,14.70,13.68,189,1907,74.90,31.50,6.51,40,0.00,9.14,8.63,17,0.57,0.0,-5.51,18.13,0.00
157254,14.70,13.76,189,1925,74.90,32.00,6.57,40,0.00,9.14,8.63,17,0.56,0.0,-5.51,18.28,0.00
157322,14.70,13.68,189,1940,74.90,32.00,6.62,40,0.00,9.14,8.63,17,0.59,0.0,-5.51,18.21,0.00
157393,14.59,13.76,189,1938,74.90,32.00,6.62,40,0.00,9.14,8.63,17,0.56,0.0,-5.51,18.21,0.00
157460,14.59,13.76,189,1961,74.90,32.00,6.69,40,0.00,9.14,8.63,18,0.56,0.0,-5.51,18.43,0.00
157528,14.59,13.76,189,1974,74.90,32.00,6.74,40,0.00,9.14,9.02,18,0.59,0.0,-5.51,18.59,0.00
157597,14.70,13.68,189,1982,74.90,32.00,6.76,40,0.00,9.14,9.02,18,0.55,0.0,-5.51,18.43,0.00
157665,14.70,13.68,189,1991,74.90,32.50,6.37,40,0.00,9.14,9.02,18,0.55,0.0,-5.51,18.59,0.00
157734,14.70,13.76,189,2004,74.90,32.50,6.84,40,0.00,9.14,9.02,18,0.55,0.0,-5.51,18.65,0.00
157802,14.70,13.76,189,2007,74.90,32.50,6.42,40,0.00,9.14,9.02,18,0.56,0.0,-5.51,18.74,0.00
157871,14.81,13.84,189,2030,74.90,32.50,6.49,40,0.00,9.14,9.02,18,0.55,0.0,-5.51,18.88,0.00
157939,14.81,13.84,189,2044,74.90,33.00,6.54,40,0.00,9.14,9.02,19,0.55,0.0,-5.51,18.73,0.00
158007,14.81,13.84,189,2042,74.90,32.50,6.54,40,0.00,9.14,9.02,19,0.56,0.0,-5.51,18.81,0.00
158075,14.81,13.76,189,2048,74.90,33.00,6.55,40,0.00,9.14,9.02,19,0.55,0.0,-5.51,18.96,0.00
158145,14.81,13.76,189,2091,74.90,33.00,6.65,40,0.00,9.14,9.02,19,0.55,0.0,-5.51,19.27,0.00
158214,14.81,13.76,189,2093,74.90,33.00,6.69,40,0.00,9.14,9.41,19,0.55,0.0,-5.51,19.27,0.00
158281,14.81,13.76,189,2102,74.90,33.00,6.73,40,0.00,9.00,9.41,19,0.55,0.0,-5.66,19.18,0.00
158350,14.81,13.68,189,2120,74.90,33.00,6.78,40,0.00,9.14,9.41,19,0.56,0.0,-5.51,19.42,0.00
158419,14.81,13.76,189,2116,74.90,33.00,7.22,40,0.00,9.14,9.41,19,0.55,0.0,-5.51,19.74,0.00
158487,14.81,13.60,189,2133,74.90,33.00,7.28,40,0.00,9.14,9.80,19,0.56,0.0,-5.51,19.66,0.00
158555,14.70,13.76,189,2151,74.90,33.00,7.34,40,0.00,9.14,10.20,19,0.57,0.0,-5.51,20.25,0.00
158624,14.70,13.68,189,2157,74.90,33.00,7.36,40,0.00,9.29,9.80,19,0.57,0.0,-5.37,20.61,0.00
158693,14.70,13.76,189,2170,74.90,33.00,7.41,40,0.00,9.29,0.00,19,0.48,0.0,-5.37,19.78,0.00
158761,14.70,13.76,189,2173,74.90,32.00,0.00,40,0.00,6.82,0.00,19,0.36,0.0,-7.84,8.87,0.00
158830,14.01,13.84,189,2138,74.90,29.50,0.00,40,0.00,5.95,0.00,19,0.26,0.0,-8.71,7.33,0.00
158899,12.75,13.60,189,2142,74.90,27.50,0.00,40,0.00,5.37,0.00,20,0.23,0.0,-9.29,6.81,0.00
158967,12.52,13.76,189,2151,74.90,25.00,0.00,40,0.00,4.93,0.00,20,0.21,0.0,-9.72,6.37,0.00
159035,12.98,13.68,189,2105,74.90,22.50,0.00,40,0.00,4.64,0.00,20,0.20,0.0,-10.01,6.73,0.00
159104,13.90,13.76,189,2037,74.90,20.00,0.00,40,0.00,4.50,0.00,20,0.21,0.0,-10.16,6.84,0.00
159172,19.75,13.68,189,1963,74.90,17.50,0.00,40,0.00,4.64,0.00,20,0.19,0.0,-10.01,6.77,0.00
159240,23.43,13.68,189,1890,74.90,14.50,0.00,40,0.00,4.64,0.00,20,0.22,0.0,-10.01,6.73,0.00
159309,24.69,13.68,189,1813,74.90,14.00,0.00,40,0.00,4.64,0.00,21,0.24,0.0,-10.01,6.84,0.00
159377,24.12,13.68,189,1734,74.90,14.00,0.00,40,0.00,4.64,0.00,21,0.22,0.0,-10.01,6.88,0.00
159446,23.54,13.68,189,1664,74.90,14.00,0.00,40,0.00,4.79,0.00,21,0.26,0.0,-10.01,6.81,0.00
159514,23.54,13.68,189,1580,74.90,22.00,0.00,40,0.00,4.93,0.00,21,0.28,0.0,-9.87,6.84,0.00
159582,23.43,13.68,189,1447,74.90,22.00,0.00,40,0.00,5.08,0.00,21,0.28,0.0,-9.58,6.77,0.00
159651,23.77,13.60,189,1386,74.90,22.00,0.00,40,0.00,5.08,0.00,21,0.28,0.0,-9.58,6.33,0.00
159719,23.77,13.68,189,1302,74.90,22.00,2.96,40,0.00,5.22,0.00,21,0.30,0.0,-9.43,6.26,0.00
159788,23.77,13.68,189,1283,74.90,22.00,2.74,40,0.00,5.37,0.00,21,0.30,0.0,-9.29,6.40,0.00
159857,23.66,13.76,189,1308,74.90,21.00,2.79,40,0.00,5.37,0.00,21,0.28,0.0,-9.29,6.40,0.00
159926,23.66,13.76,189,1365,74.90,15.00,2.62,40,0.00,5.22,0.00,21,0.26,0.0,-9.43,6.00,0.00
159993,23.31,13.68,189,1385,74.90,13.00,2.66,40,0.00,5.22,0.00,21,0.25,0.0,-9.43,5.87,0.00
160062,23.20,13.76,189,1381,74.90,13.00,2.65,40,0.00,5.08,0.00,21,0.26,0.0,-9.58,5.87,0.00
160130,20.90,13.68,189,1378,74.90,13.50,2.65,40,0.00,4.93,0.00,21,0.25,0.0,-9.72,5.90,0.00
160199,17.69,13.68,189,1391,74.90,12.50,2.67,40,0.00,4.93,0.00,21,0.25,0.0,-9.72,5.87,0.00
160267,16.54,13.68,189,1385,74.90,13.00,2.66,40,0.00,4.93,0.00,21,0.26,0.0,-9.72,5.90,0.00
160335,16.08,13.68,189,1394,74.90,12.00,2.68,40,0.00,4.93,0.00,21,0.26,0.0,-9.72,5.87,0.00
160404,16.08,13.68,189,1380,74.90,14.00,2.65,40,0.00,4.93,0.00,21,0.25,0.0,-9.72,5.87,0.00
160473,15.96,13.68,189,1395,74.90,12.50,2.68,40,0.00,4.93,0.00,21,0.28,0.0,-9.72,5.87,0.00
160542,15.50,13.68,189,1392,74.90,13.00,2.67,40,0.00,4.79,0.00,21,0.25,0.0,-9.87,5.83,0.00
160610,15.39,13.68,189,1394,74.90,13.00,2.68,40,0.00,4.79,0.00,21,0.25,0.0,-9.87,5.90,0.00
160677,15.27,13.68,189,1389,74.90,13.50,2.67,40,0.00,4.79,0.00,21,0.25,0.0,-9.87,5.80,0.00
160746,15.04,13.68,189,1398,74.90,12.50,2.68,40,0.00,4.79,0.00,21,0.24,0.0,-9.87,5.65,0.00
160814,15.16,13.68,189,1395,74.90,13.00,2.38,40,0.00,4.79,0.00,21,0.23,0.0,-9.87,5.58,0.00
160884,15.16,13.68,189,1398,74.90,14.00,2.39,40,0.00,4.64,0.00,21,0.24,0.0,-10.01,5.48,0.00
160952,15.04,13.68,189,1384,74.90,13.50,2.36,40,0.00,4.64,0.00,21,0.23,0.0,-10.01,5.32,0.00
161020,14.93,13.68,189,1392,74.90,14.00,2.38,40,0.00,4.50,0.00,21,0.22,0.0,-10.01,5.19,0.00
161089,14.93,13.68,189,1378,74.90,15.00,2.36,40,0.00,4.50,0.00,21,0.22,0.0,-10.16,4.97,0.00
161163,15.04,13.68,189,1366,74.90,16.00,2.35,40,0.00,4.35,0.00,21,0.21,0.0,-10.30,4.75,0.00
161226,15.16,13.68,189,1362,74.90,16.00,2.04,40,0.00,4.35,0.00,19,0.20,0.0,-10.30,4.63,0.00
161295,15.04,13.68,189,1340,74.90,18.00,2.00,40,0.00,4.21,0.00,19,0.20,0.0,-10.45,4.50,0.00
161363,15.27,13.68,189,1324,74.90,19.50,1.98,40,0.00,4.21,0.00,19,0.20,0.0,-10.45,4.47,0.00
161432,15.50,13.60,189,1306,74.90,20.50,1.95,40,0.00,4.06,0.00,19,0.20,0.0,-10.59,4.36,0.00
161500,15.50,13.68,189,1296,74.90,21.00,1.93,40,0.00,4.06,0.00,19,0.20,0.0,-10.59,4.31,0.00
161568,15.50,13.68,189,1282,74.90,21.50,1.91,40,0.00,4.06,0.00,19,0.19,0.0,-10.59,4.20,0.00
161636,15.73,13.60,189,1272,74.90,22.00,1.90,40,0.00,4.06,0.00,19,0.19,0.0,-10.59,4.11,0.00
161705,15.73,13.60,189,1266,74.90,22.00,1.89,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,4.03,0.00
161774,15.73,13.68,189,1244,74.90,22.00,1.86,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.95,0.00
161842,15.73,13.68,189,1239,74.90,22.00,1.85,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.88,0.00
161910,15.62,13.68,189,1230,74.90,22.00,1.84,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.85,0.00
161979,15.50,13.60,189,1207,74.90,22.00,1.80,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.80,0.00
162047,15.39,13.68,189,1194,74.90,22.00,1.78,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.69,0.00
162116,15.27,13.60,189,1183,74.90,22.00,1.77,40,0.00,3.92,0.00,19,0.19,0.0,-10.74,3.65,0.00
162184,15.16,13.68,189,1154,74.90,22.00,1.72,40,0.00,3.92,0.00,18,0.19,0.0,-10.74,3.65,0.00
162252,14.93,13.68,189,1140,74.90,22.00,1.70,40,0.00,3.92,0.00,18,0.19,0.0,-10.74,3.59,0.00
162321,14.93,13.68,189,1123,74.90,22.00,1.68,40,0.00,3.92,0.00,18,0.20,0.0,-10.74,3.59,0.00
162390,14.81,13.68,189,1106,74.90,22.00,1.65,40,0.00,4.06,0.00,18,0.20,0.0,-10.74,3.59,0.00
162458,14.59,13.60,189,1098,74.90,22.00,1.64,40,0.00,4.06,0.00,18,0.20,0.0,-10.59,3.59,0.00
162527,14.59,13.68,189,1081,74.90,22.00,1.61,40,0.00,4.06,0.00,18,0.20,0.0,-10.59,3.58,0.00
162595,14.36,13.60,189,1068,74.90,22.00,1.59,40,0.00,4.06,0.00,18,0.20,0.0,-10.59,3.52,0.00
162664,14.13,13.68,189,1065,74.90,22.00,1.59,40,0.00,4.06,0.00,17,0.20,0.0,-10.59,3.49,0.00
162732,14.24,13.68,189,1066,74.90,22.00,1.59,40,0.00,4.06,0.00,17,0.19,0.0,-10.59,3.42,0.00
162801,14.13,13.68,189,1054,74.90,22.00,1.57,40,0.00,4.06,0.00,17,0.19,0.0,-10.59,3.40,0.00
162869,14.24,13.68,189,1030,74.90,22.00,1.54,40,0.00,4.06,0.00,17,0.20,0.0,-10.59,3.38,0.00
162938,14.13,13.68,189,1027,74.90,22.00,1.53,40,0.00,4.06,0.00,17,0.20,0.0,-10.59,3.38,0.00
163006,14.24,13.68,189,1016,74.90,22.00,1.52,40,0.00,4.06,0.00,17,0.20,0.0,-10.59,3.40,0.00
163074,14.24,13.68,189,1002,74.90,22.00,1.50,40,0.00,4.06,0.00,16,0.21,0.0,-10.59,3.42,0.00
163144,14.13,13.68,189,993,74.90,22.00,1.70,40,0.00,4.06,0.00,16,0.22,0.0,-10.59,3.42,0.00
163212,14.24,13.68,189,991,74.90,22.00,1.69,40,0.00,4.21,0.00,16,0.22,0.0,-10.45,3.56,0.00
163279,14.24,13.68,189,989,74.90,22.00,1.69,40,0.00,4.21,0.00,16,0.22,0.0,-10.45,3.58,0.00
163349,14.24,13.68,189,982,74.90,22.00,1.68,40,0.00,4.21,0.00,16,0.22,0.0,-10.45,3.58,0.00
163417,14.13,13.76,189,975,74.90,22.00,1.66,40,0.00,4.35,0.00,16,0.21,0.0,-10.30,3.52,0.00
163484,14.36,13.76,189,974,74.90,22.00,1.66,40,0.00,4.35,0.00,16,0.22,0.0,-10.30,3.47,0.00
163552,14.13,13.68,189,972,74.90,22.00,1.66,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.45,0.00
163621,14.24,13.68,189,970,74.90,22.00,1.66,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.40,0.00
163690,13.90,13.68,189,965,74.90,22.00,1.65,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.38,0.00
163758,13.78,13.68,189,962,74.90,22.00,1.64,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.38,0.00
163828,13.90,13.68,189,960,74.90,22.00,1.64,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.38,0.00
163896,13.67,13.68,189,955,74.90,22.00,1.63,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.40,0.00
163964,13.78,13.68,189,954,74.90,22.00,1.63,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.45,0.00
164032,13.78,13.68,189,950,74.90,21.00,1.62,40,0.00,4.50,0.00,15,0.21,0.0,-10.30,3.42,0.00
164101,13.90,13.68,189,947,74.90,21.50,1.63,40,0.00,4.35,0.00,15,0.21,0.0,-10.30,3.40,0.00
164169,13.90,13.68,189,944,74.90,21.00,1.62,40,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.40,0.00
164238,14.01,13.68,189,942,74.90,21.00,1.61,40,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.38,0.00
164306,13.90,13.68,189,942,74.90,20.50,1.61,40,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.40,0.00
164374,14.01,13.68,189,939,74.90,21.00,1.60,40,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.40,0.00
164443,14.24,13.68,189,933,74.90,21.00,1.59,40,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.45,0.00
164511,14.01,13.60,189,929,74.90,21.00,1.59,40,0.00,4.50,0.00,13,0.22,0.0,-10.16,3.45,0.00
164579,14.13,13.68,189,929,74.90,20.00,1.59,40,0.00,4.50,0.00,13,0.23,0.0,-10.16,3.49,0.00
164649,14.01,13.76,189,935,74.90,19.00,1.60,40,0.00,4.50,0.00,13,0.23,0.0,-10.16,3.56,0.00
164717,14.13,13.84,189,931,74.90,19.00,1.59,40,0.00,4.64,0.00,13,0.23,0.0,-10.01,3.60,0.00
164786,13.90,13.76,189,926,74.90,19.50,1.58,40,0.00,4.64,0.00,13,0.23,0.0,-10.01,3.60,0.00
164854,14.24,13.68,189,926,74.90,19.00,1.58,40,0.00,4.64,0.00,13,0.24,0.0,-10.01,3.60,0.00
164923,14.13,13.60,189,930,74.90,18.00,1.59,40,0.00,4.64,0.00,13,0.24,0.0,-10.01,3.65,0.00
164991,14.24,13.68,189,929,74.90,18.00,1.59,40,0.00,4.79,0.00,13,0.24,0.0,-9.87,3.67,0.00
165060,14.01,13.68,189,934,74.90,17.00,1.59,40,0.00,4.79,0.00,13,0.24,0.0,-9.87,3.72,0.00
165128,14.36,13.68,189,941,74.90,16.50,1.61,40,0.00,4.79,0.00,13,0.24,0.0,-9.87,3.72,0.00
165196,14.24,13.68,189,946,74.90,15.50,1.61,40,0.00,4.79,0.00,13,0.24,0.0,-9.87,3.70,0.00
165264,14.13,13.60,189,951,74.90,15.00,1.62,40,0.00,4.79,0.00,13,0.23,0.0,-9.87,3.67,0.00
165333,14.36,13.68,189,952,74.90,14.50,1.62,40,0.00,4.79,0.00,13,0.23,0.0,-9.87,3.67,0.00
165401,14.24,13.60,189,952,74.90,14.50,1.62,40,0.00,4.79,0.00,13,0.23,0.0,-9.87,3.67,0.00
165470,14.47,13.68,189,949,74.90,15.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.67,0.00
165539,14.24,13.68,189,944,74.90,15.50,1.61,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.69,0.00
165607,14.47,13.68,189,940,74.90,15.50,1.60,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.75,0.00
165675,14.47,13.68,189,943,74.90,15.00,1.61,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.78,0.00
165743,14.59,13.68,189,946,74.90,14.00,1.61,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.78,0.00
165813,14.47,13.60,189,948,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.78,0.00
165880,14.70,13.68,189,945,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.78,0.00
165948,14.70,13.68,189,951,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.75,0.00
