Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
188533,14.81,13.76,183,2644,74.90,34.50,5.08,36,0.00,4.64,3.92,37,-10.01,11.93,0.00
188592,14.81,13.76,183,2630,74.90,34.50,5.05,36,0.00,4.64,3.92,37,-10.01,11.93,0.00
188651,14.93,13.68,183,2630,74.90,34.50,5.05,36,0.00,4.64,3.92,37,-10.01,11.71,0.00
188711,14.81,13.76,183,2634,74.90,34.50,5.05,36,0.00,4.64,3.92,37,-10.01,11.71,0.00
188770,14.81,13.68,183,2634,74.90,34.50,5.06,36,0.00,4.64,3.92,37,-10.01,11.71,0.00
188829,14.81,13.76,183,2639,74.90,34.50,5.07,36,0.00,4.64,3.92,37,-10.01,11.66,0.00
188888,14.81,13.68,183,2649,74.90,34.50,4.52,36,0.00,4.64,3.92,37,-10.01,11.51,0.00
188947,14.81,13.76,183,2626,74.90,34.50,5.04,36,0.00,4.64,3.92,37,-10.01,11.71,0.00
189007,14.81,13.68,183,2613,74.90,34.50,5.02,36,0.00,4.50,3.92,37,-10.16,11.61,0.00
189065,14.93,13.76,183,2620,74.90,34.50,5.03,36,0.00,4.64,3.92,37,-10.01,11.45,0.00
189125,14.81,13.68,183,2617,74.90,34.50,5.02,36,0.00,4.50,3.92,37,-10.16,11.50,0.00
189185,14.81,13.68,183,2623,74.90,34.50,4.48,36,0.00,4.50,3.53,37,-10.16,11.39,0.00
189244,14.81,13.68,183,2626,74.90,34.50,4.37,36,0.00,4.50,3.53,37,-10.16,11.35,0.00
189303,14.81,13.68,183,2680,74.90,34.50,4.48,36,0.00,4.50,3.53,37,-10.16,11.15,0.00
189362,14.81,13.76,183,2616,74.90,34.50,4.46,36,0.00,4.50,3.53,37,-10.16,11.15,0.00
189422,14.81,13.76,183,2623,74.90,34.00,4.48,36,0.00,4.50,3.53,37,-10.16,11.25,0.00
189482,14.81,13.76,183,2590,74.90,34.00,4.42,36,0.00,4.50,3.53,37,-10.16,11.19,0.00
189541,14.81,13.76,183,2593,74.90,34.00,4.43,36,0.00,4.50,3.53,37,-10.16,11.09,0.00
189600,14.81,13.76,183,2598,74.90,34.50,4.43,36,0.00,4.50,3.53,37,-10.16,11.09,0.00
189660,14.81,13.68,183,2608,74.90,34.50,4.45,36,0.00,4.50,3.53,37,-10.16,11.09,0.00
189719,14.93,13.76,183,2604,74.90,34.50,4.44,36,0.00,4.50,3.53,37,-10.16,11.09,0.00
189779,15.04,13.76,183,2600,74.90,34.00,4.44,36,0.00,4.50,3.53,37,-10.16,11.04,0.00
189838,15.04,13.76,183,2586,74.90,34.00,4.41,36,0.00,4.50,2.75,37,-10.16,10.89,0.00
189897,14.93,13.76,183,2579,74.90,34.00,4.41,36,0.00,4.21,1.18,37,-10.45,9.35,0.00
189957,14.81,13.84,183,2574,74.90,33.00,4.40,36,0.00,3.92,0.78,36,-10.74,8.39,0.00
190016,14.81,13.76,183,2574,74.90,30.50,0.00,36,0.00,3.77,0.78,36,-10.88,8.39,0.00
190075,14.70,13.76,183,2560,74.90,28.00,0.00,36,0.00,3.77,0.39,36,-10.88,8.14,0.00
190135,14.81,13.76,183,2566,74.90,26.00,0.00,36,0.00,3.77,0.39,36,-10.88,7.94,0.00
190195,15.50,13.76,183,2564,74.90,26.00,0.00,36,0.00,3.63,0.39,36,-11.03,7.94,0.00
190254,16.31,13.76,183,2546,74.90,23.50,0.00,36,0.00,3.63,0.39,36,-11.03,7.70,0.00
190313,19.41,13.76,183,2561,74.90,21.50,0.00,36,0.00,3.77,0.39,36,-10.88,7.74,0.00
190373,22.85,13.76,183,2566,74.90,19.00,0.00,36,0.00,3.77,0.39,36,-10.88,7.66,0.00
190432,22.85,13.76,183,2545,74.90,16.50,0.00,36,0.00,3.77,0.39,36,-10.88,7.70,0.00
190491,25.04,13.76,183,2544,74.90,16.00,0.00,36,0.00,3.77,0.00,36,-10.88,7.32,0.00
190551,25.38,13.76,183,2525,74.90,15.50,0.00,36,0.00,3.63,0.00,36,-11.03,7.10,0.00
190610,25.38,13.76,183,2534,74.90,15.50,0.00,36,0.00,3.63,0.00,36,-11.03,7.03,0.00
190669,24.23,13.76,183,2534,74.90,15.50,0.00,36,0.00,3.63,0.00,36,-11.03,7.03,0.00
190729,23.89,13.76,183,2534,74.90,15.50,0.00,36,0.00,3.63,0.00,36,-11.03,6.95,0.00
190787,23.66,13.76,183,2515,74.90,15.50,0.00,36,0.00,3.63,0.00,36,-11.03,6.95,0.00
190849,23.89,13.76,183,2506,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.88,0.00
190906,23.77,13.76,183,2516,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.81,0.00
190966,23.89,13.76,183,2502,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.77,0.00
191025,23.89,13.76,183,2496,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.66,0.00
191085,23.89,13.76,183,2479,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.59,0.00
191145,23.66,13.84,183,2492,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.55,0.00
191204,23.89,13.76,183,2478,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.59,0.00
191261,23.77,13.76,183,2478,74.90,15.50,0.00,36,0.00,3.63,0.00,35,-11.03,6.59,0.00
191321,24.00,13.76,183,2465,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.51,0.00
191381,24.00,13.76,183,2472,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.44,0.00
191442,24.00,13.76,183,2460,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.37,0.00
191501,23.66,13.76,183,2445,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.37,0.00
191560,23.43,13.68,183,2434,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.33,0.00
191620,24.00,13.76,183,2436,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.29,0.00
191679,24.00,13.68,183,2432,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.22,0.00
191739,24.00,13.68,183,2426,74.90,15.50,0.00,36,0.00,3.48,0.00,35,-11.17,6.15,0.00
191797,24.00,13.76,183,2427,74.90,15.50,0.00,36,0.00,3.48,0.00,34,-11.17,6.11,0.00
191857,24.00,13.68,183,2406,74.90,15.50,0.00,36,0.00,3.48,0.00,34,-11.17,6.11,0.00
191917,23.77,13.76,183,2406,74.90,15.50,0.00,36,0.00,3.48,0.00,34,-11.17,6.11,0.00
191976,23.77,13.76,183,2408,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,6.07,0.00
192034,24.00,13.76,183,2402,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,6.07,0.00
192095,24.00,13.68,183,2388,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,6.00,0.00
192155,24.00,13.76,183,2384,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.93,0.00
192214,23.66,13.76,183,2379,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.87,0.00
192272,23.66,13.76,183,2373,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.80,0.00
192332,23.89,13.68,183,2371,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.80,0.00
192391,23.89,13.68,183,2350,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.74,0.00
192451,23.89,13.76,183,2360,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.61,0.00
192511,23.66,13.76,183,2338,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.47,0.00
192569,24.00,13.84,183,2338,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.47,0.00
192629,23.66,13.68,183,2344,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.47,0.00
192688,23.66,13.76,183,2325,74.90,15.00,0.00,36,0.00,3.48,0.00,34,-11.17,5.35,0.00
192748,23.89,13.68,183,2333,74.90,15.00,0.00,36,0.00,3.34,0.00,33,-11.32,5.29,0.00
192808,23.89,13.76,183,2316,74.90,15.00,0.00,36,0.00,3.34,0.00,33,-11.32,5.29,0.00
192867,23.89,13.76,183,2318,74.90,15.00,0.00,36,0.00,3.34,0.00,33,-11.32,5.22,0.00
192926,23.89,13.76,183,2299,74.90,14.50,0.00,36,0.00,3.34,0.00,33,-11.32,5.22,0.00
192985,23.89,13.76,183,2306,74.90,15.00,0.00,36,0.00,3.34,0.00,33,-11.32,5.16,0.00
193044,23.89,13.76,183,2291,74.90,14.50,0.00,36,0.00,3.34,0.00,33,-11.32,5.19,0.00
193104,23.89,13.76,183,2295,74.90,14.50,0.00,36,0.00,3.34,0.00,33,-11.32,5.22,0.00
193163,23.89,13.76,183,2279,74.90,14.50,0.00,36,0.00,3.34,0.00,33,-11.32,5.22,0.00
193223,23.54,13.76,183,2279,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.22,0.00
193282,23.66,13.84,183,2278,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.19,0.00
193340,23.54,13.76,183,2262,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.16,0.00
193401,23.66,13.76,183,2263,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.16,0.00
193459,23.54,13.76,183,2252,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.22,0.00
193519,24.00,13.84,183,2243,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.16,0.00
193580,23.54,13.76,183,2239,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.19,0.00
193639,23.54,13.76,183,2234,74.90,14.50,0.00,36,0.00,3.34,0.00,32,-11.32,5.19,0.00
193697,23.89,13.76,183,2220,74.90,14.50,0.00,36,0.00,3.48,0.00,32,-11.17,5.16,0.00
193756,23.77,13.76,183,2221,74.90,14.50,0.00,36,0.00,3.48,0.00,32,-11.17,5.16,0.00
193816,23.77,13.76,183,2221,74.90,14.50,0.00,36,0.00,3.48,0.00,32,-11.17,5.16,0.00
193876,23.77,13.76,183,2215,74.90,14.00,0.00,36,0.00,3.48,0.00,32,-11.17,5.16,0.00
193934,23.54,13.76,183,2200,74.90,14.00,0.00,36,0.00,3.48,0.00,32,-11.17,5.19,0.00
193994,23.43,13.76,183,2200,74.90,14.00,0.00,36,0.00,3.48,0.00,32,-11.17,5.22,0.00
194053,23.77,13.76,183,2186,74.90,14.00,0.00,36,0.00,3.48,0.00,32,-11.17,5.19,0.00
194111,23.77,13.76,183,2185,74.90,14.00,0.00,36,0.00,3.48,0.00,32,-11.17,5.16,0.00
194172,23.77,13.84,183,2186,74.90,14.00,0.00,36,0.00,3.48,0.00,31,-11.17,5.16,0.00
194230,23.54,13.76,183,2164,74.90,14.00,0.00,36,0.00,3.48,0.00,31,-11.17,5.16,0.00
194290,23.54,13.76,183,2164,74.90,14.00,0.00,36,0.00,3.48,0.00,31,-11.17,5.16,0.00
194350,23.54,13.76,183,2150,74.90,14.00,0.00,36,0.00,3.48,0.00,31,-11.17,5.22,0.00
194408,23.54,13.76,183,2146,74.90,14.00,0.00,36,0.00,3.48,0.00,31,-11.17,5.22,0.00
194469,23.77,13.76,183,2146,74.90,14.00,0.00,36,0.00,3.63,0.00,31,-11.03,5.22,0.00
194527,23.77,13.76,183,2151,74.90,14.00,0.00,36,0.00,3.63,0.00,31,-11.03,5.16,0.00
194588,23.89,13.76,183,2134,74.90,14.00,0.00,36,0.00,3.63,0.00,31,-11.03,5.19,0.00
194647,23.77,13.76,183,2125,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
194706,24.00,13.76,183,2112,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
194766,23.43,13.76,183,2104,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.22,0.00
194825,23.66,13.76,183,2092,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.22,0.00
194884,23.66,13.76,183,2095,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
194945,23.66,13.68,183,2092,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195003,23.66,13.76,183,2074,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195062,24.00,13.68,183,2070,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.19,0.00
195122,23.66,13.76,183,2070,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.19,0.00
195181,23.43,13.68,183,2063,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195240,23.54,13.76,183,2056,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195300,23.66,13.68,183,2030,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195358,23.66,13.76,183,2021,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195418,23.89,13.68,183,2028,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195477,23.89,13.76,183,2010,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195537,23.89,13.76,183,2012,74.90,14.00,0.00,36,0.00,3.63,0.00,30,-11.03,5.16,0.00
195596,23.66,13.68,183,1989,74.90,14.00,0.00,36,0.00,3.63,0.00,29,-11.03,5.16,0.00
195656,23.54,13.76,183,2042,74.90,14.00,0.00,36,0.00,3.77,0.00,29,-10.88,5.16,0.00
195716,23.89,13.76,183,1978,74.90,14.00,0.00,36,0.00,3.77,0.00,29,-10.88,5.16,0.00
195775,23.54,13.76,183,1980,74.90,14.00,0.00,36,0.00,3.77,0.00,29,-10.88,5.22,0.00
195834,23.66,13.68,183,1974,74.90,14.00,0.00,36,0.00,3.77,0.00,29,-10.88,5.22,0.00
195894,23.54,13.76,183,1971,74.90,14.00,0.00,36,0.00,3.77,0.00,29,-10.88,5.13,0.00
195953,23.77,13.76,183,1966,74.90,14.00,0.00,37,0.00,3.77,0.00,29,-10.88,5.16,0.00
196012,23.54,13.76,183,1944,74.90,14.00,0.00,37,0.00,3.77,0.00,29,-10.88,5.16,0.00
196071,23.54,13.68,183,1943,74.90,14.00,0.00,37,0.00,3.77,0.00,28,-10.88,5.22,0.00
196131,23.77,13.76,183,1936,74.90,14.00,0.00,37,0.00,3.77,0.00,28,-10.88,5.22,0.00
196191,23.77,13.76,183,1932,74.90,14.00,0.00,37,0.00,3.77,0.00,28,-10.88,5.19,0.00
196250,23.77,13.68,183,1937,74.90,14.00,0.00,36,0.00,3.77,0.00,28,-10.88,5.16,0.00
196309,23.77,13.76,183,1931,74.90,14.00,0.00,36,0.00,3.77,0.00,28,-10.88,5.16,0.00
196369,23.77,13.68,183,1931,74.90,14.00,0.00,36,0.00,3.77,0.00,28,-10.88,5.16,0.00
196428,23.54,13.76,183,1920,74.90,14.00,0.00,36,0.00,3.77,0.00,28,-10.88,5.16,0.00
196487,23.54,13.76,183,1911,74.90,14.00,0.00,37,0.00,3.77,0.00,28,-10.88,5.16,0.00
196546,23.77,13.76,183,1901,74.90,14.00,0.00,37,0.00,3.77,0.00,27,-10.88,5.16,0.00
196605,23.66,13.76,183,1892,74.90,14.00,0.00,37,0.00,3.77,0.00,27,-10.88,5.13,0.00
196665,23.31,13.76,183,1877,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
196724,23.43,13.76,183,1877,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.13,0.00
196784,23.43,13.76,183,1872,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
196843,23.54,13.76,183,1869,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.19,0.00
196902,23.66,13.76,183,1864,74.90,14.00,0.00,37,0.00,3.77,0.00,27,-10.88,5.16,0.00
196961,23.43,13.76,183,1916,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197020,23.43,13.76,183,1852,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197080,23.43,13.76,183,1848,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.13,0.00
197139,23.66,13.76,183,1836,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197200,23.43,13.76,183,1832,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197259,23.66,13.76,183,1833,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.13,0.00
197317,23.66,13.76,183,1822,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197377,23.54,13.76,183,1820,74.90,14.00,0.00,37,0.00,3.63,0.00,27,-11.03,5.16,0.00
197436,23.54,13.76,183,1810,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197496,23.66,13.76,183,1796,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197555,23.54,13.76,183,1800,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197615,23.66,13.76,183,1800,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197674,23.54,13.76,183,1789,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197733,23.54,13.76,183,1786,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.13,0.00
197792,23.89,13.76,183,1785,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197852,23.66,13.76,183,1773,74.90,14.00,0.00,37,0.00,3.63,0.00,26,-11.03,5.16,0.00
197911,23.54,13.68,183,1781,74.90,14.00,0.00,37,0.00,3.63,0.00,25,-11.03,5.16,0.00
197971,23.54,13.76,183,1781,74.90,14.00,0.00,37,0.00,3.63,0.00,25,-11.03,5.16,0.00
198030,23.89,13.76,183,1764,74.90,14.00,0.00,37,0.00,3.63,0.00,25,-11.03,5.16,0.00
198089,23.89,13.76,183,1766,74.90,14.00,0.00,37,0.00,3.63,0.00,25,-11.03,5.10,0.00
198149,23.54,13.76,183,1754,74.90,14.00,0.00,37,0.00,3.63,0.00,25,-11.03,5.13,0.00
198207,23.54,13.76,183,1754,74.90,14.00,0.00,37,0.00,3.77,0.00,25,-10.88,5.13,0.00
198267,23.77,13.68,183,1745,74.90,14.00,0.00,37,0.00,3.77,0.00,25,-10.88,5.13,0.00
198326,23.66,13.68,183,1741,74.90,14.00,0.00,37,0.00,3.77,0.00,25,-10.88,5.16,0.00
198386,23.54,13.76,183,1734,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
198444,23.43,13.76,183,1729,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
198504,23.66,13.68,183,1731,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.13,0.00
198563,23.77,13.76,183,1712,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
198622,23.66,13.68,183,1718,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.10,0.00
198682,23.66,13.68,183,1712,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
198741,23.43,13.76,183,1703,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.10,0.00
198801,23.66,13.68,183,1702,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.13,0.00
198860,23.66,13.68,183,1702,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.13,0.00
198919,23.43,13.68,183,1686,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
198979,23.77,13.76,183,1682,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
199037,23.43,13.68,183,1681,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
199098,23.66,13.76,183,1677,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
199156,23.66,13.76,183,1630,74.90,14.00,0.00,37,0.00,3.77,0.00,24,-10.88,5.16,0.00
199215,23.31,13.76,183,1554,74.90,14.00,0.00,37,0.00,3.92,0.00,24,-10.74,5.16,0.00
199275,23.31,13.68,183,1463,74.90,22.00,0.00,37,0.00,4.06,0.00,24,-10.59,5.19,0.00
199334,23.31,13.68,183,1399,74.90,22.00,0.00,37,0.00,4.06,0.00,24,-10.59,4.97,0.00
199395,23.54,13.76,183,1380,74.90,22.00,0.00,37,0.00,4.21,0.00,24,-10.45,4.57,0.00
199454,23.43,13.68,183,1332,74.90,22.00,1.97,37,0.00,4.21,0.00,24,-10.45,4.59,0.00
199512,23.66,13.68,183,1268,74.90,22.00,2.16,37,0.00,4.35,0.00,24,-10.30,4.59,0.00
199572,23.54,13.68,183,1205,74.90,22.00,2.31,37,0.00,4.35,0.00,24,-10.30,4.79,0.00
199631,23.77,13.76,183,1202,74.90,22.00,2.05,37,0.00,4.50,0.00,24,-10.16,4.88,0.00
199691,23.66,13.68,183,1221,74.90,22.00,2.08,37,0.00,4.50,0.00,24,-10.16,4.75,0.00
199750,23.43,13.68,183,1240,74.90,20.00,2.12,37,0.00,4.50,0.00,24,-10.16,4.44,0.00
199810,23.54,13.68,183,1228,74.90,21.00,2.10,37,0.00,4.35,0.00,23,-10.30,4.31,0.00
199868,23.31,13.68,183,1224,74.90,21.00,1.83,37,0.00,4.35,0.00,23,-10.30,4.25,0.00
199928,22.85,13.68,183,1211,74.90,21.50,1.81,37,0.00,4.21,0.00,23,-10.45,4.17,0.00
199988,22.85,13.68,183,1190,74.90,22.00,1.78,37,0.00,4.21,0.00,23,-10.45,4.09,0.00
200047,21.13,13.76,183,1184,74.90,22.00,1.78,37,0.00,4.21,0.00,23,-10.45,4.03,0.00
200106,19.06,13.76,183,1172,74.90,22.00,1.77,37,0.00,4.21,0.00,23,-10.45,4.06,0.00
200165,17.80,13.84,183,1172,74.90,22.00,1.75,37,0.00,4.21,0.00,23,-10.45,4.06,0.00
200224,17.11,13.76,183,1168,74.90,22.00,1.74,37,0.00,4.21,0.00,23,-10.45,4.06,0.00
200283,16.54,13.76,183,1146,74.90,22.00,1.96,37,0.00,4.21,0.00,22,-10.45,4.06,0.00
200342,16.65,13.68,183,1136,74.90,22.00,1.94,37,0.00,4.21,0.00,22,-10.45,4.03,0.00
200402,16.42,13.76,183,1132,74.90,22.00,1.93,37,0.00,4.21,0.00,22,-10.45,4.03,0.00
200461,16.08,13.76,183,1128,74.90,22.00,1.93,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200522,16.08,13.76,183,1110,74.90,22.00,1.89,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200580,16.08,13.76,183,1105,74.90,22.00,1.89,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200640,15.73,13.76,183,1104,74.90,22.00,1.89,37,0.00,4.35,0.00,22,-10.30,4.06,0.00
200698,15.62,13.68,183,1106,74.90,22.00,1.88,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200758,15.50,13.76,183,1106,74.90,22.00,1.89,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200818,15.50,13.76,183,1096,74.90,22.00,1.87,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200877,15.62,13.76,183,1084,74.90,22.00,1.85,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
200936,15.27,13.68,183,1090,74.90,22.00,1.86,37,0.00,4.35,0.00,22,-10.30,3.98,0.00
200995,15.50,13.68,183,1079,74.90,22.00,1.84,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
201055,15.39,13.76,183,1082,74.90,21.50,1.85,37,0.00,4.50,0.00,22,-10.16,4.00,0.00
201114,15.27,13.76,183,1070,74.90,22.00,1.83,37,0.00,4.35,0.00,22,-10.30,4.00,0.00
201173,15.27,13.68,183,1071,74.90,22.00,1.83,37,0.00,4.50,0.00,22,-10.16,4.03,0.00
201232,15.27,13.68,183,1066,74.90,21.50,1.82,37,0.00,4.50,0.00,22,-10.16,4.03,0.00
201294,15.27,13.76,183,1058,74.90,22.00,1.82,37,0.00,4.50,0.00,22,-10.16,4.03,0.00
201352,15.39,13.76,183,1062,74.90,21.00,1.81,37,0.00,4.50,0.00,22,-10.16,4.00,0.00
201411,15.16,13.68,183,1062,74.90,20.00,1.81,37,0.00,4.50,0.00,22,-10.16,4.00,0.00
201471,15.27,13.76,183,1066,74.90,19.00,1.82,37,0.00,4.50,0.00,22,-10.16,3.98,0.00
201530,15.39,13.76,183,1072,74.90,19.50,1.83,37,0.00,4.50,0.00,22,-10.16,3.95,0.00
201590,15.16,13.76,183,1066,74.90,19.50,1.82,37,0.00,4.35,0.00,22,-10.30,3.95,0.00
201648,15.27,13.76,183,1057,74.90,20.00,1.80,37,0.00,4.35,0.00,22,-10.30,3.89,0.00
201707,15.04,13.68,183,1063,74.90,19.00,1.81,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
201766,15.16,13.76,183,1054,74.90,19.00,1.80,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
201826,15.16,13.76,183,1056,74.90,19.00,1.80,37,0.00,4.35,0.00,21,-10.30,3.85,0.00
201885,15.04,13.68,183,1038,74.90,20.00,1.77,37,0.00,4.35,0.00,21,-10.30,3.82,0.00
201944,15.04,13.68,183,1039,74.90,19.50,1.77,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
202004,15.16,13.68,183,1039,74.90,19.50,1.77,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
202063,15.16,13.76,183,1036,74.90,20.00,1.77,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
202123,15.16,13.68,183,1027,74.90,19.50,1.75,37,0.00,4.35,0.00,21,-10.30,3.82,0.00
202182,15.04,13.76,183,1026,74.90,19.50,1.75,37,0.00,4.35,0.00,21,-10.30,3.88,0.00
202241,15.16,13.68,183,1020,74.90,20.00,1.74,37,0.00,4.35,0.00,21,-10.30,3.85,0.00
202300,14.93,13.68,183,1025,74.90,19.00,1.75,37,0.00,4.50,0.00,21,-10.16,3.92,0.00
202360,15.04,13.68,183,1022,74.90,19.00,1.74,37,0.00,4.50,0.00,21,-10.16,3.98,0.00
202419,15.04,13.76,183,1024,74.90,18.50,1.75,37,0.00,4.50,0.00,21,-10.16,3.98,0.00
202478,15.04,13.76,183,1025,74.90,17.50,1.75,37,0.00,4.50,0.00,21,-10.16,3.98,0.00
202536,14.93,13.68,183,1030,74.90,17.00,1.76,37,0.00,4.50,0.00,21,-10.16,4.00,0.00
202597,14.93,13.68,183,1028,74.90,17.00,1.76,37,0.00,4.50,0.00,21,-10.16,3.95,0.00
202655,14.70,13.68,183,1028,74.90,17.50,1.75,37,0.00,4.50,0.00,20,-10.16,3.95,0.00
202715,14.81,13.68,183,1023,74.90,16.50,1.75,37,0.00,4.50,0.00,20,-10.16,3.98,0.00
202774,14.59,13.68,183,1028,74.90,17.50,1.75,37,0.00,4.50,0.00,20,-10.16,3.98,0.00
202835,14.70,13.76,183,1018,74.90,17.50,1.74,37,0.00,4.50,0.00,20,-10.16,4.03,0.00
