Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
41949,14.59,13.68,196,1108,74.90,22.00,1.65,42,0.00,3.92,0.00,7,0.20,0.00,-10.88,3.58,0.00
42014,14.81,13.60,196,1100,74.90,22.00,1.64,42,0.00,3.92,0.00,7,0.19,0.00,-10.88,3.58,0.00
42080,15.04,13.68,196,1089,74.90,22.00,1.63,42,0.00,3.92,0.00,7,0.19,0.00,-10.88,3.49,0.00
42148,15.39,13.68,196,1082,74.90,22.00,1.62,42,0.00,3.92,0.00,7,0.19,0.00,-10.88,3.45,0.00
42221,15.39,13.68,196,1071,74.90,22.00,1.60,42,0.00,4.06,0.00,7,0.19,0.00,-10.74,3.42,0.00
42280,15.50,13.60,196,1059,74.90,22.00,1.58,42,0.00,4.06,0.00,7,0.20,0.00,-10.74,3.40,0.00
42346,15.27,13.76,196,1036,74.90,22.00,1.55,42,0.00,4.06,0.00,7,0.20,0.00,-10.74,3.40,0.00
42412,14.93,13.60,196,1033,74.90,22.00,1.54,42,0.00,4.06,0.00,7,0.20,0.00,-10.74,3.40,0.00
42478,14.93,13.68,196,1024,74.90,22.00,1.53,42,0.00,4.06,0.00,7,0.20,0.00,-10.74,3.42,0.00
42544,14.81,13.68,196,1019,74.90,22.00,1.52,42,0.00,4.06,0.00,7,0.21,0.00,-10.74,3.40,0.00
42610,14.81,13.68,196,1002,74.90,22.00,1.72,42,0.00,4.06,0.00,7,0.21,0.00,-10.74,3.45,0.00
42677,14.81,13.68,196,994,74.90,22.00,1.71,42,0.00,4.21,0.00,7,0.21,0.00,-10.59,3.45,0.00
42743,14.81,13.68,196,991,74.90,22.00,1.70,42,0.00,4.21,0.00,7,0.19,0.00,-10.59,3.49,0.00
42809,14.81,13.68,196,982,74.90,22.00,1.69,42,0.00,4.21,0.00,7,0.22,0.00,-10.59,3.56,0.00
42874,14.81,13.68,196,981,74.90,22.00,1.68,42,0.00,4.21,0.00,7,0.22,0.00,-10.59,3.58,0.00
42941,14.70,13.68,196,979,74.90,22.00,1.67,42,0.00,4.35,0.00,7,0.22,0.00,-10.45,3.52,0.00
43008,14.59,13.68,196,971,74.90,22.00,1.67,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.52,0.00
43084,14.47,13.68,196,974,74.90,22.00,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.47,0.00
43139,14.47,13.68,196,978,74.90,22.00,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
43206,14.13,13.76,196,978,74.90,22.00,1.67,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
43271,14.24,13.68,198,972,74.90,22.00,1.67,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.38,0.00
43338,13.90,13.68,198,971,74.90,21.50,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.36,0.00
43403,14.01,13.68,196,962,74.90,22.00,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.38,0.00
43471,14.01,13.68,196,962,74.90,21.50,1.64,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.38,0.00
43536,14.01,13.68,196,964,74.90,20.50,1.64,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.40,0.00
43602,14.13,13.68,196,962,74.90,20.50,1.64,42,0.00,4.35,0.00,6,0.21,0.00,-10.45,3.40,0.00
43667,14.13,13.68,198,954,74.90,21.00,1.63,42,0.00,4.35,0.00,6,0.21,0.00,-10.45,3.38,0.00
43735,14.36,13.68,198,956,74.90,20.00,1.63,42,0.00,4.35,0.00,6,0.22,0.00,-10.45,3.40,0.00
43800,14.24,13.68,198,950,74.90,20.50,1.62,42,0.00,4.35,0.00,6,0.22,0.00,-10.45,3.40,0.00
43866,14.36,13.68,198,952,74.90,20.00,1.63,42,0.00,4.50,0.00,6,0.22,0.00,-10.30,3.40,0.00
43932,14.24,13.68,198,948,74.90,20.00,1.62,42,0.00,4.50,0.00,6,0.21,0.00,-10.30,3.40,0.00
44000,14.47,13.68,198,950,74.90,19.00,1.62,42,0.00,4.50,0.00,6,0.21,0.00,-10.30,3.40,0.00
44065,14.24,13.68,198,947,74.90,19.00,1.62,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.36,0.00
44132,14.36,13.68,198,945,74.90,19.00,1.61,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.38,0.00
44197,14.24,13.60,198,939,74.90,19.00,1.60,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.40,0.00
44264,14.36,13.68,198,940,74.90,19.00,1.61,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.38,0.00
44332,14.24,13.68,198,938,74.90,19.00,1.60,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.40,0.00
44397,14.36,13.68,198,937,74.90,18.50,1.60,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.42,0.00
44463,14.24,13.60,198,935,74.90,18.50,1.60,42,0.00,4.50,0.00,5,0.22,0.00,-10.30,3.45,0.00
44529,14.47,13.68,198,937,74.90,17.50,1.60,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.49,0.00
44596,14.36,13.60,198,931,74.90,17.50,1.59,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.49,0.00
44662,14.59,13.68,198,934,74.90,17.50,1.59,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
44728,14.36,13.68,198,937,74.90,17.00,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
44794,14.47,13.68,198,934,74.90,17.00,1.59,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
44859,14.36,13.68,198,935,74.90,16.50,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
44926,14.47,13.68,198,937,74.90,16.50,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
44991,14.24,13.68,198,940,74.90,15.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.56,0.00
45057,14.47,13.68,198,939,74.90,15.50,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
45123,14.13,13.60,198,946,74.90,15.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
45190,14.36,13.68,198,944,74.90,15.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
45256,14.24,13.68,198,944,74.90,15.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
45323,14.36,13.68,198,943,74.90,15.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.63,0.00
45389,14.24,13.68,198,946,74.90,14.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
45455,14.47,13.60,198,945,74.90,14.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.63,0.00
45520,14.36,13.68,198,943,74.90,15.00,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
45586,14.59,13.60,198,938,74.90,15.50,1.60,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
45653,14.59,13.68,198,954,74.90,14.50,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.65,0.00
45719,14.59,13.68,198,950,74.90,14.00,1.62,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.65,0.00
45786,14.70,13.76,198,952,74.90,13.50,1.63,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.63,0.00
45851,14.59,13.68,198,952,74.90,13.50,1.62,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.65,0.00
45918,14.70,13.68,198,957,74.90,13.00,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.63,0.00
45983,14.47,13.68,198,949,74.90,14.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
46049,14.70,13.68,198,955,74.90,13.00,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
46115,14.59,13.68,198,944,74.90,14.50,1.61,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
46182,14.70,13.68,198,952,74.90,13.50,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
46249,14.59,13.68,198,956,74.90,13.00,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.67,0.00
46314,14.70,13.68,198,964,74.90,12.00,1.64,42,0.00,4.79,0.00,4,0.23,0.00,-10.01,3.67,0.00
46380,14.59,13.76,198,963,74.90,12.50,1.64,42,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.65,0.00
46446,14.70,13.68,198,962,74.90,13.00,1.64,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.60,0.00
46513,14.59,13.68,198,954,74.90,13.00,1.63,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
46579,14.70,13.68,198,949,74.90,14.00,1.62,42,0.00,4.64,0.00,4,0.23,0.00,-10.16,3.65,0.00
46644,14.70,13.68,198,946,74.90,14.50,1.61,42,0.00,4.64,0.39,4,0.23,0.00,-10.16,3.70,0.00
46711,14.81,13.68,198,950,74.90,14.00,1.82,42,0.00,4.79,1.57,4,0.27,0.00,-10.01,4.09,0.00
46778,14.70,13.68,198,959,74.90,14.00,2.25,42,0.00,4.93,2.75,4,0.32,0.00,-9.87,4.85,0.00
46843,14.81,13.68,198,972,74.90,14.50,2.70,42,0.00,5.22,2.75,4,0.35,0.00,-9.58,5.71,0.00
46910,14.70,13.68,198,1001,74.90,15.50,2.35,42,0.00,5.51,2.75,4,0.34,0.00,-9.29,5.90,0.00
46975,14.70,13.60,198,1064,74.90,16.50,2.50,42,0.00,5.80,3.14,4,0.34,0.00,-9.00,6.00,0.00
47042,14.70,13.68,198,1107,74.90,17.50,2.60,42,0.00,5.95,3.53,4,0.34,0.00,-8.85,6.33,0.00
47109,13.90,13.68,198,1154,74.90,19.00,2.71,42,0.00,5.95,3.53,4,0.34,0.00,-8.85,6.59,0.00
47175,13.44,13.68,198,1204,74.90,20.50,2.82,42,0.00,6.09,3.92,4,0.34,0.00,-8.71,6.92,0.00
47240,13.09,13.68,198,1244,74.90,21.00,2.65,42,0.00,6.24,3.92,4,0.34,0.00,-8.56,6.99,0.00
47306,13.09,13.68,198,1245,74.90,21.00,2.66,42,0.00,6.09,3.92,4,0.35,0.00,-8.71,7.06,0.00
47373,13.55,13.68,198,1222,74.90,21.00,2.87,42,0.00,6.24,3.92,4,0.36,0.00,-8.56,7.10,0.00
47441,14.36,13.68,198,1197,74.90,20.50,2.81,42,0.00,6.24,3.92,4,0.37,0.00,-8.56,7.14,0.00
47506,14.59,13.68,198,1149,74.90,20.50,2.70,42,0.00,6.24,3.92,4,0.38,0.00,-8.56,7.14,0.00
47571,14.93,13.68,198,1051,74.90,20.50,2.91,42,0.00,6.53,3.92,4,0.44,0.00,-8.27,7.17,0.00
47637,15.39,13.60,198,980,74.90,20.50,2.93,42,0.00,6.67,3.92,4,0.48,0.00,-8.13,7.17,0.00
47704,15.50,13.68,198,904,74.90,20.50,3.08,42,0.00,6.96,3.92,4,0.51,0.00,-7.84,7.34,0.00
47769,15.39,13.52,198,828,74.90,20.50,3.18,42,0.00,7.55,3.92,4,0.55,0.00,-7.25,7.50,0.00
47836,15.39,13.68,198,809,74.90,20.00,3.11,42,0.00,7.69,3.92,4,0.54,0.00,-7.11,7.54,0.00
47903,14.47,13.60,198,840,74.90,20.50,2.69,42,0.00,8.13,3.92,4,0.49,0.00,-6.67,7.53,0.00
47968,14.01,13.68,198,930,74.90,20.50,2.58,42,0.00,8.27,3.92,4,0.46,0.00,-6.53,7.54,0.00
48034,12.86,13.60,198,998,74.90,20.50,2.55,42,0.00,8.27,3.92,4,0.45,0.00,-6.53,7.62,0.00
48101,12.06,13.68,198,954,74.90,20.50,2.64,42,0.00,8.27,3.92,4,0.49,0.00,-6.53,7.62,0.00
48166,11.94,13.60,198,929,74.90,20.50,2.58,42,0.00,8.27,3.92,4,0.47,0.00,-6.53,7.66,0.00
48232,12.63,13.68,198,970,74.90,20.50,2.48,42,0.00,8.42,3.92,4,0.47,0.00,-6.38,7.66,0.00
48299,13.09,13.68,198,1054,74.90,20.00,2.92,42,0.00,8.42,3.92,4,0.45,0.00,-6.38,7.62,0.00
48365,14.24,13.68,198,1082,74.90,20.50,3.00,42,0.00,8.13,3.92,4,0.44,0.00,-6.67,7.41,0.00
48431,15.39,13.60,198,1082,74.90,20.50,3.00,42,0.00,7.84,3.92,4,0.43,0.00,-6.96,7.29,0.00
48497,15.62,13.68,198,1077,74.90,20.50,2.99,42,0.00,7.69,3.92,4,0.42,0.00,-7.11,7.29,0.00
48564,16.19,13.60,198,1113,74.90,20.50,3.09,42,0.00,7.55,3.92,4,0.44,0.00,-7.25,7.33,0.00
48629,16.54,13.68,198,1159,74.90,20.50,2.97,42,0.00,7.55,3.92,4,0.40,0.00,-7.25,7.24,0.00
48696,15.73,13.60,198,1198,74.90,20.50,3.07,42,0.00,7.25,3.92,4,0.39,0.00,-7.55,7.24,0.00
48762,16.08,13.68,198,1194,74.90,20.50,3.06,42,0.00,7.11,3.92,4,0.38,0.00,-7.69,7.24,0.00
48829,15.39,13.60,198,1189,74.90,21.00,3.04,42,0.00,7.11,3.92,5,0.36,0.00,-7.69,7.33,0.00
48894,15.16,13.68,198,1236,74.90,22.00,2.90,42,0.00,6.96,3.92,5,0.36,0.00,-7.84,7.29,0.00
48960,15.27,13.68,198,1271,74.90,22.50,2.98,42,0.00,6.82,3.92,5,0.35,0.00,-7.98,7.29,0.00
49026,15.27,13.68,198,1288,74.90,22.50,3.02,42,0.00,6.53,3.92,5,0.35,0.00,-8.27,7.24,0.00
49093,15.27,13.60,198,1289,74.90,22.00,3.02,42,0.00,6.38,3.92,5,0.34,0.00,-8.42,7.21,0.00
49158,15.73,13.68,198,1280,74.90,22.50,3.00,42,0.00,6.24,3.92,5,0.34,0.00,-8.56,7.21,0.00
49225,16.08,13.68,198,1313,74.90,23.00,3.08,42,0.00,6.24,3.92,5,0.34,0.00,-8.56,7.21,0.00
49292,15.96,13.68,198,1350,74.90,23.50,3.13,42,0.00,6.09,3.92,6,0.32,0.00,-8.71,7.21,0.00
49357,15.73,13.76,198,1365,74.90,23.50,3.17,42,0.00,6.09,3.92,6,0.31,0.00,-8.71,7.25,0.00
49424,15.39,13.68,198,1358,74.90,23.50,2.91,42,0.00,5.95,3.92,6,0.32,0.00,-8.85,7.14,0.00
49490,15.16,13.68,198,1373,74.90,23.50,2.90,42,0.00,5.80,3.92,6,0.31,0.00,-9.00,7.21,0.00
49556,15.04,13.68,198,1386,74.90,24.00,2.93,42,0.00,5.80,3.92,6,0.31,0.00,-9.00,7.14,0.00
49622,15.16,13.68,198,1412,74.90,25.00,2.96,42,0.00,5.80,3.92,6,0.30,0.00,-9.00,7.21,0.00
49688,15.16,13.68,198,1422,74.90,25.00,3.01,42,0.00,5.66,3.92,6,0.31,0.00,-9.14,7.24,0.00
49754,15.16,13.76,198,1410,74.90,24.50,3.03,42,0.00,5.66,3.92,7,0.31,0.00,-9.14,7.21,0.00
49821,15.16,13.68,198,1425,74.90,25.00,3.01,42,0.00,5.66,3.92,7,0.31,0.00,-9.14,7.24,0.00
49886,15.16,13.76,198,1439,74.90,25.00,3.04,42,0.00,5.66,3.92,7,0.30,0.00,-9.14,7.21,0.00
49952,15.16,13.68,198,1463,74.90,25.50,3.07,42,0.00,5.66,3.92,7,0.30,0.00,-9.14,7.24,0.00
50019,15.04,13.76,198,1458,74.90,25.50,3.12,42,0.00,5.51,3.92,7,0.29,0.00,-9.29,7.21,0.00
50085,14.93,13.68,198,1460,74.90,25.50,3.11,42,0.00,5.51,3.92,7,0.30,0.00,-9.29,7.24,0.00
50151,14.81,13.68,198,1471,74.90,25.50,3.11,42,0.00,5.51,3.92,7,0.29,0.00,-9.29,7.21,0.00
50217,14.81,13.68,198,1478,74.90,26.00,3.15,42,0.00,5.51,3.92,7,0.29,0.00,-9.29,7.24,0.00
50284,14.81,13.68,198,1496,74.90,26.00,3.19,42,0.00,5.51,3.92,7,0.29,0.00,-9.29,7.24,0.00
50350,14.81,13.68,198,1490,74.90,26.00,3.18,42,0.00,5.51,3.92,7,0.29,0.00,-9.29,7.21,0.00
50416,14.81,13.68,198,1494,74.90,26.00,3.19,42,0.00,5.37,3.92,7,0.29,0.00,-9.43,7.14,0.00
50482,14.81,13.68,198,1514,74.90,26.00,3.23,42,0.00,5.37,3.92,7,0.31,0.00,-9.43,7.17,0.00
50548,14.81,13.68,198,1518,74.90,26.50,3.24,42,0.00,5.37,3.92,7,0.28,0.00,-9.43,7.17,0.00
50615,14.81,13.68,198,1517,74.90,26.50,3.24,42,0.00,5.37,3.92,7,0.28,0.00,-9.43,7.21,0.00
50681,14.93,13.68,198,1526,74.90,26.50,3.26,42,0.00,5.37,3.92,8,0.28,0.00,-9.43,7.17,0.00
50747,14.81,13.68,198,1520,74.90,26.50,3.24,42,0.00,5.37,3.92,8,0.28,0.00,-9.43,7.21,0.00
50813,14.81,13.68,198,1534,74.90,27.00,3.27,42,0.00,5.37,3.92,8,0.28,0.00,-9.43,7.17,0.00
50879,14.93,13.60,198,1549,74.90,27.00,2.97,42,0.00,5.37,3.92,8,0.28,0.00,-9.43,7.17,0.00
50946,14.93,13.68,198,1548,74.90,27.00,3.30,42,0.00,5.37,3.92,8,0.28,0.00,-9.43,7.17,0.00
51012,14.93,13.60,198,1558,74.90,27.00,2.99,42,0.00,5.37,3.92,8,0.27,0.00,-9.43,7.17,0.00
51077,14.81,13.68,198,1569,74.90,27.00,3.01,42,0.00,5.22,3.92,8,0.28,0.00,-9.58,7.17,0.00
51147,14.81,13.60,198,1558,74.90,27.00,2.99,42,0.00,5.22,3.92,8,0.28,0.00,-9.58,7.24,0.00
51212,14.81,13.68,198,1545,74.90,27.00,3.30,42,0.00,5.22,3.92,8,0.28,0.00,-9.58,7.21,0.00
51279,14.81,13.60,198,1565,74.90,27.00,3.00,42,0.00,5.22,3.92,8,0.28,0.00,-9.58,7.24,0.00
51344,14.93,13.68,198,1594,74.90,28.00,3.06,42,0.00,5.22,3.92,8,0.27,0.00,-9.58,7.24,0.00
51411,14.93,13.68,198,1598,74.90,28.00,3.07,42,0.00,5.22,3.92,8,0.27,0.00,-9.58,7.17,0.00
51475,14.81,13.68,198,1599,74.90,28.00,3.07,42,0.00,5.08,3.92,8,0.27,0.00,-9.72,7.21,0.00
51542,14.81,13.68,198,1604,74.90,28.00,3.08,42,0.00,5.08,3.92,8,0.27,0.00,-9.72,7.21,0.00
51607,14.81,13.68,198,1602,74.90,28.00,3.08,42,0.00,5.08,3.92,9,0.27,0.00,-9.72,7.17,0.00
51674,14.81,13.68,198,1593,74.90,28.00,3.06,42,0.00,5.08,3.92,9,0.27,0.00,-9.72,7.14,0.00
51740,14.81,13.68,198,1605,74.90,28.00,3.08,42,0.00,5.08,3.92,9,0.27,0.00,-9.72,7.24,0.00
51806,14.93,13.68,198,1625,74.90,28.50,3.12,42,0.00,5.08,3.92,9,0.27,0.00,-9.72,7.24,0.00
51872,14.81,13.68,198,1631,74.90,28.50,3.13,42,0.00,5.08,3.92,9,0.27,0.00,-9.72,7.24,0.00
51937,14.81,13.68,198,1630,74.90,28.50,3.13,42,0.00,4.93,3.92,9,0.26,0.00,-9.87,7.24,0.00
52004,14.81,13.60,198,1622,74.90,28.50,3.11,42,0.00,4.93,3.92,9,0.26,0.00,-9.87,7.17,0.00
52072,14.81,13.60,198,1623,74.90,28.50,3.12,42,0.00,4.93,3.92,8,0.27,0.00,-9.87,7.17,0.00
52137,14.81,13.68,198,1638,74.90,28.50,3.14,42,0.00,4.93,3.92,8,0.27,0.00,-9.87,7.21,0.00
52203,14.81,13.68,198,1646,74.90,28.50,3.16,42,0.00,4.93,3.92,8,0.27,0.00,-9.87,7.17,0.00
52270,14.70,13.60,198,1640,74.90,28.50,3.15,42,0.00,4.93,3.92,8,0.27,0.00,-9.87,7.17,0.00
52336,14.70,13.68,198,1637,74.90,28.50,3.14,42,0.00,4.93,3.92,8,0.26,0.00,-9.87,7.17,0.00
52402,14.81,13.68,198,1634,74.90,28.50,3.14,42,0.00,4.93,3.92,8,0.26,0.00,-9.87,7.17,0.00
52467,14.81,13.68,198,1644,74.90,28.50,3.16,42,0.00,4.93,3.92,8,0.26,0.00,-9.87,7.17,0.00
52534,14.81,13.68,198,1650,74.90,28.50,3.17,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.14,0.00
52600,14.81,13.68,198,1643,74.90,28.50,3.15,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.21,0.00
52666,14.81,13.68,198,1642,74.90,28.50,3.15,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.17,0.00
52732,14.81,13.68,198,1644,74.90,28.50,3.16,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.17,0.00
52799,14.70,13.76,198,1654,74.90,28.50,3.18,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.14,0.00
52865,14.70,13.68,198,1654,74.90,28.50,3.18,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.17,0.00
52932,14.70,13.68,198,1648,74.90,28.50,3.16,42,0.00,4.79,3.92,9,0.26,0.00,-10.01,7.17,0.00
52997,14.70,13.76,198,1658,74.90,28.50,3.18,42,0.00,4.64,0.00,9,0.23,0.00,-10.16,6.05,0.00
53063,14.70,13.68,198,1653,74.90,27.50,0.00,42,0.00,4.06,0.00,9,0.19,0.00,-10.74,4.22,0.00
53130,14.81,13.68,198,1628,74.90,25.50,0.00,42,0.00,3.92,0.00,9,0.15,0.00,-10.88,4.00,0.00
53196,14.81,13.76,198,1594,74.90,23.00,0.00,42,0.00,3.77,0.00,9,0.15,0.00,-11.03,3.98,0.00
53262,14.93,13.68,198,1559,74.90,21.00,0.00,42,0.00,3.77,0.00,9,0.15,0.00,-11.03,3.92,0.00
53328,15.39,13.76,198,1500,74.90,27.00,0.00,42,0.00,3.77,0.00,9,0.17,0.00,-11.03,3.60,0.00
53395,16.54,13.68,198,1420,74.90,25.00,0.00,42,0.00,3.77,0.00,9,0.16,0.00,-11.03,3.92,0.00
53460,17.80,13.68,198,1355,74.90,23.50,2.02,42,0.00,3.77,0.00,9,0.17,0.00,-11.03,3.60,0.00
53526,19.18,13.68,198,1270,74.90,22.00,1.90,42,0.00,3.77,0.00,9,0.16,0.00,-11.03,3.60,0.00
53593,21.25,13.76,198,1203,74.90,22.00,1.80,42,0.00,3.92,0.00,9,0.20,0.00,-10.88,3.85,0.00
53659,21.48,13.68,198,1167,74.90,22.00,1.74,42,0.00,3.92,0.00,9,0.20,0.00,-10.88,3.88,0.00
53725,22.05,13.68,198,1160,74.90,22.00,1.98,42,0.00,4.06,0.00,9,0.19,0.00,-10.74,3.88,0.00
53791,22.39,13.68,198,1174,74.90,22.00,1.75,42,0.00,4.06,0.00,9,0.18,0.00,-10.74,3.60,0.00
53857,22.62,13.68,198,1166,74.90,22.00,1.74,42,0.00,4.06,0.00,9,0.18,0.00,-10.74,3.49,0.00
53923,22.74,13.68,198,1139,74.90,22.00,1.70,42,0.00,3.92,0.00,9,0.18,0.00,-10.88,3.38,0.00
53990,21.02,13.68,198,1126,74.90,22.00,1.68,42,0.00,3.92,0.00,9,0.19,0.00,-10.88,3.33,0.00
54056,21.13,13.60,198,1111,74.90,22.00,1.66,42,0.00,3.92,0.00,9,0.19,0.00,-10.88,3.42,0.00
54122,18.95,13.68,198,1087,74.90,22.00,1.62,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.47,0.00
54188,17.69,13.68,198,1071,74.90,22.00,1.60,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.49,0.00
54254,16.88,13.68,198,1057,74.90,22.00,1.80,42,0.00,4.06,0.00,9,0.21,0.00,-10.74,3.58,0.00
54321,16.08,13.68,198,1046,74.90,22.00,1.79,42,0.00,4.06,0.00,9,0.21,0.00,-10.74,3.58,0.00
54387,15.85,13.68,198,1042,74.90,22.00,1.78,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.56,0.00
54453,15.50,13.68,198,1045,74.90,22.00,1.78,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.58,0.00
54519,15.39,13.68,198,1040,74.90,22.00,1.77,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.49,0.00
54586,15.27,13.60,198,1039,74.90,22.00,1.77,42,0.00,4.06,0.00,9,0.20,0.00,-10.74,3.47,0.00
54652,15.27,13.68,198,1031,74.90,22.00,1.76,42,0.00,4.06,0.00,9,0.21,0.00,-10.74,3.49,0.00
54717,15.16,13.60,198,1029,74.90,22.00,1.76,42,0.00,4.21,0.00,9,0.20,0.00,-10.59,3.49,0.00
54784,15.04,13.68,198,1019,74.90,22.00,1.74,42,0.00,4.21,0.00,9,0.20,0.00,-10.59,3.45,0.00
54850,15.04,13.60,198,1014,74.90,22.00,1.73,42,0.00,4.21,0.00,9,0.20,0.00,-10.59,3.45,0.00
54916,14.81,13.68,198,1010,74.90,22.00,1.72,42,0.00,4.21,0.00,8,0.20,0.00,-10.59,3.45,0.00
54983,14.81,13.68,198,1004,74.90,22.00,1.71,42,0.00,4.21,0.00,8,0.20,0.00,-10.59,3.40,0.00
55049,14.59,13.68,198,1002,74.90,22.00,1.71,42,0.00,4.21,0.00,8,0.20,0.00,-10.59,3.40,0.00
55115,14.59,13.68,198,998,74.90,22.00,1.70,42,0.00,4.21,0.00,8,0.21,0.00,-10.59,3.40,0.00
55181,14.59,13.68,198,994,74.90,22.00,1.70,42,0.00,4.21,0.00,8,0.21,0.00,-10.59,3.45,0.00
55247,14.47,13.68,198,986,74.90,22.00,1.68,42,0.00,4.21,0.00,8,0.21,0.00,-10.59,3.47,0.00
55314,14.47,13.68,198,982,74.90,22.00,1.68,42,0.00,4.35,0.00,8,0.21,0.00,-10.45,3.49,0.00
55379,14.47,13.68,198,984,74.90,22.00,1.68,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.47,0.00
55446,14.36,13.68,198,978,74.90,21.50,1.67,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
55512,14.24,13.60,198,976,74.90,21.50,1.67,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
55577,14.36,13.68,198,970,74.90,21.00,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
55643,14.36,13.68,198,966,74.90,21.00,1.66,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.42,0.00
55709,14.13,13.68,198,966,74.90,20.50,1.65,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.38,0.00
55776,14.24,13.68,198,956,74.90,21.00,1.65,42,0.00,4.35,0.00,7,0.21,0.00,-10.45,3.38,0.00
55841,14.13,13.68,198,954,74.90,21.00,1.63,42,0.00,4.35,0.00,6,0.21,0.00,-10.45,3.38,0.00
55908,14.24,13.60,198,949,74.90,21.00,1.63,42,0.00,4.35,0.00,6,0.21,0.00,-10.45,3.38,0.00
55973,14.13,13.68,198,949,74.90,20.50,1.62,42,0.00,4.35,0.00,6,0.22,0.00,-10.45,3.38,0.00
