Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees)
413494,14.81,13.84,185,2550,74.90,34.00,4.35,27,0.00,4.35,4.31,50,-10.45,11.45,0.00,0.27,0.00
413560,14.81,13.84,185,2543,74.90,34.00,4.88,27,0.00,4.50,4.71,50,-10.30,11.99,0.00,0.28,0.00
413626,14.70,13.76,185,2554,74.90,34.00,4.90,27,0.00,4.64,5.10,50,-10.16,12.53,0.00,0.29,0.00
413693,14.70,13.84,185,2572,74.90,34.00,4.94,27,0.00,4.79,5.88,50,-10.01,13.54,0.00,0.32,0.00
413759,14.47,13.76,185,2554,74.90,33.50,5.45,27,0.00,5.08,6.27,50,-9.72,14.25,0.00,0.34,0.00
413826,14.47,13.76,185,2552,74.90,33.50,5.44,27,0.00,5.22,6.67,50,-9.58,15.16,0.00,0.36,0.00
413890,14.24,13.76,185,2552,74.90,33.50,5.99,27,0.00,5.51,7.06,50,-9.29,15.84,0.00,0.37,0.00
413957,14.13,13.76,185,2552,74.90,33.50,5.99,27,0.00,5.66,7.06,50,-9.14,16.93,0.00,0.40,0.00
414024,14.13,13.76,185,2562,74.90,33.00,6.56,27,0.00,6.09,7.45,50,-8.71,17.37,0.00,0.41,0.00
414090,14.24,13.76,185,2549,74.90,33.00,6.53,27,0.00,6.24,7.45,50,-8.56,17.59,0.00,0.41,0.00
414155,14.36,13.76,185,2544,74.90,33.00,6.51,27,0.00,6.38,7.45,50,-8.42,17.90,0.00,0.42,0.00
414223,14.24,13.76,185,2552,74.90,33.00,6.53,27,0.00,6.67,7.84,50,-8.13,18.20,0.00,0.43,0.00
414288,14.47,13.76,185,2555,74.90,33.00,6.54,27,0.00,6.82,8.24,50,-7.98,18.59,0.00,0.43,0.00
414355,14.70,13.76,185,2566,74.90,33.00,6.57,27,0.00,6.82,8.24,50,-7.98,19.27,0.00,0.45,0.00
414420,14.70,13.76,185,2545,74.90,33.00,7.06,27,0.00,6.96,8.24,50,-7.84,19.04,0.00,0.45,0.00
414487,14.81,13.76,185,2550,74.90,33.00,7.07,27,0.00,7.11,8.63,50,-7.69,19.57,0.00,0.46,0.00
414554,14.59,13.84,185,2544,74.90,33.00,7.05,27,0.00,7.25,8.63,50,-7.55,19.99,0.00,0.47,0.00
414619,14.81,13.76,185,2568,74.90,33.00,7.12,27,0.00,7.40,8.63,50,-7.40,19.81,0.00,0.46,0.00
414687,14.93,13.76,185,2561,74.90,33.00,7.10,27,0.00,7.40,8.63,50,-7.40,20.16,0.00,0.47,0.00
414753,14.81,13.76,185,2549,74.90,33.00,7.61,27,0.00,7.55,8.63,50,-7.25,20.17,0.00,0.47,0.00
414819,14.70,13.76,185,2554,74.90,33.00,7.65,27,0.00,7.55,8.63,50,-7.25,20.34,0.00,0.47,0.00
414885,14.70,13.76,185,2561,74.90,33.00,7.67,27,0.00,7.55,8.63,50,-7.25,20.17,0.00,0.47,0.00
414952,14.70,13.84,185,2566,74.90,33.00,7.11,27,0.00,7.55,8.63,50,-7.25,19.81,0.00,0.46,0.00
415017,14.81,13.76,185,2564,74.90,33.00,7.10,27,0.00,7.40,7.84,49,-7.25,19.04,0.00,0.44,0.00
415083,14.81,13.76,185,2560,74.90,33.00,6.55,27,0.00,7.11,7.84,49,-7.40,18.43,0.00,0.44,0.00
415150,14.81,13.68,185,2559,74.90,33.00,7.12,27,0.00,7.11,7.45,49,-7.69,17.75,0.00,0.42,0.00
415216,14.70,13.76,185,2568,74.90,33.00,6.58,27,0.00,6.96,7.45,49,-7.69,17.67,0.00,0.41,0.00
415282,14.70,13.76,185,2571,74.90,33.00,6.57,27,0.00,6.82,7.45,49,-7.84,17.59,0.00,0.41,0.00
415349,14.93,13.76,185,2568,74.90,33.00,6.55,27,0.00,6.82,7.45,49,-7.98,17.37,0.00,0.41,0.00
415414,15.04,13.76,185,2558,74.90,33.00,6.55,27,0.00,6.82,7.45,49,-7.98,17.37,0.00,0.40,0.00
415481,15.04,13.76,185,2559,74.90,33.50,6.58,27,0.00,6.67,7.06,50,-7.98,17.30,0.00,0.40,0.00
415546,15.04,13.84,185,2569,74.90,33.50,6.60,27,0.00,6.67,7.06,50,-8.13,17.15,0.00,0.40,0.00
415613,14.93,13.76,185,2578,74.90,33.50,6.56,27,0.00,6.53,6.67,50,-8.13,16.79,0.00,0.39,0.00
415680,14.93,13.84,185,2562,74.90,33.50,6.02,27,0.00,6.53,6.67,50,-8.27,16.52,0.00,0.39,0.00
415744,15.04,13.84,185,2564,74.90,33.50,5.99,27,0.00,6.53,6.67,50,-8.27,16.25,0.00,0.38,0.00
415811,15.04,13.76,185,2551,74.90,33.50,6.06,27,0.00,6.38,6.67,50,-8.42,16.25,0.00,0.38,0.00
415877,15.04,13.76,185,2581,74.90,33.50,6.02,27,0.00,6.38,6.67,50,-8.42,16.25,0.00,0.37,0.00
415943,15.04,13.84,185,2566,74.90,33.50,6.04,27,0.00,6.38,6.27,50,-8.42,15.98,0.00,0.38,0.00
416010,14.81,13.76,185,2573,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,16.11,0.00,0.38,0.00
416075,14.93,13.84,185,2565,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,15.98,0.00,0.37,0.00
416143,14.93,13.76,185,2564,74.90,33.50,6.01,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
416208,14.81,13.84,185,2562,74.90,33.50,6.03,27,0.00,6.24,6.27,50,-8.56,15.91,0.00,0.37,0.00
416275,14.81,13.76,185,2568,74.90,33.50,6.05,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
416341,14.81,13.76,185,2580,74.90,33.50,6.00,27,0.00,6.24,6.27,50,-8.56,15.98,0.00,0.37,0.00
416407,14.93,13.76,185,2556,74.90,33.50,6.01,27,0.00,6.24,6.27,50,-8.56,15.78,0.00,0.37,0.00
416473,14.81,13.84,185,2563,74.90,33.50,6.00,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
416539,14.81,13.76,185,2582,74.90,33.50,6.06,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
416605,14.81,13.76,185,2582,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,15.70,0.00,0.37,0.00
416672,14.70,13.76,185,2566,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,15.98,0.00,0.37,0.00
416738,14.70,13.76,185,2550,74.90,33.50,5.98,27,0.00,6.24,6.27,50,-8.56,16.11,0.00,0.37,0.00
416805,14.59,13.76,185,2573,74.90,33.50,6.04,27,0.00,6.24,6.27,50,-8.56,16.05,0.00,0.37,0.00
416871,14.70,13.84,185,2565,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,15.98,0.00,0.37,0.00
416937,14.81,13.76,185,2579,74.90,33.50,6.05,27,0.00,6.24,6.27,50,-8.56,15.70,0.00,0.37,0.00
417002,14.70,13.76,185,2558,74.90,33.50,6.00,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
417070,14.81,13.84,185,2563,74.90,33.50,6.01,27,0.00,6.24,6.27,50,-8.56,16.05,0.00,0.37,0.00
417136,14.93,13.76,185,2566,74.90,33.50,6.02,27,0.00,6.24,6.27,50,-8.56,15.84,0.00,0.37,0.00
417202,14.81,13.76,185,2569,74.90,33.50,6.03,27,0.00,6.24,6.27,50,-8.56,15.70,0.00,0.37,0.00
417268,14.70,13.84,185,2577,74.90,33.50,6.05,27,0.00,6.24,6.27,50,-8.56,15.64,0.00,0.37,0.00
417335,14.81,13.76,185,2568,74.90,33.50,6.03,27,0.00,6.24,6.27,50,-8.56,15.98,0.00,0.37,0.00
417402,14.81,13.76,185,2557,74.90,33.50,6.00,27,0.00,6.24,6.27,49,-8.56,15.98,0.00,0.37,0.00
417468,14.81,13.76,185,2569,74.90,33.50,6.03,27,0.00,6.24,6.27,49,-8.56,15.98,0.00,0.37,0.00
417535,14.70,13.76,185,2573,74.90,33.50,6.04,27,0.00,6.24,6.27,49,-8.56,16.12,0.00,0.38,0.00
417601,14.70,13.76,185,2575,74.90,33.50,6.04,27,0.00,6.24,6.67,49,-8.56,16.12,0.00,0.38,0.00
417666,14.70,13.84,185,2577,74.90,33.50,6.05,27,0.00,6.24,6.67,49,-8.56,16.11,0.00,0.38,0.00
417732,14.70,13.76,185,2557,74.90,33.50,6.00,27,0.00,6.24,6.67,49,-8.56,16.12,0.00,0.38,0.00
417800,14.70,13.76,185,2572,74.90,33.50,6.04,27,0.00,6.38,6.67,49,-8.42,16.52,0.00,0.38,0.00
417866,14.70,13.76,185,2578,74.90,33.50,6.60,27,0.00,6.38,6.67,50,-8.42,16.66,0.00,0.40,0.00
417932,14.81,13.76,185,2576,74.90,33.50,6.60,27,0.00,6.38,7.06,50,-8.42,16.93,0.00,0.40,0.00
417998,14.81,13.76,185,2579,74.90,33.50,6.60,27,0.00,6.53,7.45,50,-8.27,17.22,0.00,0.40,0.00
418064,14.81,13.76,185,2568,74.90,33.00,6.57,27,0.00,6.67,7.45,50,-8.13,17.44,0.00,0.42,0.00
418131,14.70,13.76,185,2573,74.90,33.00,6.59,27,0.00,6.67,7.84,50,-8.13,18.20,0.00,0.43,0.00
418197,14.70,13.76,185,2566,74.90,33.00,7.12,27,0.00,6.82,7.84,50,-7.98,18.59,0.00,0.44,0.00
418263,14.59,13.68,185,2580,74.90,33.00,7.15,27,0.00,6.96,8.24,50,-7.84,19.04,0.00,0.45,0.00
418330,14.59,13.76,185,2582,74.90,33.00,7.16,27,0.00,7.11,8.24,50,-7.69,19.34,0.00,0.46,0.00
418396,14.59,13.68,185,2568,74.90,33.00,7.12,27,0.00,7.25,8.63,50,-7.55,19.82,0.00,0.46,0.00
418462,14.59,13.76,185,2568,74.90,33.00,7.67,27,0.00,7.40,9.02,50,-7.40,20.08,0.00,0.48,0.00
418529,14.70,13.76,185,2577,74.90,33.00,7.70,27,0.00,7.55,9.02,50,-7.25,20.78,0.00,0.49,0.00
418595,14.70,13.76,185,2582,74.90,33.00,7.71,27,0.00,7.69,9.41,50,-7.11,21.19,0.00,0.51,0.00
418661,14.70,13.76,185,2592,74.90,32.50,8.30,27,0.00,7.84,9.80,50,-6.96,22.14,0.00,0.52,0.00
418727,14.47,13.76,185,2584,74.90,32.50,8.27,27,0.00,7.98,10.20,50,-6.82,22.32,0.00,0.53,0.00
418794,14.47,13.68,185,2582,74.90,32.50,8.26,27,0.00,8.27,10.20,50,-6.53,22.79,0.00,0.53,0.00
418860,14.70,13.76,185,2581,74.90,32.50,8.26,27,0.00,8.27,10.20,50,-6.53,22.79,0.00,0.54,0.00
418926,14.70,13.76,185,2586,74.90,32.00,8.28,27,0.00,8.42,10.59,50,-6.38,23.94,0.00,0.55,0.00
418992,14.70,13.76,185,2597,74.90,32.00,8.86,27,0.00,8.56,10.59,50,-6.24,23.94,0.00,0.55,0.00
419058,14.70,13.84,185,2600,74.90,32.00,8.32,27,0.00,8.71,10.98,50,-6.09,24.51,0.00,0.57,0.00
419123,14.70,13.76,185,2602,74.90,32.00,8.88,27,0.00,8.71,10.98,50,-6.09,24.41,0.00,0.56,0.00
419190,14.81,13.76,185,2593,74.90,32.00,8.85,27,0.00,8.85,10.98,50,-5.95,24.69,0.00,0.57,0.00
419256,14.70,13.76,185,2592,74.90,32.00,8.85,27,0.00,8.85,10.98,50,-5.95,24.80,0.00,0.57,0.00
419323,14.81,13.76,185,2601,74.90,32.00,8.88,27,0.00,8.85,10.98,50,-5.95,24.69,0.00,0.57,0.00
419389,14.81,13.76,185,2610,74.90,32.00,8.91,27,0.00,9.00,10.98,50,-5.80,24.80,0.00,0.57,0.00
419456,14.81,13.84,185,2611,74.90,32.00,8.91,27,0.00,9.00,10.98,50,-5.80,25.18,0.00,0.57,0.00
419522,14.81,13.76,185,2618,74.90,32.00,8.94,27,0.00,9.00,10.98,50,-5.80,24.89,0.00,0.57,0.00
419588,14.81,13.76,185,2604,74.90,32.00,8.89,27,0.00,9.00,10.98,50,-5.80,25.08,0.00,0.58,0.00
419654,14.81,13.76,185,2608,74.90,32.00,8.90,27,0.00,9.00,10.98,50,-5.80,25.37,0.00,0.58,0.00
419721,14.81,13.84,185,2610,74.90,32.00,8.91,27,0.00,9.14,10.98,50,-5.66,24.99,0.00,0.57,0.00
419786,14.81,13.76,185,2610,74.90,32.00,8.91,27,0.00,9.00,10.98,50,-5.80,25.08,0.00,0.57,0.00
419853,14.81,13.76,185,2625,74.90,32.00,8.96,27,0.00,9.14,10.98,50,-5.66,25.37,0.00,0.58,0.00
419920,14.93,13.76,185,2631,74.90,32.00,8.98,27,0.00,9.14,10.98,50,-5.66,25.27,0.00,0.58,0.00
419985,14.81,13.76,185,2628,74.90,32.00,8.97,27,0.00,9.14,10.98,50,-5.66,25.27,0.00,0.58,0.00
420051,14.81,13.76,185,2628,74.90,32.00,8.97,27,0.00,9.14,10.98,50,-5.66,25.47,0.00,0.58,0.00
420118,14.81,13.76,185,2625,74.90,32.00,8.96,27,0.00,9.14,10.98,50,-5.66,25.47,0.00,0.58,0.00
420184,14.81,13.76,185,2633,74.90,32.00,8.99,27,0.00,9.14,10.98,50,-5.66,25.27,0.00,0.58,0.00
420251,14.81,13.76,185,2630,74.90,32.00,8.98,27,0.00,9.14,10.98,50,-5.66,25.78,0.00,0.59,0.00
420316,14.81,13.76,185,2639,74.90,32.00,9.01,27,0.00,9.14,10.98,50,-5.66,25.78,0.00,0.58,0.00
420383,14.81,13.76,185,2646,74.90,32.00,9.03,27,0.00,9.14,10.98,50,-5.66,25.78,0.00,0.58,0.00
420448,14.70,13.76,185,2645,74.90,32.00,9.03,27,0.00,9.14,10.98,50,-5.66,25.48,0.00,0.58,0.00
420515,14.70,13.76,185,2652,74.90,32.00,9.05,27,0.00,9.14,10.98,50,-5.66,26.20,0.00,0.59,0.00
420581,14.81,13.76,185,2646,74.90,32.00,9.60,27,0.00,9.14,10.98,50,-5.66,26.20,0.00,0.59,0.00
420647,14.81,13.76,185,2648,74.90,32.00,9.58,27,0.00,9.29,10.98,50,-5.66,26.09,0.00,0.59,0.00
420713,14.59,13.76,185,2641,74.90,32.00,9.62,27,0.00,9.29,10.98,50,-5.51,26.40,0.00,0.60,0.00
420780,14.81,13.76,185,2654,74.90,32.00,9.60,27,0.00,9.29,10.98,50,-5.51,26.09,0.00,0.59,0.00
420845,14.81,13.76,185,2646,74.90,32.00,9.61,27,0.00,9.29,10.98,50,-5.51,26.09,0.00,0.59,0.00
420913,14.81,13.76,185,2651,74.90,32.00,9.69,27,0.00,9.29,11.37,50,-5.51,25.99,0.00,0.58,0.00
420978,14.70,13.76,185,2672,74.90,32.00,9.66,27,0.00,9.29,11.37,50,-5.51,25.87,0.00,0.59,0.00
421043,14.81,13.76,185,2664,74.90,32.00,9.12,27,0.00,9.29,11.37,50,-5.51,26.20,0.00,0.59,0.00
421110,14.81,13.76,185,2672,74.90,32.00,9.69,27,0.00,9.29,11.37,50,-5.51,26.40,0.00,0.60,0.00
421176,14.93,13.76,185,2672,74.90,32.00,9.71,27,0.00,9.29,11.37,51,-5.51,26.51,0.00,0.59,0.00
421243,15.04,13.76,185,2676,74.90,32.00,9.68,27,0.00,9.29,11.37,51,-5.51,26.51,0.00,0.59,0.00
421310,14.81,13.68,185,2670,74.90,32.00,9.68,27,0.00,9.29,11.37,51,-5.51,26.72,0.00,0.60,0.00
421376,14.70,13.76,185,2670,74.90,32.00,9.69,27,0.00,9.29,11.37,51,-5.51,26.51,0.00,0.59,0.00
421442,14.70,13.68,185,2672,74.90,32.00,9.70,27,0.00,9.43,11.37,51,-5.37,26.51,0.00,0.60,0.00
421508,14.81,13.76,185,2676,74.90,32.00,9.71,27,0.00,9.43,11.37,51,-5.37,26.92,0.00,0.60,0.00
421575,14.81,13.76,185,2676,74.90,32.00,9.74,27,0.00,9.43,11.37,51,-5.37,27.02,0.00,0.60,0.00
421640,14.81,13.76,185,2685,74.90,32.00,9.72,27,0.00,9.43,11.37,52,-5.37,27.13,0.00,0.61,0.00
421707,14.81,13.68,185,2681,74.90,32.00,9.75,27,0.00,9.43,11.37,52,-5.37,27.23,0.00,0.61,0.00
421773,14.70,13.76,185,2689,74.90,32.00,9.78,27,0.00,9.43,11.37,52,-5.37,27.13,0.00,0.60,0.00
421839,14.70,13.68,185,2696,74.90,32.00,9.81,27,0.00,9.43,11.37,52,-5.37,27.02,0.00,0.61,0.00
421906,14.70,13.76,185,2706,74.90,32.00,9.78,27,0.00,9.43,11.37,52,-5.37,27.33,0.00,0.60,0.00
421972,14.70,13.76,185,2696,74.90,32.00,9.83,27,0.00,9.43,11.37,52,-5.37,27.13,0.00,0.60,0.00
422039,14.81,13.76,185,2710,74.90,32.00,9.83,27,0.00,9.43,11.37,52,-5.37,27.44,0.00,0.60,0.00
422105,14.70,13.76,185,2709,74.90,32.00,9.86,27,0.00,9.43,11.37,52,-5.37,27.44,0.00,0.61,0.00
422170,14.70,13.76,185,2719,74.90,32.00,9.85,27,0.00,9.43,11.37,52,-5.37,27.33,0.00,0.60,0.00
422236,14.81,13.76,185,2715,74.90,32.00,9.86,27,0.00,9.43,11.37,52,-5.37,27.44,0.00,0.61,0.00
422304,14.81,13.76,185,2718,74.90,32.00,9.85,27,0.00,9.29,10.98,52,-5.51,27.02,0.00,0.60,0.00
422369,14.59,13.76,185,2720,74.90,32.00,9.29,27,0.00,9.00,9.41,52,-5.80,24.04,0.00,0.56,0.00
422435,14.36,13.76,185,2721,74.90,32.50,8.71,27,0.00,8.42,8.63,52,-6.38,22.14,0.00,0.52,0.00
422502,14.01,13.68,185,2713,74.90,33.00,8.10,27,0.00,8.13,8.24,52,-6.67,21.28,0.00,0.49,0.00
422568,14.13,13.76,185,2715,74.90,33.00,7.53,27,0.00,7.69,7.84,52,-7.11,20.08,0.00,0.46,0.00
422634,14.59,13.68,185,2714,74.90,33.50,7.53,27,0.00,7.40,7.45,52,-7.40,19.49,0.00,0.43,0.00
422701,14.59,13.76,185,2722,74.90,34.00,6.97,27,0.00,7.25,7.06,52,-7.55,18.65,0.00,0.41,0.00
422767,14.70,13.84,185,2711,74.90,34.00,6.94,27,0.00,6.96,6.67,52,-7.84,17.52,0.00,0.40,0.00
422832,14.93,13.76,185,2725,74.90,34.00,6.39,27,0.00,6.67,5.88,52,-8.13,16.73,0.00,0.38,0.00
422899,15.27,13.84,185,2704,74.90,34.00,6.35,27,0.00,6.24,5.49,52,-8.56,15.84,0.00,0.35,0.00
422965,15.16,13.84,185,2729,74.90,34.00,5.82,27,0.00,6.09,5.10,52,-8.71,15.30,0.00,0.34,0.00
423032,15.04,13.84,185,2710,74.90,34.00,5.78,27,0.00,5.95,5.10,52,-8.85,14.66,0.00,0.32,0.00
423098,15.16,13.76,185,2717,74.90,34.00,5.80,27,0.00,5.80,4.71,52,-9.00,14.42,0.00,0.32,0.00
423163,15.50,13.84,185,2720,74.90,34.00,5.80,27,0.00,5.66,4.71,52,-9.14,14.07,0.00,0.31,0.00
423230,15.50,13.84,185,2711,74.90,34.00,5.78,27,0.00,5.66,4.71,52,-9.14,13.95,0.00,0.31,0.00
423296,15.39,13.84,185,2726,74.90,34.00,5.82,27,0.00,5.37,4.71,52,-9.43,13.84,0.00,0.30,0.00
423363,15.27,13.84,185,2712,74.90,34.00,5.79,27,0.00,5.37,4.31,52,-9.43,13.48,0.00,0.30,0.00
423429,15.16,13.84,185,2716,74.90,34.00,5.79,27,0.00,5.37,4.31,52,-9.43,13.54,0.00,0.30,0.00
423495,15.04,13.76,185,2715,74.90,34.00,5.21,27,0.00,5.22,4.31,53,-9.58,13.31,0.00,0.29,0.00
423561,15.04,13.84,185,2708,74.90,34.50,5.20,27,0.00,5.22,3.92,53,-9.58,13.12,0.00,0.29,0.00
423627,14.93,13.76,185,2718,74.90,34.50,5.22,27,0.00,5.08,3.92,53,-9.72,12.90,0.00,0.28,0.00
423694,14.93,13.76,185,2704,74.90,34.50,5.19,27,0.00,5.08,3.92,53,-9.72,12.74,0.00,0.28,0.00
423759,14.93,13.76,185,2714,74.90,34.50,5.21,27,0.00,5.08,3.53,53,-9.72,12.52,0.00,0.28,0.00
423825,14.81,13.76,185,2724,74.90,34.50,5.23,27,0.00,4.93,3.53,53,-9.87,12.48,0.00,0.27,0.00
423892,14.81,13.76,185,2712,74.90,34.50,5.21,27,0.00,4.93,3.53,53,-9.87,12.48,0.00,0.27,0.00
423958,14.81,13.84,185,2722,74.90,34.50,5.23,27,0.00,4.93,3.53,53,-9.87,12.04,0.00,0.27,0.00
424024,14.70,13.76,185,2720,74.90,34.50,5.22,27,0.00,4.79,3.53,53,-10.01,12.26,0.00,0.27,0.00
424091,14.81,13.84,185,2713,74.90,34.50,5.21,27,0.00,4.79,3.53,53,-10.01,12.25,0.00,0.27,0.00
424156,14.93,13.84,185,2720,74.90,34.50,5.22,27,0.00,4.79,3.53,53,-10.01,12.15,0.00,0.27,0.00
424223,14.81,13.76,185,2713,74.90,34.50,5.21,27,0.00,4.79,3.53,53,-10.01,12.15,0.00,0.27,0.00
424289,14.70,13.84,185,2707,74.90,34.50,5.20,27,0.00,4.79,3.53,53,-10.01,11.99,0.00,0.26,0.00
424356,14.70,13.84,185,2712,74.90,34.50,5.21,27,0.00,4.79,3.14,53,-10.01,12.04,0.00,0.26,0.00
424422,14.81,13.76,185,2706,74.90,34.50,5.20,27,0.00,4.64,3.14,53,-10.16,12.04,0.00,0.27,0.00
424488,14.81,13.84,185,2714,74.90,34.50,5.21,27,0.00,4.64,3.14,53,-10.16,11.93,0.00,0.27,0.00
424554,14.81,13.76,185,2698,74.90,34.50,5.18,27,0.00,4.64,3.14,53,-10.16,11.88,0.00,0.27,0.00
424620,14.70,13.84,185,2686,74.90,34.50,5.16,27,0.00,4.64,3.14,53,-10.16,11.93,0.00,0.26,0.00
424686,14.70,13.76,185,2698,74.90,34.50,5.18,27,0.00,4.64,3.14,53,-10.16,11.88,0.00,0.26,0.00
424752,14.70,13.84,185,2695,74.90,34.50,5.17,27,0.00,4.64,3.14,53,-10.16,11.66,0.00,0.26,0.00
424819,14.70,13.76,185,2684,74.90,34.50,5.15,27,0.00,4.64,3.14,53,-10.16,11.93,0.00,0.26,0.00
424885,14.81,13.84,185,2692,74.90,34.50,5.17,27,0.00,4.64,3.14,53,-10.16,11.82,0.00,0.26,0.00
424952,14.81,13.76,185,2691,74.90,34.50,5.17,27,0.00,4.64,3.14,52,-10.16,11.77,0.00,0.26,0.00
425018,14.70,13.76,185,2681,74.90,34.50,5.15,27,0.00,4.64,3.14,52,-10.16,11.55,0.00,0.26,0.00
425083,14.70,13.76,185,2690,74.90,34.50,5.16,27,0.00,4.64,3.14,52,-10.16,11.82,0.00,0.26,0.00
425150,14.70,13.76,185,2696,74.90,34.50,5.18,27,0.00,4.64,3.14,52,-10.16,11.77,0.00,0.26,0.00
425216,14.70,13.68,185,2695,74.90,34.50,5.17,27,0.00,4.64,3.14,52,-10.16,11.55,0.00,0.26,0.00
425283,14.70,13.84,185,2696,74.90,34.50,4.60,27,0.00,4.50,3.14,52,-10.30,11.66,0.00,0.26,0.00
425349,14.70,13.76,185,2688,74.90,34.50,5.16,27,0.00,4.64,3.14,52,-10.16,11.71,0.00,0.26,0.00
425415,14.70,13.76,185,2688,74.90,34.50,5.16,27,0.00,4.50,3.14,52,-10.30,11.71,0.00,0.26,0.00
425481,14.70,13.76,185,2702,74.90,34.00,5.19,27,0.00,4.50,3.14,52,-10.30,11.71,0.00,0.26,0.00
425547,14.70,13.76,185,2674,74.90,34.50,5.14,27,0.00,4.50,3.14,52,-10.30,11.51,0.00,0.26,0.00
425614,14.70,13.76,185,2687,74.90,34.50,4.59,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
425680,14.70,13.76,185,2676,74.90,34.50,5.14,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
425746,14.59,13.76,185,2672,74.90,34.00,5.13,27,0.00,4.64,3.14,52,-10.16,11.61,0.00,0.26,0.00
425813,14.70,13.84,185,2663,74.90,34.50,5.11,27,0.00,4.50,3.14,52,-10.30,11.66,0.00,0.26,0.00
425879,14.70,13.76,185,2672,74.90,34.00,5.13,27,0.00,4.50,3.14,52,-10.30,11.82,0.00,0.26,0.00
425944,14.70,13.76,185,2665,74.90,34.50,5.12,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426012,14.70,13.76,185,2666,74.90,34.50,5.12,27,0.00,4.50,3.14,52,-10.30,11.56,0.00,0.26,0.00
426078,14.59,13.76,185,2679,74.90,34.50,4.57,27,0.00,4.50,3.14,52,-10.30,11.51,0.00,0.26,0.00
426144,14.70,13.84,185,2672,74.90,34.50,4.56,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426210,14.70,13.84,185,2672,74.90,34.50,4.56,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426277,14.81,13.76,185,2678,74.90,34.00,4.57,27,0.00,4.50,3.14,52,-10.30,11.71,0.00,0.26,0.00
426343,14.81,13.84,185,2660,74.90,34.00,5.11,27,0.00,4.50,3.14,52,-10.30,11.71,0.00,0.26,0.00
426409,14.81,13.76,185,2669,74.90,34.00,5.12,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426474,14.81,13.76,185,2667,74.90,34.00,4.55,27,0.00,4.50,3.14,52,-10.30,11.66,0.00,0.26,0.00
426541,14.70,13.84,185,2652,74.90,34.00,5.09,27,0.00,4.50,3.14,52,-10.30,11.55,0.00,0.26,0.00
426606,14.70,13.84,185,2658,74.90,34.00,4.54,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426673,14.70,13.76,185,2645,74.90,34.00,5.08,27,0.00,4.50,3.14,52,-10.30,11.61,0.00,0.26,0.00
426739,14.70,13.84,185,2656,74.90,34.00,5.11,27,0.00,4.50,3.14,52,-10.30,11.56,0.00,0.26,0.00
426807,14.70,13.84,185,2660,74.90,34.00,4.53,27,0.00,4.50,3.14,52,-10.30,11.71,0.00,0.27,0.00
426872,14.81,13.84,185,2652,74.90,34.00,5.12,27,0.00,4.50,3.14,52,-10.30,11.56,0.00,0.26,0.00
426939,14.81,13.84,185,2668,74.90,34.00,5.08,27,0.00,4.64,3.14,52,-10.30,11.93,0.00,0.27,0.00
427005,14.81,13.84,185,2646,74.90,34.00,5.10,27,0.00,4.64,3.53,52,-10.16,11.82,0.00,0.27,0.00
427071,14.81,13.76,185,2656,74.90,34.00,5.08,27,0.00,4.64,3.53,52,-10.16,11.99,0.00,0.28,0.00
427138,14.70,13.84,185,2647,74.90,34.00,5.03,27,0.00,4.79,3.92,52,-10.16,12.63,0.00,0.29,0.00
427203,14.70,13.84,185,2622,74.90,34.00,5.09,27,0.00,4.79,3.92,52,-10.01,12.69,0.00,0.29,0.00
427270,14.59,13.84,185,2649,74.90,34.00,5.06,27,0.00,4.93,4.71,52,-10.01,13.48,0.00,0.31,0.00
427335,14.59,13.76,185,2634,74.90,34.00,5.65,27,0.00,5.08,5.10,52,-9.87,13.78,0.00,0.31,0.00
427402,14.59,13.76,185,2646,74.90,34.00,5.66,27,0.00,5.22,5.49,52,-9.58,14.42,0.00,0.33,0.00
