Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
0,-1.56,2.34,14.81,13.28,176,0.26,1063,0.00,0.00,33.33,16,13.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
265,-1.56,2.34,14.59,13.28,176,0.25,1066,0.00,0.00,33.33,16,13.00,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
531,-1.56,2.34,14.70,13.36,176,0.26,1045,0.00,0.00,33.33,16,15.50,1.34,115,4.64,-10.01,1.36,0.00,0.00,13.05
797,-2.34,2.34,14.70,13.44,176,0.26,1055,0.00,0.00,33.33,16,14.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
1063,-2.34,2.34,14.59,13.52,176,0.26,1049,0.00,0.00,33.33,16,16.00,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
1329,-2.34,2.34,14.70,13.52,176,0.27,1019,0.00,0.00,33.33,16,16.50,1.30,115,4.79,-9.87,1.36,0.00,0.00,13.05
1595,-1.56,2.34,15.16,13.60,176,0.26,1057,0.00,0.00,33.33,16,11.50,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
1861,-1.56,2.34,15.04,13.60,176,0.27,1022,0.00,0.00,33.33,16,15.50,1.31,115,4.79,-9.87,1.36,0.00,0.00,13.05
2127,-1.56,2.34,14.93,13.60,176,0.25,1066,0.00,0.00,33.33,16,10.50,1.36,115,4.79,-9.87,1.36,0.00,0.00,13.05
2393,-0.78,2.34,15.04,13.68,176,0.26,1046,0.00,0.00,33.33,16,13.00,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
2659,-0.78,2.34,14.93,13.68,176,0.26,1069,0.00,0.00,33.33,16,10.50,1.37,115,4.79,-9.87,1.36,0.00,0.00,13.05
2925,-1.56,2.34,14.70,13.68,176,0.26,1059,0.00,0.00,33.33,16,12.00,1.36,115,4.79,-9.87,1.36,0.00,0.00,13.05
3191,-1.56,2.34,14.59,13.68,176,0.26,1053,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
3456,-1.56,2.34,14.70,13.68,176,0.26,1062,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
3722,-1.56,2.34,14.70,13.68,176,0.25,1066,0.00,0.00,33.33,16,13.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
3988,-2.34,2.34,14.70,13.44,176,0.26,1047,0.00,0.00,33.33,16,14.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
4254,-2.34,2.34,14.59,13.36,176,0.26,1056,0.00,0.00,33.33,16,13.00,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
4520,-2.34,2.34,14.81,13.52,176,0.26,1050,0.00,0.00,33.33,16,13.00,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
4786,-2.34,2.34,14.81,13.44,176,0.26,1036,0.00,0.00,33.33,16,13.50,1.33,115,4.79,-9.87,1.36,0.00,0.00,13.05
5052,-2.34,2.34,14.93,13.52,176,0.26,1049,0.00,0.00,33.33,16,12.50,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
5318,-1.56,2.34,15.04,13.60,176,0.26,1056,0.00,0.00,33.33,16,11.50,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
5584,-1.56,2.34,15.16,13.68,176,0.26,1065,0.00,0.00,33.33,16,11.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
5850,-1.56,2.34,14.81,13.68,176,0.25,1066,0.00,0.00,33.33,16,11.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
6116,-1.56,2.34,14.70,13.68,176,0.26,1060,0.00,0.00,33.33,16,12.00,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
6382,-1.56,2.34,14.70,13.60,176,0.26,1055,0.00,0.00,33.33,16,13.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
6648,-1.56,2.34,14.81,13.60,176,0.26,1047,0.00,0.00,33.33,16,13.50,1.34,115,4.79,-9.87,1.38,0.00,0.00,13.05
6913,-1.56,2.34,14.81,13.68,176,0.26,1068,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
7179,-1.56,2.34,14.70,13.68,176,0.26,1034,0.00,0.00,33.33,16,15.00,1.32,115,4.79,-9.87,1.36,0.00,0.00,13.05
7445,-1.56,2.34,14.70,13.68,176,0.26,1051,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
7711,-1.56,2.34,14.81,13.60,176,0.26,1052,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
7977,-2.34,2.34,14.59,13.68,176,0.26,1039,0.00,0.00,33.33,16,14.00,1.33,115,4.79,-9.87,1.38,0.00,0.00,13.05
8243,-2.34,2.34,14.70,13.68,176,0.26,1057,0.00,0.00,33.33,16,11.50,1.36,115,4.79,-9.87,1.36,0.00,0.00,13.05
8508,-1.56,2.34,14.93,13.52,176,0.25,1063,0.00,0.00,33.33,16,11.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
8774,-1.56,2.34,14.93,13.52,176,0.26,1041,0.00,0.00,33.33,16,14.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
9040,-1.56,2.34,14.81,13.52,176,0.26,1059,0.00,0.00,33.33,16,12.00,1.37,115,4.79,-9.87,1.36,0.00,0.00,13.05
9306,-1.56,2.34,14.81,13.60,176,0.26,1058,0.00,0.00,33.33,16,12.50,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
9572,-1.56,2.34,14.81,13.52,176,0.26,1053,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
9838,-1.56,2.34,14.81,13.60,176,0.25,1082,0.00,0.00,33.33,16,9.50,1.38,115,4.64,-10.01,1.36,0.00,0.00,13.05
10104,-2.34,2.34,14.70,13.52,176,0.26,1063,0.00,0.00,33.33,16,12.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
10370,-2.34,2.34,14.59,13.60,176,0.26,1070,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
10636,-2.34,2.34,14.70,13.60,176,0.25,1079,0.00,0.00,33.33,16,10.50,1.38,115,4.64,-10.01,1.36,0.00,0.00,13.05
10902,-2.34,2.34,14.70,13.60,176,0.26,1064,0.00,0.00,33.33,16,12.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
11167,-2.34,2.34,14.70,13.60,176,0.25,1064,0.00,0.00,33.33,16,12.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
11433,-1.56,2.34,14.93,13.68,176,0.26,1050,0.00,0.00,33.33,16,13.00,1.34,115,4.79,-9.87,1.36,0.00,0.00,13.05
11699,-1.56,2.34,15.16,13.52,176,0.26,1052,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
11965,-1.56,2.34,14.93,13.52,176,0.26,1064,0.00,0.00,33.33,16,11.50,1.36,115,4.79,-9.87,1.36,0.00,0.00,13.05
12231,-0.78,2.34,15.04,13.36,176,0.26,1052,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
12497,-0.78,2.34,14.93,13.36,176,0.26,1054,0.00,0.00,33.33,16,12.50,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
12762,-0.78,2.34,14.93,13.28,176,0.25,1070,0.00,0.00,33.33,16,13.00,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
13028,-0.78,2.34,14.70,13.28,176,0.26,1070,0.00,0.00,33.33,16,12.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
13294,-1.56,2.34,14.70,13.68,176,0.25,1076,0.00,0.00,33.33,16,10.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
13560,-0.78,2.34,14.81,13.60,176,0.26,1050,0.00,0.00,33.33,16,14.00,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
13826,-1.56,2.34,14.59,13.68,176,0.26,1058,0.00,0.00,33.33,16,13.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
14092,-2.34,2.34,14.59,13.68,176,0.25,1070,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
14358,-2.34,2.34,14.70,13.68,178,0.26,1048,0.00,0.00,33.33,16,13.50,1.34,115,4.64,-10.01,1.38,0.00,0.00,13.05
14623,-2.34,2.34,14.70,13.68,176,0.26,1056,0.00,0.00,33.33,16,13.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
14889,-2.34,2.34,14.81,13.68,178,0.26,1054,0.00,0.00,33.33,16,13.00,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
15154,-1.56,2.34,14.93,13.60,178,0.26,1044,0.00,0.00,33.33,16,13.50,1.34,115,4.79,-9.87,1.38,0.00,0.00,13.05
15421,-1.56,2.34,15.04,13.52,178,0.26,1054,0.00,0.00,33.33,16,12.50,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
15687,-1.56,2.34,14.93,13.44,178,0.26,1047,0.00,0.00,33.33,16,13.00,1.34,115,4.64,-9.87,1.36,0.00,0.00,13.05
15953,-1.56,2.34,14.70,13.36,178,0.26,1052,0.00,0.00,33.33,16,11.50,1.35,115,4.79,-10.01,1.36,0.00,0.00,13.05
16218,-1.56,2.34,14.70,13.36,178,0.26,1070,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
16484,-1.56,2.34,14.70,13.36,178,0.26,1055,0.00,0.00,33.33,16,13.00,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
16750,-2.34,2.34,14.70,13.36,178,0.26,1070,0.00,0.00,33.33,16,11.50,1.37,115,4.64,-10.01,1.36,0.00,0.00,13.05
17015,-2.34,2.34,14.59,13.36,178,0.25,1062,0.00,0.00,33.33,16,12.50,1.36,115,4.64,-10.01,1.36,0.00,0.00,13.05
17281,-3.12,2.34,14.70,13.44,178,0.26,1061,0.00,0.00,33.33,16,14.00,1.34,115,4.79,-9.87,1.38,0.00,0.00,13.05
17547,-3.12,2.34,14.81,13.52,178,0.26,1050,0.00,0.00,33.33,16,13.50,1.35,115,4.64,-10.01,1.36,0.00,0.00,13.05
17813,-3.12,2.34,14.70,13.52,178,0.27,1034,0.00,0.00,33.33,16,16.50,1.31,115,4.79,-9.87,1.36,0.00,0.00,13.05
18079,-2.34,2.34,14.81,13.68,178,0.27,1044,0.00,0.00,33.33,16,13.50,1.35,115,4.79,-9.87,1.36,0.00,0.00,13.05
18344,-1.56,2.34,15.04,13.60,178,0.35,1050,0.00,0.00,33.33,16,32.00,1.36,115,5.08,-9.58,1.52,0.00,2.75,41.17
18610,-0.78,2.34,15.04,13.68,178,0.45,1384,0.00,0.00,33.33,16,29.00,2.07,115,6.53,-8.13,1.74,0.00,6.27,40.82
18876,8.59,1.56,15.85,13.60,178,0.36,1910,0.00,0.00,33.33,16,41.00,2.85,115,6.53,-8.13,1.80,0.00,6.27,40.12
19141,10.94,0.00,15.39,13.44,178,0.13,2241,0.00,0.00,33.33,16,13.00,2.39,115,3.77,-10.88,1.38,0.00,0.00,13.05
19408,0.00,0.00,14.01,13.36,178,0.15,1880,0.00,0.00,33.33,16,13.00,2.01,115,3.34,-11.32,1.38,0.00,0.00,13.05
19674,0.00,0.78,14.59,13.36,178,0.18,1594,0.00,0.00,33.33,16,13.00,2.04,115,3.19,-11.46,1.38,0.00,0.00,13.05
19940,0.00,2.34,12.86,13.36,178,0.19,1422,0.00,0.00,33.33,16,21.00,1.82,115,3.34,-11.17,1.38,0.00,0.00,13.05
20206,0.00,2.34,12.17,13.36,178,0.20,1370,0.00,0.00,33.33,16,21.00,1.46,115,3.48,-11.17,1.38,0.00,0.00,13.05
20472,0.00,2.34,12.06,13.36,178,0.20,1367,0.00,0.00,33.33,16,20.00,1.46,115,3.63,-11.03,1.36,0.00,0.00,13.05
20738,0.00,2.34,12.17,13.52,178,0.20,1358,0.00,0.00,33.33,16,19.00,1.45,115,3.63,-11.03,1.36,0.00,0.00,13.05
21003,0.00,2.34,12.52,13.52,178,0.21,1355,0.00,0.00,33.33,16,16.50,1.45,115,3.63,-11.03,1.36,0.00,0.00,13.05
21269,0.00,2.34,12.75,13.52,178,0.21,1330,0.00,0.00,33.33,16,17.50,1.42,115,3.63,-11.03,1.38,0.00,0.00,13.05
21535,0.00,2.34,12.86,13.60,178,0.21,1307,0.00,0.00,33.33,16,18.50,1.39,115,3.63,-11.03,1.36,0.00,0.00,13.05
21802,0.00,2.34,12.98,13.60,178,0.22,1284,0.00,0.00,33.33,16,17.50,1.38,115,3.63,-11.03,1.36,0.00,0.00,13.05
22068,0.00,2.34,13.21,13.60,178,0.22,1273,0.00,0.00,33.33,16,18.00,1.36,115,3.77,-10.88,1.38,0.00,0.00,13.05
22334,0.00,2.34,13.44,13.44,178,0.23,1238,0.00,0.00,33.33,16,19.50,1.34,115,3.77,-10.88,1.38,0.00,0.00,13.05
22599,-0.78,2.34,13.44,13.36,178,0.24,1186,0.00,0.00,33.33,16,21.00,1.27,115,4.06,-10.59,1.38,0.00,0.00,13.05
22865,-3.12,2.34,13.55,13.36,178,0.26,1124,0.00,0.00,33.33,16,21.00,1.21,115,4.50,-10.16,1.40,0.00,0.39,13.05
23131,-4.69,2.34,13.90,13.28,178,0.30,1034,0.00,0.00,33.33,16,21.00,1.32,115,4.79,-9.87,1.42,0.00,0.78,13.05
23396,-5.47,2.34,14.13,13.36,178,0.34,1013,0.00,0.00,33.33,16,26.00,1.30,115,5.37,-9.29,1.46,0.00,1.18,41.17
23662,-4.69,2.34,14.70,13.36,178,0.32,1110,0.00,0.00,33.33,16,29.50,1.42,115,5.66,-9.00,1.46,0.00,1.57,30.98
23928,-3.91,1.56,15.04,13.44,178,0.31,1151,0.00,0.00,33.33,16,34.00,1.47,115,5.66,-9.00,1.48,0.00,1.57,40.12
24193,-3.12,0.00,15.39,13.52,178,0.31,1222,0.00,0.00,33.33,16,40.00,1.56,115,5.66,-9.00,1.50,0.00,1.96,39.77
24459,-0.78,0.00,15.50,13.52,178,0.33,1215,0.00,0.00,33.33,16,26.00,1.55,115,5.66,-9.00,1.52,0.00,2.35,26.41
24724,3.91,0.00,15.73,13.52,178,0.36,1148,0.00,0.00,33.33,16,40.50,1.71,115,5.95,-8.56,1.54,0.00,2.75,32.38
24989,5.47,0.00,15.50,13.52,178,0.38,1138,0.00,0.00,33.33,16,33.00,1.70,115,6.24,-8.27,1.56,0.00,2.75,30.98
25256,5.47,0.00,15.04,13.60,178,0.36,1184,0.00,0.00,33.33,16,30.00,1.77,115,6.38,-8.27,1.54,0.00,2.75,32.38
25522,4.69,0.00,14.70,13.60,178,0.34,1275,0.00,0.00,33.33,16,31.50,1.90,115,6.09,-8.71,1.56,0.00,2.75,40.12
25787,3.91,0.00,14.59,13.68,178,0.32,1338,0.00,0.00,33.33,16,31.00,1.71,115,5.66,-9.14,1.56,0.00,2.75,40.47
26053,3.12,0.00,14.70,13.68,178,0.29,1490,0.00,0.00,33.33,16,26.00,1.91,115,5.22,-9.43,1.56,0.00,2.75,31.33
26318,0.00,0.00,14.36,13.68,178,0.28,1548,0.00,0.00,33.33,16,30.00,1.98,115,4.93,-9.72,1.56,0.00,2.75,33.44
26589,-3.12,0.00,14.13,13.68,178,0.28,1574,0.00,0.00,33.33,16,26.00,2.01,115,4.79,-9.87,1.56,0.00,2.75,26.41
26855,-4.69,0.00,14.36,13.68,178,0.29,1528,0.00,0.00,33.33,16,33.00,1.95,115,4.93,-9.72,1.56,0.00,2.75,32.03
27120,-3.91,0.00,14.59,13.28,178,0.30,1483,0.00,0.00,33.33,16,26.00,1.93,115,4.93,-9.72,1.56,0.00,2.75,26.41
27386,-2.34,0.00,14.93,13.28,178,0.30,1467,0.00,0.00,33.33,16,34.00,1.86,115,5.08,-9.58,1.56,0.00,2.75,34.49
27652,0.00,0.00,15.16,13.28,178,0.29,1508,0.00,0.00,33.33,16,41.00,1.93,115,5.08,-9.58,1.56,0.00,2.75,26.41
27918,0.78,0.00,15.04,13.44,178,0.29,1545,0.00,0.00,33.33,16,30.00,1.98,115,4.93,-9.72,1.56,0.00,2.75,30.98
28184,0.00,0.00,14.70,13.52,178,0.27,1607,0.00,0.00,33.33,16,26.00,2.06,115,4.79,-9.87,1.56,0.00,2.75,26.41
28450,-0.78,0.00,14.59,13.52,178,0.28,1546,0.00,0.00,33.33,16,26.00,1.98,115,4.64,-10.01,1.56,0.00,2.75,26.41
28716,-0.78,0.00,14.70,13.52,178,0.29,1522,0.00,0.00,33.33,16,32.00,1.95,115,4.93,-9.72,1.56,0.00,2.75,32.03
28982,0.00,0.00,14.81,13.52,178,0.29,1515,0.00,0.00,33.33,16,29.50,1.94,115,4.93,-9.72,1.56,0.00,2.75,26.41
29248,0.00,0.00,14.81,13.52,178,0.30,1460,0.00,0.00,33.33,16,41.50,1.87,115,5.08,-9.58,1.56,0.00,2.75,40.82
29513,0.00,0.00,14.81,13.60,178,0.30,1495,0.00,0.00,33.33,16,26.00,1.91,115,5.08,-9.58,1.56,0.00,2.75,26.41
29779,0.00,0.00,14.81,13.52,178,0.30,1443,0.00,0.00,33.33,16,41.50,1.85,115,5.08,-9.58,1.56,0.00,2.75,40.12
30045,0.00,0.00,14.70,13.60,178,0.30,1452,0.00,0.00,33.33,16,33.00,1.86,115,5.08,-9.58,1.56,0.00,2.75,33.44
30310,-0.78,0.00,14.70,13.60,178,0.31,1464,0.00,0.00,33.33,16,33.00,1.87,115,5.08,-9.58,1.56,0.00,2.75,32.03
30576,-1.56,0.00,14.59,13.60,178,0.31,1441,0.00,0.00,33.33,16,30.00,1.84,115,5.08,-9.58,1.56,0.00,2.75,29.22
30843,-1.56,0.00,14.70,13.60,178,0.32,1408,0.00,0.00,33.33,16,26.00,1.81,115,5.22,-9.43,1.56,0.00,2.75,26.41
31108,-1.56,0.00,14.70,13.60,178,0.31,1422,0.00,0.00,33.33,16,40.00,1.82,115,5.22,-9.43,1.56,0.00,2.75,41.17
31375,-0.78,0.00,14.81,13.60,178,0.32,1400,0.00,0.00,33.33,16,41.00,1.79,115,5.22,-9.43,1.56,0.00,2.75,40.47
31640,-0.78,0.00,14.81,13.60,178,0.31,1423,0.00,0.00,33.33,16,26.00,1.84,115,5.22,-9.43,1.56,0.00,2.75,26.41
31906,0.00,0.00,14.93,13.68,178,0.31,1416,0.00,0.00,33.33,16,40.00,1.78,115,5.22,-9.43,1.56,0.00,2.75,40.47
32172,0.00,0.00,14.81,13.60,178,0.32,1406,0.00,0.00,33.33,16,26.00,1.80,115,5.22,-9.43,1.56,0.00,2.75,40.82
32437,-0.78,0.00,14.70,13.68,178,0.31,1439,0.00,0.00,33.33,16,26.00,1.84,115,5.22,-9.43,1.56,0.00,2.75,26.41
32703,-0.78,0.00,14.70,13.68,178,0.30,1494,0.00,0.00,33.33,16,32.00,1.91,115,5.08,-9.58,1.56,0.00,2.75,40.12
32969,-1.56,0.00,14.70,13.68,178,0.26,1678,0.00,0.00,33.33,16,26.00,2.15,115,4.64,-10.01,1.56,0.00,2.75,32.38
33235,-2.34,0.00,14.59,13.68,178,0.25,1802,0.00,0.00,33.33,16,40.00,1.92,115,4.06,-10.59,1.56,0.00,2.75,26.41
33501,-3.91,0.00,14.47,13.68,178,0.25,1805,0.00,0.00,33.33,16,28.50,1.93,115,3.92,-10.74,1.56,0.00,2.75,26.41
33767,-6.25,0.00,14.24,13.68,178,0.25,1733,0.00,0.00,33.33,16,41.00,1.85,115,3.92,-10.74,1.56,0.00,2.75,33.44
34033,-8.59,0.00,14.36,13.60,178,0.28,1582,0.00,0.00,33.33,16,26.00,1.69,115,4.21,-10.30,1.56,0.00,2.75,32.03
34299,-8.59,0.00,14.59,13.68,178,0.30,1501,0.00,0.00,33.33,16,31.00,1.92,115,4.64,-9.87,1.56,0.00,2.75,26.41
34565,-7.03,0.00,14.93,13.76,178,0.21,1464,0.00,0.00,33.33,16,25.00,1.56,115,4.64,-10.45,1.38,0.00,0.00,35.55
34830,0.00,0.00,15.39,13.76,178,0.19,1533,0.00,0.00,33.33,16,18.50,0.00,115,3.63,-11.03,1.38,0.00,0.00,17.62
35095,0.00,0.78,15.73,13.52,178,0.27,1145,0.00,0.00,33.33,16,21.00,1.22,115,4.21,-10.45,1.38,0.00,0.00,13.05
35362,0.00,2.34,18.03,13.60,178,0.24,1141,0.00,0.00,33.33,16,15.50,1.22,115,4.50,-10.16,1.38,0.00,0.00,13.05
35628,-4.69,2.34,14.36,13.44,178,0.26,1146,0.00,0.00,33.33,16,15.00,1.46,115,4.64,-10.01,1.40,0.00,0.39,13.05
35894,-6.25,2.34,12.75,13.44,178,0.30,1108,0.00,0.00,33.33,16,17.50,1.42,115,4.93,-9.72,1.44,0.00,1.18,13.05
36159,-4.69,2.34,13.90,13.68,178,0.33,1078,0.00,0.00,33.33,16,23.50,1.38,115,5.37,-9.29,1.48,0.00,1.57,37.66
36424,-3.12,1.56,14.59,13.76,178,0.32,1236,0.00,0.00,33.33,16,31.50,1.53,115,5.66,-9.00,1.52,0.00,2.35,32.03
36690,3.12,0.00,15.39,13.76,178,0.31,1382,0.00,0.00,33.33,16,39.50,1.73,115,5.51,-9.14,1.56,0.00,2.75,40.12
36956,5.47,0.00,15.39,13.68,178,0.32,1427,0.00,0.00,33.33,16,33.00,1.83,115,5.37,-9.29,1.60,0.00,3.53,30.98
37222,4.69,0.00,14.70,13.68,178,0.37,1331,0.00,0.00,33.33,16,41.00,1.99,115,5.66,-9.00,1.62,0.00,3.92,30.62
37487,3.12,0.00,14.47,13.68,178,0.40,1252,0.00,0.00,33.33,16,30.50,1.87,115,6.09,-8.56,1.64,0.00,4.31,26.41
37754,3.12,0.00,14.70,13.68,178,0.44,1171,0.00,0.00,33.33,16,26.00,1.75,115,6.96,-7.69,1.66,0.00,4.31,34.49
38020,0.78,0.00,14.47,13.68,178,0.45,1188,0.00,0.00,33.33,16,26.00,1.77,115,7.40,-7.25,1.66,0.00,4.31,26.41
38286,-0.78,0.00,14.36,13.68,178,0.43,1230,0.00,0.00,33.33,16,26.00,1.84,115,7.40,-7.25,1.66,0.00,4.31,26.41
38552,-0.78,0.00,14.59,13.60,178,0.44,1226,0.00,0.00,33.33,16,26.00,1.83,115,7.25,-7.40,1.66,0.00,4.71,26.41
38818,0.78,0.00,14.93,13.60,178,0.44,1238,0.00,0.00,33.33,16,26.00,1.85,115,7.25,-7.40,1.66,0.00,4.71,26.41
39083,1.56,0.00,15.04,13.60,178,0.43,1251,0.00,0.00,33.33,16,41.00,1.87,115,7.25,-7.40,1.66,0.00,4.71,26.41
39349,0.78,0.00,14.81,13.52,178,0.43,1259,0.00,0.00,33.33,16,26.00,1.88,115,7.11,-7.55,1.66,0.00,4.71,26.41
39615,1.56,0.00,14.93,13.44,178,0.43,1277,0.00,0.00,33.33,16,26.00,1.91,115,6.96,-7.69,1.68,0.00,4.71,26.41
39880,0.78,0.00,14.81,13.44,178,0.43,1270,0.00,0.00,33.33,16,29.00,1.90,115,6.96,-7.69,1.66,0.00,4.71,30.98
40146,0.00,0.00,14.70,13.36,178,0.41,1308,0.00,0.00,33.33,16,40.50,1.95,115,6.82,-7.84,1.66,0.00,4.71,26.41
40412,0.00,0.00,14.70,13.44,178,0.35,1550,0.00,0.00,33.33,16,33.00,2.14,115,6.53,-8.13,1.66,0.00,4.31,26.41
40678,0.00,0.00,14.70,13.44,178,0.16,1920,0.00,0.00,33.33,16,41.00,2.38,115,4.21,-10.45,1.40,0.00,0.00,25.00
40944,0.00,0.00,14.70,13.68,178,0.15,1880,0.00,0.00,33.33,16,25.50,2.47,115,3.05,-11.61,1.38,0.00,0.00,19.38
41210,0.00,0.78,12.63,13.60,178,0.18,1563,0.00,0.00,33.33,16,15.00,0.00,115,3.05,-11.61,1.38,0.00,0.00,14.45
41475,0.00,2.34,12.52,13.52,178,0.25,1161,0.00,0.00,33.33,16,21.00,1.24,115,3.77,-10.88,1.38,0.00,0.00,13.05
41741,0.00,2.34,13.32,13.68,178,0.25,1138,0.00,0.00,33.33,16,17.50,1.21,115,4.35,-10.30,1.38,0.00,0.00,13.05
42006,0.00,2.34,13.09,13.52,178,0.25,1125,0.00,0.00,33.33,16,17.50,1.20,115,4.50,-10.16,1.36,0.00,0.00,13.05
42272,0.00,2.34,12.75,13.52,178,0.26,1106,0.00,0.00,33.33,16,18.00,1.42,115,4.50,-10.16,1.38,0.00,0.00,13.05
42538,0.00,2.34,13.32,13.44,178,0.28,1108,0.00,0.00,33.33,16,16.50,1.42,115,4.79,-9.87,1.44,0.00,0.78,13.05
42804,0.00,2.34,13.90,13.36,178,0.33,1102,0.00,0.00,33.33,16,25.00,1.41,115,5.22,-9.43,1.50,0.00,1.96,23.59
43070,0.00,1.56,14.47,13.44,178,0.34,1225,0.00,0.00,33.33,16,26.00,1.57,115,5.80,-8.85,1.56,0.00,2.75,40.12
43336,0.00,0.00,14.70,13.44,178,0.33,1379,0.00,0.00,33.33,16,32.50,1.76,115,5.66,-9.00,1.58,0.00,3.14,40.47
43601,0.00,0.00,15.16,13.36,178,0.33,1401,0.00,0.00,33.33,16,41.50,1.79,115,5.51,-9.14,1.60,0.00,3.53,34.49
43867,0.00,0.00,15.16,13.36,178,0.34,1414,0.00,0.00,33.33,16,32.00,1.81,115,5.66,-9.00,1.60,0.00,3.53,32.38
44133,0.00,0.00,14.93,13.36,178,0.33,1424,0.00,0.00,33.33,16,33.00,1.82,115,5.66,-9.14,1.60,0.00,3.53,39.77
44399,0.00,0.00,14.81,13.44,178,0.17,1573,0.00,0.00,33.33,16,30.00,2.01,115,4.50,-10.16,1.38,0.00,0.00,28.16
44664,0.00,0.00,14.59,13.44,178,0.16,1731,0.00,0.00,33.33,16,20.00,1.85,115,3.19,-11.46,1.38,0.00,0.00,21.48
44930,0.00,0.78,13.32,13.44,178,0.18,1512,0.00,0.00,33.33,16,13.00,1.66,115,3.05,-11.61,1.38,0.00,0.00,13.05
45196,0.00,2.34,12.40,13.52,178,0.21,1354,0.00,0.00,33.33,16,21.00,1.46,115,3.48,-11.17,1.38,0.00,0.00,13.05
45462,0.00,2.34,12.06,13.60,178,0.21,1346,0.00,0.00,33.33,16,21.00,1.42,115,3.63,-11.03,1.38,0.00,0.00,13.05
45728,0.00,2.34,12.06,13.44,178,0.23,1345,0.00,0.00,33.33,16,20.00,1.43,115,3.77,-10.88,1.42,0.00,0.78,13.05
45994,-3.91,2.34,12.40,13.36,178,0.30,1260,0.00,0.00,33.33,16,21.00,1.68,115,4.21,-10.45,1.50,0.00,1.96,22.89
46259,-6.25,1.56,13.67,13.36,178,0.32,1321,0.00,0.00,33.33,16,31.50,1.69,115,4.93,-9.72,1.56,0.00,3.14,26.41
46525,-6.25,0.00,14.59,13.36,178,0.35,1393,0.00,0.00,33.33,16,26.00,1.78,115,5.51,-9.14,1.62,0.00,3.92,26.41
