Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
13177,15.04,13.60,192,956,74.90,11.50,2.45,45,0.00,6.38,0.00,0,-8.27,5.80,0.00,0.00
13239,15.16,13.60,192,956,74.90,11.50,2.45,45,0.00,6.38,0.00,0,-8.27,5.83,0.00,0.00
13300,15.04,13.52,192,960,74.90,11.50,2.46,45,0.00,6.53,0.00,0,-8.13,5.80,0.00,0.00
13361,15.04,13.52,192,969,74.90,11.50,2.48,45,0.00,6.38,0.00,0,-8.27,5.80,0.00,0.00
13423,15.16,13.60,192,974,74.90,10.50,2.29,45,0.00,6.53,0.00,0,-8.13,5.74,0.00,0.00
13484,15.04,13.52,192,976,74.90,10.50,2.29,45,0.00,6.38,0.00,0,-8.27,5.71,0.00,0.00
13546,15.04,13.60,192,976,74.90,10.50,2.29,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
13608,14.93,13.52,192,969,74.90,11.50,2.27,45,0.00,6.38,0.00,0,-8.27,5.71,0.00,0.00
13669,14.93,13.60,192,966,74.90,11.50,2.27,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
13731,14.93,13.52,192,967,74.90,11.50,2.48,45,0.00,6.38,0.00,0,-8.27,5.77,0.00,0.00
13792,14.93,13.68,192,970,74.90,11.50,2.48,45,0.00,6.38,0.00,0,-8.27,5.77,0.00,0.00
13855,14.93,13.52,192,968,74.90,12.00,2.27,45,0.00,6.38,0.00,0,-8.27,5.74,0.00,0.00
13915,15.04,13.60,192,966,74.90,12.50,2.27,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
13976,15.04,13.52,192,974,74.90,11.50,2.27,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
14038,15.04,13.60,192,976,74.90,11.50,2.29,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
14101,15.04,13.52,192,976,74.90,11.00,2.29,45,0.00,6.38,0.00,0,-8.27,5.67,0.00,0.00
14161,15.04,13.60,192,982,74.90,11.50,2.31,45,0.00,6.24,0.00,0,-8.42,5.61,0.00,0.00
14224,15.04,13.60,192,979,74.90,11.50,2.30,45,0.00,6.24,0.00,0,-8.42,5.61,0.00,0.00
14285,15.04,13.60,192,979,74.90,11.50,2.30,45,0.00,6.24,0.00,0,-8.42,5.67,0.00,0.00
14347,15.16,13.52,192,976,74.90,12.50,2.29,45,0.00,6.24,0.00,0,-8.42,5.65,0.00,0.00
14408,15.16,13.52,192,984,74.90,11.50,2.31,45,0.00,6.24,0.00,0,-8.42,5.65,0.00,0.00
14469,15.16,13.60,192,983,74.90,11.50,2.31,45,0.00,6.24,0.00,0,-8.42,5.65,0.00,0.00
14531,15.16,13.52,192,988,74.90,11.50,2.32,45,0.00,6.24,0.00,0,-8.42,5.65,0.00,0.00
14593,15.16,13.60,192,987,74.90,11.50,2.32,45,0.00,6.24,0.00,0,-8.42,5.58,0.00,0.00
14654,15.27,13.52,192,994,74.90,11.00,2.33,45,0.00,6.24,0.00,0,-8.42,5.58,0.00,0.00
14716,15.04,13.60,192,993,74.90,11.50,2.33,45,0.00,6.24,0.00,0,-8.42,5.58,0.00,0.00
14778,15.04,13.52,192,989,74.90,11.00,2.32,45,0.00,6.24,0.00,0,-8.42,5.54,0.00,0.00
14839,15.04,13.60,192,988,74.90,12.00,2.32,45,0.00,6.24,0.00,0,-8.42,5.54,0.00,0.00
14902,15.04,13.60,192,990,74.90,12.00,2.32,45,0.00,6.09,0.00,0,-8.56,5.58,0.00,0.00
14963,14.93,13.60,192,990,74.90,12.50,2.32,45,0.00,6.09,0.00,0,-8.56,5.58,0.00,0.00
15025,14.93,13.60,192,985,74.90,13.00,2.32,45,0.00,6.09,0.00,0,-8.56,5.58,0.00,0.00
15085,14.93,13.60,192,985,74.90,13.00,2.31,45,0.00,6.09,0.00,0,-8.56,5.61,0.00,0.00
15147,14.93,13.52,192,985,74.90,12.50,2.31,45,0.00,6.09,0.00,0,-8.56,5.61,0.00,0.00
15210,15.04,13.60,192,999,74.90,11.50,2.34,45,0.00,6.09,0.00,0,-8.56,5.58,0.00,0.00
15271,15.04,13.60,192,1004,74.90,11.00,2.36,45,0.00,6.09,0.00,0,-8.56,5.58,0.00,0.00
15333,15.04,13.60,192,1006,74.90,11.00,2.36,45,0.00,6.09,0.00,0,-8.56,5.41,0.00,0.00
15393,14.93,13.60,192,1006,74.90,11.50,2.36,45,0.00,5.95,0.00,0,-8.71,5.29,0.00,0.00
15455,14.93,13.60,192,1002,74.90,11.50,2.35,45,0.00,5.95,0.00,0,-8.71,5.13,0.00,0.00
15517,15.04,13.60,192,1003,74.90,12.00,2.35,45,0.00,5.95,0.00,0,-8.71,5.32,0.00,0.00
15579,14.93,13.52,192,993,74.90,13.00,2.33,45,0.00,5.95,0.00,0,-8.71,5.52,0.00,0.00
15640,14.81,13.60,192,988,74.90,14.00,2.32,45,0.00,5.95,0.00,0,-8.71,5.61,0.00,0.00
15702,14.93,13.60,192,991,74.90,13.50,2.33,45,0.00,5.95,0.00,0,-8.71,5.61,0.00,0.00
15763,14.93,13.60,192,998,74.90,13.00,2.34,45,0.00,5.95,0.00,0,-8.71,5.58,0.00,0.00
15824,14.93,13.60,192,1004,74.90,12.00,2.35,45,0.00,5.95,0.00,0,-8.71,5.39,0.00,0.00
15886,14.81,13.60,192,1007,74.90,13.00,2.36,45,0.00,5.80,0.00,0,-8.85,5.19,0.00,0.00
15948,14.93,13.60,192,1006,74.90,12.50,2.36,45,0.00,5.80,0.00,0,-8.85,5.32,0.00,0.00
16010,14.81,13.60,192,1000,74.90,13.00,2.13,45,0.00,5.80,0.00,0,-8.85,5.19,0.00,0.00
16071,14.93,13.60,192,999,74.90,13.00,2.13,45,0.00,5.80,0.00,0,-8.85,5.48,0.00,0.00
16133,14.81,13.60,192,994,74.90,14.00,2.56,45,0.00,5.95,0.00,0,-8.71,5.61,0.00,0.00
16195,14.93,13.60,192,994,74.90,13.00,2.33,45,0.00,5.95,0.00,0,-8.71,5.61,0.00,0.00
16256,14.93,13.60,192,1002,74.90,12.50,2.35,44,0.00,5.95,0.00,0,-8.71,5.58,0.00,0.00
16318,14.93,13.52,192,1006,74.90,12.50,2.36,44,0.00,5.95,0.00,0,-8.71,5.48,0.00,0.00
16378,14.93,13.60,192,1006,74.90,12.50,2.36,44,0.00,5.80,0.00,0,-8.85,5.19,0.00,0.00
16441,14.93,13.60,192,1007,74.90,12.50,2.15,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
16502,14.93,13.60,192,1004,74.90,13.00,2.14,44,0.00,5.66,0.00,0,-9.00,5.04,0.00,0.00
16564,14.70,13.60,192,999,74.90,13.50,2.13,44,0.00,5.66,0.00,0,-9.00,5.10,0.00,0.00
16626,14.59,13.60,192,994,74.90,14.00,2.33,44,0.00,5.66,0.00,0,-9.00,5.32,0.00,0.00
16687,14.59,13.60,192,990,74.90,14.50,2.32,44,0.00,5.80,0.00,0,-8.85,5.52,0.00,0.00
16748,14.59,13.60,192,986,74.90,15.00,2.31,44,0.00,5.80,0.00,0,-8.85,5.58,0.00,0.00
16810,14.70,13.60,192,994,74.90,14.00,2.33,44,0.00,5.95,0.00,0,-8.71,5.58,0.00,0.00
16873,14.70,13.60,192,999,74.90,13.00,2.34,44,0.00,5.95,0.00,0,-8.71,5.52,0.00,0.00
16932,14.81,13.52,192,1005,74.90,13.00,2.36,44,0.00,5.95,0.00,0,-8.71,5.39,0.00,0.00
16995,14.81,13.60,192,1002,74.90,13.00,2.35,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
17057,14.70,13.52,192,1002,74.90,13.00,2.35,44,0.00,5.66,0.00,0,-9.00,4.66,0.00,0.00
17119,14.70,13.60,192,1000,74.90,13.50,2.14,44,0.00,5.51,0.00,0,-9.14,4.63,0.00,0.00
17180,14.59,13.60,192,990,74.90,14.50,2.13,44,0.00,5.51,0.00,0,-9.14,5.10,0.00,0.00
17241,14.59,13.60,192,990,74.90,15.00,2.11,44,0.00,5.66,0.00,0,-9.00,5.10,0.00,0.00
17303,14.47,13.52,192,988,74.90,15.50,2.32,44,0.00,5.80,0.00,0,-8.85,5.29,0.00,0.00
17364,14.59,13.60,192,989,74.90,15.50,2.32,44,0.00,5.80,0.00,0,-8.85,5.52,0.00,0.00
17425,14.59,13.52,192,996,74.90,13.50,2.34,44,0.00,5.80,0.00,0,-8.85,5.48,0.00,0.00
17487,14.59,13.52,192,1004,74.90,13.00,2.36,44,0.00,5.80,0.00,0,-8.85,5.45,0.00,0.00
17550,14.70,13.60,192,1011,74.90,12.00,2.37,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
17611,14.59,13.52,192,1012,74.90,12.00,2.16,44,0.00,5.66,0.00,0,-9.00,4.59,0.00,0.00
17672,14.59,13.60,192,1003,74.90,12.00,2.14,44,0.00,5.51,0.00,0,-9.14,4.51,0.00,0.00
17734,14.47,13.52,192,996,74.90,14.00,2.12,44,0.00,5.37,0.00,0,-9.29,4.69,0.00,0.00
17795,14.47,13.60,192,987,74.90,15.00,2.32,44,0.00,5.51,0.00,0,-9.14,5.10,0.00,0.00
17857,14.47,13.44,192,979,74.90,15.50,2.51,44,0.00,5.66,0.00,0,-9.00,5.45,0.00,0.00
17919,14.36,13.60,192,976,74.90,16.00,2.29,44,0.00,5.66,0.00,0,-9.00,5.52,0.00,0.00
17980,14.47,13.52,192,980,74.90,15.50,2.30,44,0.00,5.80,0.00,0,-8.85,5.45,0.00,0.00
18042,14.36,13.60,192,986,74.90,14.50,2.31,44,0.00,5.80,0.00,0,-8.85,5.39,0.00,0.00
18104,14.36,13.52,192,1002,74.90,13.00,2.31,44,0.00,5.80,0.00,0,-8.85,5.22,0.00,0.00
18165,13.90,13.60,192,1006,74.90,12.50,2.14,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
18226,14.13,13.60,192,1004,74.90,13.00,2.15,44,0.00,5.51,0.00,0,-9.14,4.57,0.00,0.00
18288,14.01,13.60,192,1004,74.90,14.00,2.14,44,0.00,5.51,0.00,0,-9.14,4.57,0.00,0.00
18349,14.24,13.60,192,991,74.90,15.00,2.11,44,0.00,5.51,0.00,0,-9.14,4.42,0.00,0.00
18412,14.24,13.60,192,985,74.90,15.00,2.10,44,0.00,5.51,0.00,0,-9.14,5.00,0.00,0.00
18472,14.47,13.52,192,972,74.90,16.00,2.28,44,0.00,5.66,0.00,0,-9.00,5.29,0.00,0.00
18534,14.47,13.52,192,970,74.90,16.00,2.28,44,0.00,5.66,0.00,0,-9.00,5.32,0.00,0.00
18597,14.59,13.60,192,975,74.90,15.50,2.29,44,0.00,5.80,0.00,0,-8.85,5.29,0.00,0.00
18657,14.59,13.52,192,979,74.90,15.00,2.09,44,0.00,5.80,0.00,0,-8.85,5.16,0.00,0.00
18719,14.59,13.60,192,980,74.90,14.50,2.09,44,0.00,5.80,0.00,0,-8.85,5.10,0.00,0.00
18780,14.47,13.60,192,976,74.90,15.00,2.08,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
18843,14.47,13.60,192,977,74.90,15.00,2.08,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
18903,14.47,13.60,192,976,74.90,15.00,2.08,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
18965,14.47,13.60,192,976,74.90,15.00,2.08,44,0.00,5.66,0.00,0,-9.00,5.04,0.00,0.00
19027,14.47,13.52,192,969,74.90,15.50,2.07,44,0.00,5.66,0.00,0,-9.00,5.07,0.00,0.00
19088,14.59,13.60,192,968,74.90,15.50,2.06,44,0.00,5.66,0.00,0,-9.00,5.07,0.00,0.00
19151,14.70,13.60,192,963,74.90,15.50,2.06,44,0.00,5.66,0.00,0,-9.00,5.07,0.00,0.00
19211,14.81,13.60,192,965,74.90,15.50,2.05,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
19273,14.81,13.52,192,965,74.90,14.50,2.06,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
19335,14.93,13.68,192,970,74.90,14.50,2.07,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
19396,14.93,13.60,192,970,74.90,15.00,2.07,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
19458,15.04,13.60,192,966,74.90,15.00,2.06,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
19520,14.93,13.52,192,963,74.90,15.00,2.05,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
19581,14.93,13.52,192,960,74.90,15.50,2.05,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
19642,15.04,13.60,192,954,74.90,15.00,2.03,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
19703,15.04,13.52,192,956,74.90,15.50,2.24,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
19766,15.04,13.60,192,953,74.90,15.50,2.03,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
19827,14.93,13.60,192,954,74.90,15.50,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
19889,15.04,13.60,192,954,74.90,15.50,2.04,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
19951,15.04,13.60,192,958,74.90,15.00,2.04,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
20011,15.04,13.60,192,952,74.90,15.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
20074,14.93,13.60,192,952,74.90,15.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
20135,14.93,13.52,192,946,74.90,15.50,2.22,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
20197,14.93,13.60,192,952,74.90,15.00,2.22,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
20259,15.04,13.52,192,952,74.90,15.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
20319,15.04,13.60,192,952,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
20382,15.04,13.52,192,964,74.90,13.00,2.06,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
20442,15.04,13.60,192,966,74.90,13.00,2.06,44,0.00,5.66,0.00,0,-9.00,4.82,0.00,0.00
20506,14.93,13.52,192,962,74.90,14.00,2.05,44,0.00,5.66,0.00,0,-9.00,4.82,0.00,0.00
20566,14.93,13.52,192,958,74.90,14.00,2.04,44,0.00,5.66,0.00,0,-9.00,4.75,0.00,0.00
20627,14.93,13.60,192,954,74.90,14.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
20689,14.93,13.52,192,946,74.90,15.50,2.02,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
20751,15.04,13.60,192,948,74.90,15.00,2.22,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
20811,14.93,13.52,192,952,74.90,14.00,2.24,44,0.00,5.66,0.00,0,-9.00,5.00,0.00,0.00
20874,15.04,13.60,192,954,74.90,14.00,2.24,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
20935,14.93,13.60,192,958,74.90,13.50,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
20996,14.93,13.60,192,958,74.90,13.50,2.04,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
21058,14.81,13.52,192,957,74.90,14.00,2.04,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
21119,14.93,13.60,192,950,74.90,13.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
21180,14.81,13.52,192,947,74.90,15.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
21243,14.93,13.60,192,941,74.90,15.50,2.02,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
21305,14.81,13.52,192,941,74.90,15.00,2.21,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
21365,14.81,13.60,192,943,74.90,15.50,2.21,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21429,14.81,13.52,192,941,74.90,14.50,2.21,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21490,14.81,13.60,192,944,74.90,14.50,2.22,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21552,14.81,13.52,192,944,74.90,14.50,2.21,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21613,14.81,13.52,192,948,74.90,14.00,2.22,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21675,14.81,13.60,192,949,74.90,14.00,2.23,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
21735,14.81,13.60,192,952,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
21798,14.81,13.60,192,949,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
21858,14.81,13.52,192,954,74.90,13.50,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
21920,14.81,13.60,192,952,74.90,14.00,2.23,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
21981,14.81,13.52,192,959,74.90,13.50,2.05,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
22044,14.70,13.60,192,960,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
22105,14.81,13.60,192,963,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22166,14.70,13.60,192,960,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
22229,14.81,13.60,192,1022,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
22290,14.81,13.60,190,957,74.90,13.50,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22352,14.81,13.60,190,957,74.90,13.00,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22413,14.81,13.60,190,961,74.90,13.50,2.05,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22475,14.81,13.60,190,956,74.90,13.00,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22536,14.81,13.60,190,960,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22598,14.81,13.60,190,956,74.90,13.50,2.04,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22659,14.81,13.60,190,960,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
22720,14.81,13.52,190,955,74.90,13.00,2.24,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
22782,14.93,13.60,190,952,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
22843,14.81,13.60,190,954,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
22905,14.93,13.60,190,948,74.90,14.50,2.02,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
22967,14.93,13.60,190,948,74.90,14.50,2.22,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
23029,14.93,13.60,190,951,74.90,14.00,2.23,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
23090,14.81,13.60,190,956,74.90,13.50,2.04,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
23152,14.81,13.60,190,952,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
23213,14.81,13.60,190,952,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
23275,14.81,13.60,190,950,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
23336,14.81,13.60,190,949,74.90,14.00,2.23,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
23398,14.81,13.60,190,949,74.90,14.00,2.02,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
23460,14.81,13.52,190,951,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
23521,14.81,13.60,190,960,74.90,14.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
23583,14.81,13.52,190,960,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
23645,14.81,13.52,190,964,74.90,13.00,2.06,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
23706,14.70,13.60,190,961,74.90,13.00,2.05,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
23769,14.81,13.52,190,962,74.90,13.00,2.05,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
23829,14.70,13.60,190,959,74.90,13.50,2.05,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
23891,14.81,13.52,190,958,74.90,13.50,2.04,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
23953,14.70,13.60,190,958,74.90,13.50,2.04,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
24014,14.81,13.60,190,957,74.90,13.50,2.04,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
24075,14.70,13.60,190,953,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24138,14.81,13.60,190,955,74.90,14.00,2.04,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
24199,14.70,13.52,190,950,74.90,13.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.97,0.00,0.00
24260,14.81,13.52,190,952,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24322,14.81,13.52,190,952,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24383,14.81,13.52,190,948,74.90,14.50,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24445,14.81,13.60,190,948,74.90,14.00,2.02,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24507,14.81,13.52,190,950,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
24569,14.81,13.60,190,953,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24630,14.81,13.52,190,952,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24692,14.81,13.52,190,951,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.82,0.00,0.00
24752,14.70,13.60,190,950,74.90,14.00,2.03,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
24815,14.81,13.52,190,945,74.90,14.50,2.22,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
24877,14.70,13.60,190,944,74.90,14.50,2.01,44,0.00,5.66,0.00,0,-9.00,4.88,0.00,0.00
24938,14.81,13.60,190,943,74.90,15.00,2.01,44,0.00,5.66,0.00,0,-9.00,4.91,0.00,0.00
25000,14.70,13.60,190,940,74.90,15.00,2.01,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
25061,14.81,13.52,190,940,74.90,15.00,2.20,44,0.00,5.66,0.00,0,-9.00,4.94,0.00,0.00
25123,14.81,13.60,190,946,74.90,14.50,2.02,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25185,14.70,13.52,190,947,74.90,14.00,2.02,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25247,14.81,13.60,190,951,74.90,13.50,2.03,44,0.00,5.80,0.00,0,-8.85,4.88,0.00,0.00
25308,14.70,13.52,190,951,74.90,13.50,2.03,44,0.00,5.80,0.00,0,-8.85,4.88,0.00,0.00
25370,14.81,13.60,190,944,74.90,14.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25431,14.59,13.52,190,944,74.90,14.00,2.01,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25492,14.70,13.60,190,943,74.90,14.00,2.01,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25555,14.70,13.60,190,944,74.90,14.00,2.01,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
25615,14.70,13.60,190,944,74.90,14.00,2.22,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
25677,14.70,13.68,190,950,74.90,13.50,2.03,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25739,14.70,13.68,190,950,74.90,13.50,2.03,44,0.00,5.80,0.00,0,-8.85,4.94,0.00,0.00
25800,14.70,13.60,190,954,74.90,13.00,2.04,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25862,14.70,13.68,190,952,74.90,13.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.91,0.00,0.00
25924,14.70,13.60,190,954,74.90,13.00,2.03,44,0.00,5.80,0.00,0,-8.85,4.97,0.00,0.00
25985,14.47,13.60,190,952,74.90,13.00,2.24,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
26047,14.59,13.60,190,950,74.90,13.00,2.23,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26107,14.70,13.60,190,951,74.90,13.50,2.23,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26170,14.70,13.60,190,952,74.90,13.50,2.23,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26231,14.70,13.60,190,955,74.90,13.00,2.24,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26293,14.81,13.60,190,957,74.90,13.00,2.25,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
26354,14.70,13.60,190,958,74.90,13.00,2.25,44,0.00,5.80,0.00,0,-8.85,5.00,0.00,0.00
26416,14.81,13.60,190,896,74.90,13.00,2.04,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26479,14.70,13.60,190,960,74.90,13.00,2.25,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26540,14.70,13.60,190,963,74.90,13.00,2.05,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
26600,14.70,13.60,190,962,74.90,12.50,2.26,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26662,14.70,13.52,190,965,74.90,12.50,2.06,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26723,14.81,13.60,190,966,74.90,13.00,2.06,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
26785,14.81,13.60,190,972,74.90,12.00,2.07,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26847,14.70,13.52,190,972,74.90,12.00,2.28,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
26908,14.81,13.60,190,975,74.90,12.00,2.08,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
26970,14.70,13.52,190,976,74.90,12.00,2.08,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
27031,14.81,13.60,190,974,74.90,12.50,2.08,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
27092,14.81,13.52,190,968,74.90,13.00,2.27,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
27155,14.81,13.60,190,970,74.90,13.00,2.28,44,0.00,5.80,0.00,0,-8.85,5.07,0.00,0.00
27215,14.70,13.60,190,970,74.90,13.00,2.07,44,0.00,5.80,0.00,0,-8.85,5.04,0.00,0.00
