Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
14953,15.16,14.24,45,0.24,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
15020,15.16,14.16,45,0.24,1216,33.33,12.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
15085,15.04,14.24,45,0.25,1208,33.33,13.00,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15151,15.04,14.16,45,0.25,1210,33.33,13.00,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15217,14.93,14.16,45,0.24,1220,33.33,12.00,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15283,14.93,14.16,45,0.25,1215,33.33,11.50,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15350,14.93,14.24,45,0.25,1216,33.33,12.50,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15416,14.93,14.16,45,0.24,1225,33.33,11.50,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15482,14.93,14.16,45,0.24,1224,33.33,11.50,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15549,15.04,14.16,45,0.24,1227,33.33,11.50,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15614,14.93,14.24,45,0.24,1228,33.33,11.50,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15681,14.93,14.16,45,0.24,1226,33.33,12.00,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15747,14.93,14.24,45,0.24,1228,33.33,11.50,2.10,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15812,14.93,14.16,45,0.24,1236,33.33,11.00,2.11,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
15880,14.81,14.24,45,0.24,1228,33.33,12.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
15946,14.81,14.16,45,0.24,1227,33.33,12.50,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16011,14.81,14.24,45,0.24,1235,33.33,11.50,2.11,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16077,14.81,14.16,45,0.24,1232,33.33,12.00,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16143,14.81,14.16,45,0.23,1231,33.33,12.00,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16209,14.70,14.16,45,0.23,1236,33.33,11.50,2.11,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16276,14.70,14.24,45,0.23,1231,33.33,12.50,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16343,14.70,14.16,45,0.23,1232,33.33,13.00,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16408,14.70,14.16,45,0.23,1228,33.33,13.00,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16475,14.70,14.16,45,0.23,1221,33.33,13.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16541,14.70,14.16,45,0.23,1222,33.33,14.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16606,14.70,14.16,45,0.23,1219,33.33,13.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16673,14.70,14.24,45,0.23,1206,33.33,15.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16739,14.81,14.16,45,0.23,1209,33.33,14.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16805,14.81,14.16,45,0.23,1206,33.33,14.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16872,14.93,14.24,45,0.23,1204,33.33,14.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
16937,14.93,14.24,45,0.24,1204,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17003,15.04,14.24,45,0.24,1206,33.33,14.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17069,15.16,14.16,45,0.24,1201,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17137,15.16,14.24,45,0.24,1205,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17201,15.16,14.24,45,0.24,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17268,15.16,14.24,45,0.24,1205,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
17334,15.04,14.24,45,0.24,1209,33.33,12.50,2.07,20,0.00,4.79,0.00,0,-10.16,0.00,0.00
17400,15.04,14.24,45,0.24,1213,33.33,12.50,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17465,15.04,14.16,45,0.25,1209,33.33,13.00,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17533,15.04,14.24,45,0.25,1212,33.33,12.00,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17599,15.04,14.24,45,0.24,1218,33.33,12.00,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17664,15.04,14.16,45,0.24,1220,33.33,12.50,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17731,15.04,14.16,45,0.24,1216,33.33,12.00,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17798,14.93,14.24,45,0.24,1220,33.33,11.50,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17864,14.93,14.16,45,0.24,1224,33.33,12.00,2.09,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17930,14.93,14.16,45,0.24,1222,33.33,11.00,2.10,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
17996,14.93,14.24,45,0.24,1232,33.33,11.00,2.09,20,0.00,4.64,0.00,0,-10.01,0.00,0.00
18061,14.93,14.24,45,0.24,1225,33.33,11.50,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18128,14.81,14.24,45,0.23,1228,33.33,11.00,2.11,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18194,14.81,14.24,45,0.24,1234,33.33,12.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18260,14.81,14.16,45,0.24,1227,33.33,12.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18327,14.81,14.24,45,0.24,1227,33.33,11.50,2.10,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18393,14.81,14.16,45,0.24,1231,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18459,14.81,14.24,45,0.24,1224,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18526,14.81,14.16,45,0.23,1223,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18592,14.81,14.24,45,0.24,1223,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18657,14.81,14.16,45,0.24,1219,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18724,14.81,14.24,45,0.23,1220,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18789,14.81,14.16,45,0.23,1222,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18855,14.81,14.24,45,0.23,1219,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18922,14.81,14.16,45,0.23,1222,33.33,12.50,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
18987,14.81,14.16,45,0.23,1223,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19054,14.81,14.16,45,0.23,1219,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19120,14.81,14.24,45,0.23,1218,33.33,13.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19187,14.81,14.16,45,0.23,1222,33.33,14.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19252,14.81,14.16,45,0.23,1211,33.33,13.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19319,14.70,14.16,45,0.23,1212,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19384,14.70,14.16,45,0.23,1214,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19451,14.70,14.16,45,0.24,1207,33.33,14.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19518,14.81,14.24,45,0.23,1203,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19584,14.81,14.16,45,0.23,1205,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19650,14.93,14.16,45,0.24,1201,33.33,14.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19717,15.04,14.16,45,0.24,1209,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19782,15.04,14.24,45,0.24,1210,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19848,15.04,14.16,45,0.24,1202,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19914,15.04,14.16,46,0.24,1211,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
19980,14.93,14.16,46,0.23,1212,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20046,14.93,14.16,46,0.24,1206,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20113,14.93,14.16,46,0.24,1210,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20179,14.93,14.24,46,0.24,1212,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20245,14.93,14.16,46,0.24,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20310,14.93,14.16,46,0.23,1216,33.33,13.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20376,14.81,14.16,46,0.23,1212,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20443,14.93,14.24,46,0.23,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20510,14.81,14.16,46,0.23,1203,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20575,14.81,14.16,46,0.23,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20641,14.81,14.16,46,0.24,1202,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20707,14.81,14.24,46,0.24,1202,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20774,14.81,14.16,46,0.24,1205,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20840,14.81,14.16,46,0.24,1201,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20905,14.81,14.16,46,0.24,1201,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
20971,14.81,14.32,46,0.24,1210,33.33,12.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21037,14.93,14.16,46,0.25,1206,33.33,12.00,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21105,14.93,14.24,46,0.24,1206,33.33,13.00,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21170,14.93,14.24,46,0.24,1210,33.33,12.00,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21237,14.93,14.24,46,0.24,1212,33.33,12.00,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21303,14.93,14.16,46,0.24,1209,33.33,12.50,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21369,14.93,14.24,46,0.24,1220,33.33,11.50,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21434,14.93,14.24,46,0.24,1220,33.33,11.50,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
21501,15.04,14.24,46,0.24,1213,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21567,14.93,14.16,46,0.23,1220,33.33,11.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21633,14.93,14.24,46,0.23,1220,33.33,11.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21700,14.81,14.16,46,0.23,1213,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21765,14.81,14.24,46,0.23,1217,33.33,12.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21832,14.81,14.16,46,0.23,1215,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21898,14.81,14.24,46,0.23,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
21964,14.81,14.16,46,0.23,1218,33.33,12.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22030,14.70,14.24,46,0.23,1217,33.33,12.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22097,14.70,14.16,46,0.23,1212,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22162,14.81,14.24,46,0.23,1215,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22229,14.81,14.16,46,0.23,1214,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22295,14.81,14.24,46,0.23,1206,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22362,14.81,14.16,46,0.23,1212,33.33,13.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22428,14.81,14.24,46,0.23,1210,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22494,14.81,14.16,46,0.23,1204,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22559,14.93,14.16,46,0.23,1203,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22626,14.93,14.16,46,0.23,1204,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22692,14.93,14.24,46,0.23,1195,33.33,14.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22758,14.93,14.16,46,0.23,1198,33.33,14.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22823,14.93,14.24,46,0.23,1199,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22890,14.93,14.16,46,0.23,1193,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
22956,14.93,14.24,46,0.24,1192,33.33,14.00,2.03,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
23023,15.04,14.16,46,0.24,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
23089,15.04,14.24,46,0.24,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
23154,15.04,14.16,46,0.24,1194,33.33,13.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
23221,15.04,14.24,46,0.24,1197,33.33,13.50,2.04,20,0.00,4.79,0.00,0,-10.16,0.00,0.00
23287,15.16,14.16,46,0.24,1199,33.33,13.00,2.05,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23354,15.04,14.24,46,0.24,1193,33.33,13.50,2.04,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23420,15.04,14.16,46,0.24,1194,33.33,13.00,2.04,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23486,15.04,14.16,46,0.24,1202,33.33,12.50,2.05,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23551,14.93,14.16,46,0.24,1198,33.33,13.00,2.05,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23618,14.93,14.16,46,0.24,1199,33.33,11.50,2.06,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23684,14.93,14.16,46,0.24,1207,33.33,12.50,2.05,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23751,14.93,14.24,46,0.25,1198,33.33,12.00,2.05,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23817,14.81,14.16,46,0.25,1204,33.33,11.00,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23882,14.93,14.16,46,0.24,1214,33.33,11.50,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
23950,14.81,14.16,46,0.24,1215,33.33,12.00,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
24015,14.81,14.24,46,0.24,1210,33.33,11.50,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
24082,14.81,14.16,46,0.24,1215,33.33,11.50,2.08,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
24147,14.81,14.24,46,0.24,1218,33.33,11.50,2.07,20,0.00,4.79,0.00,0,-10.01,0.00,0.00
24214,14.81,14.16,46,0.24,1215,33.33,11.00,2.09,20,0.00,4.64,0.00,0,-10.01,0.00,0.00
24280,14.81,14.24,46,0.24,1223,33.33,11.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24346,14.81,14.24,46,0.24,1223,33.33,11.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24412,14.81,14.16,46,0.23,1218,33.33,11.50,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24478,14.81,14.24,46,0.23,1223,33.33,11.50,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24545,14.81,14.24,46,0.24,1222,33.33,12.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24610,14.81,14.24,46,0.23,1214,33.33,12.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24676,14.81,14.24,46,0.23,1220,33.33,12.00,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24742,14.81,14.16,46,0.23,1220,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24809,14.93,14.16,46,0.23,1213,33.33,11.50,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24874,14.93,14.24,46,0.23,1222,33.33,12.00,2.09,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
24941,14.93,14.16,46,0.23,1222,33.33,13.00,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25008,14.93,14.16,46,0.23,1213,33.33,12.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25074,14.93,14.16,46,0.23,1218,33.33,12.50,2.08,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25140,14.93,14.24,46,0.23,1216,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25206,14.93,14.24,46,0.23,1206,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25272,14.93,14.24,46,0.23,1207,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25338,14.81,14.16,46,0.23,1207,33.33,14.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25404,14.81,14.24,46,0.23,1202,33.33,14.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25470,14.81,14.16,46,0.23,1205,33.33,13.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25537,14.81,14.16,46,0.23,1204,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25603,14.81,14.24,46,0.23,1202,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25669,14.81,14.24,46,0.23,1204,33.33,12.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25734,14.81,14.16,46,0.23,1210,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25801,14.81,14.16,46,0.23,1200,33.33,13.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25867,14.81,14.16,46,0.23,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25932,14.81,14.24,46,0.23,1202,33.33,13.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
25999,14.81,14.16,46,0.23,1193,33.33,14.00,2.03,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26065,14.93,14.16,46,0.23,1192,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26131,14.93,14.16,46,0.23,1198,33.33,13.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26198,14.93,14.24,46,0.24,1195,33.33,14.00,2.03,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26264,14.93,14.16,46,0.24,1189,33.33,14.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26331,14.93,14.16,46,0.24,1196,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26396,15.04,14.16,46,0.24,1194,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26463,15.04,14.24,46,0.24,1196,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26529,15.04,14.16,46,0.23,1204,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26596,15.04,14.16,46,0.23,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26662,14.93,14.16,46,0.23,1196,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26728,14.93,14.16,46,0.23,1205,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26793,14.93,14.16,46,0.24,1201,33.33,12.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26861,14.93,14.16,46,0.24,1201,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26926,14.81,14.16,46,0.24,1206,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
26993,14.93,14.24,46,0.24,1208,33.33,11.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27060,14.81,14.16,46,0.24,1202,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27125,14.81,14.16,46,0.23,1208,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27191,14.81,14.16,46,0.23,1205,33.33,12.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27257,14.81,14.16,46,0.24,1199,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27324,14.81,14.16,46,0.23,1205,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27390,14.81,14.16,46,0.23,1204,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27456,14.81,14.16,46,0.23,1196,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27522,14.81,14.16,46,0.23,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27589,14.81,14.16,46,0.23,1206,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27655,14.81,14.24,46,0.23,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27721,14.70,14.16,46,0.23,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27788,14.81,14.24,47,0.23,1203,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27853,14.81,14.16,47,0.24,1196,33.33,12.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27920,14.81,14.24,47,0.24,1197,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
27985,14.81,14.24,47,0.24,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28051,14.81,14.24,47,0.24,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28118,14.93,14.16,47,0.24,1196,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28183,14.93,14.24,47,0.24,1203,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28249,14.81,14.24,47,0.23,1204,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28316,14.81,14.24,47,0.24,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28382,14.81,14.16,47,0.23,1208,33.33,13.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28448,14.93,14.24,47,0.23,1208,33.33,12.00,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28516,14.93,14.24,47,0.23,1202,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28581,14.93,14.24,47,0.23,1197,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28646,14.81,14.16,47,0.23,1202,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28713,14.81,14.24,47,0.23,1194,33.33,13.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28779,14.93,14.24,47,0.23,1193,33.33,13.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28846,14.81,14.24,47,0.23,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28912,14.93,14.16,47,0.23,1194,33.33,12.50,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
28978,14.81,14.24,47,0.24,1189,33.33,14.00,2.03,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29044,14.93,14.16,47,0.24,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29110,14.93,14.16,47,0.24,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29176,14.93,14.16,47,0.24,1190,33.33,13.50,2.03,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29242,15.04,14.16,47,0.24,1198,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29308,15.04,14.16,47,0.24,1199,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29374,15.04,14.24,47,0.24,1197,33.33,13.00,2.04,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29441,15.04,14.16,47,0.24,1198,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29506,15.04,14.16,47,0.23,1206,33.33,11.50,2.06,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29572,15.04,14.16,47,0.23,1201,33.33,12.50,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29638,14.93,14.16,47,0.23,1204,33.33,12.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29704,14.93,14.16,47,0.23,1213,33.33,11.50,2.07,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
29771,14.93,14.24,47,0.23,1200,33.33,13.00,2.05,20,0.00,4.64,0.00,0,-10.16,0.00,0.00
