Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
822196,14.81,13.44,178,932,74.90,14.00,2.01,46,0.00,5.08,0.00,0,0.28,0.00,-9.87,4.33,0.00,0.0
822267,14.70,13.44,180,941,74.90,14.00,1.73,46,0.00,5.08,0.00,0,0.28,0.00,-9.72,4.39,0.00,0.0
822338,14.70,13.52,180,965,74.90,11.50,1.88,46,0.00,5.08,0.00,0,0.27,0.00,-9.72,4.39,0.00,0.0
822409,14.70,13.52,180,978,74.90,10.50,1.88,46,0.00,5.22,0.00,0,0.27,0.00,-9.72,4.36,0.00,0.0
822479,14.70,13.52,180,980,74.90,10.50,1.90,46,0.00,5.22,0.00,0,0.26,0.00,-9.58,4.36,0.00,0.0
822550,14.47,13.52,180,989,74.90,10.00,1.81,46,0.00,5.22,0.00,0,0.28,0.00,-9.58,4.39,0.00,0.0
822620,14.24,13.52,180,944,74.90,15.00,1.95,46,0.00,5.22,0.00,0,0.29,0.00,-9.58,4.42,0.00,0.0
822691,14.13,13.52,180,912,74.90,18.00,1.90,46,0.00,5.37,0.00,0,0.29,0.00,-9.43,4.44,0.00,0.0
822763,14.01,13.52,180,892,74.90,20.00,1.87,46,0.00,5.37,0.00,0,0.29,0.00,-9.43,4.28,0.00,0.0
822833,14.01,13.52,180,872,74.90,21.00,1.86,46,0.00,5.37,0.00,0,0.30,0.00,-9.43,4.25,0.00,0.0
822903,14.13,13.52,180,865,74.90,21.50,1.85,46,0.00,5.51,0.00,0,0.30,0.00,-9.29,4.36,0.00,0.0
822974,14.13,13.52,180,852,74.90,22.00,1.82,46,0.00,5.51,0.00,0,0.31,0.00,-9.29,4.39,0.00,0.0
823046,14.24,13.44,180,850,74.90,22.00,1.82,46,0.00,5.66,0.00,0,0.32,0.00,-9.14,4.51,0.00,0.0
823115,14.36,13.44,180,852,74.90,21.50,1.81,46,0.00,5.80,0.00,0,0.34,0.00,-9.14,4.57,0.00,0.0
823187,14.13,13.52,180,848,74.90,21.00,2.01,46,0.00,5.80,0.00,0,0.34,0.00,-9.00,4.88,0.00,0.0
823257,14.47,13.52,180,854,74.90,20.00,2.02,46,0.00,5.95,0.00,0,0.35,0.00,-9.00,5.00,0.00,0.0
823327,14.24,13.52,180,862,74.90,19.00,2.05,46,0.00,6.09,0.00,0,0.35,0.00,-8.85,5.13,0.00,0.0
823398,14.59,13.44,180,875,74.90,17.50,2.09,46,0.00,6.09,0.00,0,0.36,0.00,-8.71,5.32,0.00,0.0
823468,14.36,13.52,180,892,74.90,15.50,2.12,46,0.00,6.24,0.00,0,0.36,0.00,-8.56,5.39,0.00,0.0
823540,13.78,13.52,180,904,74.90,14.00,2.16,46,0.00,6.24,0.00,0,0.35,0.00,-8.56,5.35,0.00,0.0
823612,14.01,13.52,180,922,74.90,12.00,2.19,46,0.00,6.24,0.00,0,0.35,0.00,-8.56,5.32,0.00,0.0
823682,13.55,13.52,180,934,74.90,10.50,1.99,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.26,0.00,0.0
823752,13.78,13.52,180,941,74.90,10.50,2.01,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.19,0.00,0.0
823824,13.67,13.52,180,938,74.90,10.50,2.00,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.19,0.00,0.0
823894,13.90,13.52,180,936,74.90,11.50,2.00,46,0.00,6.24,0.00,0,0.34,0.00,-8.56,5.22,0.00,0.0
823964,14.01,13.52,180,925,74.90,12.50,2.19,46,0.00,6.24,0.00,0,0.35,0.00,-8.56,5.29,0.00,0.0
824035,14.36,13.52,180,931,74.90,12.00,2.18,46,0.00,6.38,0.00,0,0.35,0.00,-8.56,5.39,0.00,0.0
824106,14.47,13.28,180,928,74.90,12.50,2.17,46,0.00,6.38,0.00,0,0.37,0.00,-8.42,5.67,0.00,0.0
824177,14.81,13.44,180,926,74.90,13.00,2.16,46,0.00,6.38,0.00,0,0.37,0.00,-8.42,5.67,0.00,0.0
824247,14.81,13.44,180,922,74.90,13.00,2.38,46,0.00,6.53,0.00,0,0.37,0.00,-8.42,5.74,0.00,0.0
824318,14.93,13.36,180,930,74.90,12.50,2.21,46,0.00,6.53,0.00,0,0.36,0.00,-8.27,5.67,0.00,0.0
824389,15.16,13.44,180,940,74.90,11.50,2.23,46,0.00,6.53,0.00,0,0.36,0.00,-8.27,5.67,0.00,0.0
824460,14.81,13.36,180,951,74.90,10.50,2.24,46,0.00,6.53,0.00,0,0.35,0.00,-8.27,5.61,0.00,0.0
824530,14.70,13.44,180,954,74.90,10.50,2.22,46,0.00,6.53,0.00,0,0.35,0.00,-8.27,5.45,0.00,0.0
824602,14.70,13.36,180,955,74.90,10.50,2.24,46,0.00,6.53,0.00,0,0.35,0.00,-8.27,5.52,0.00,0.0
824671,14.70,13.44,180,937,74.90,13.00,2.20,46,0.00,6.53,0.00,0,0.35,0.00,-8.27,5.52,0.00,0.0
824742,14.70,13.12,180,944,74.90,12.00,2.21,46,0.00,6.53,0.00,0,0.35,0.00,-8.27,5.54,0.00,0.0
824813,14.70,13.28,180,937,74.90,13.00,2.20,46,0.00,6.53,0.00,0,0.36,0.00,-8.27,5.61,0.00,0.0
824884,14.81,13.28,180,935,74.90,13.50,2.18,46,0.00,6.67,0.00,0,0.36,0.00,-8.27,5.65,0.00,0.0
824953,14.93,13.36,180,930,74.90,14.00,2.40,46,0.00,6.67,0.00,0,0.37,0.00,-8.13,5.71,0.00,0.0
825025,15.16,13.28,180,938,74.90,13.00,2.20,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.71,0.00,0.0
825096,15.16,13.28,180,939,74.90,13.00,2.23,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.74,0.00,0.0
825166,15.27,13.36,180,950,74.90,11.50,2.24,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.67,0.00,0.0
825236,15.04,13.28,180,956,74.90,11.50,2.26,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.58,0.00,0.0
825308,14.93,13.36,180,964,74.90,10.50,2.24,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.54,0.00,0.0
825378,14.81,13.28,180,955,74.90,11.50,2.24,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.54,0.00,0.0
825449,14.81,13.36,180,956,74.90,12.00,2.23,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.61,0.00,0.0
825520,15.04,13.28,180,956,74.90,12.00,2.24,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.58,0.00,0.0
825590,14.93,13.36,180,952,74.90,13.00,2.24,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.65,0.00,0.0
825661,15.27,13.36,180,960,74.90,11.50,2.25,46,0.00,6.67,0.00,0,0.36,0.00,-8.13,5.61,0.00,0.0
825732,15.04,13.36,180,957,74.90,12.50,2.12,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.65,0.00,0.0
825802,15.39,13.36,180,966,74.90,11.50,2.26,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.61,0.00,0.0
825873,15.04,13.44,180,965,74.90,11.50,2.29,46,0.00,6.67,0.00,0,0.35,0.00,-8.13,5.58,0.00,0.0
825943,15.39,13.44,180,976,74.90,10.50,2.29,46,0.00,6.53,0.00,0,0.35,0.00,-8.13,5.61,0.00,0.0
826014,15.04,13.44,180,975,74.90,11.00,2.30,46,0.00,6.53,0.00,0,0.34,0.00,-8.27,5.58,0.00,0.0
826085,15.27,13.44,180,981,74.90,10.50,2.28,46,0.00,6.53,0.00,0,0.34,0.00,-8.27,5.54,0.00,0.0
826156,15.04,13.44,180,970,74.90,11.50,2.28,46,0.00,6.53,0.00,0,0.34,0.00,-8.27,5.58,0.00,0.0
