Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
18204,14.81,13.68,190,2086,74.90,33.00,4.45,47,0.00,5.37,5.10,11,-9.29,10.03,0.00,0.28
18268,14.70,13.68,190,2106,74.90,33.00,4.04,47,0.00,5.37,5.10,11,-9.29,9.97,0.00,0.28
18333,14.70,13.60,190,2109,74.90,33.00,4.05,47,0.00,5.37,5.10,11,-9.29,9.97,0.00,0.29
18397,14.81,13.68,190,2092,74.90,33.00,4.02,47,0.00,5.37,5.10,11,-9.29,9.97,0.00,0.28
18461,14.81,13.60,190,2095,74.90,33.00,4.02,47,0.00,5.37,5.10,11,-9.29,9.97,0.00,0.29
18525,14.81,13.68,190,2114,74.90,33.00,4.06,47,0.00,5.37,5.10,11,-9.29,10.08,0.00,0.28
18589,14.81,13.60,190,2121,74.90,33.00,4.07,47,0.00,5.22,5.10,11,-9.43,9.97,0.00,0.28
18653,14.81,13.68,190,2123,74.90,33.00,4.08,47,0.00,5.22,5.10,11,-9.43,9.97,0.00,0.28
18716,14.81,13.60,190,2117,74.90,33.00,4.07,47,0.00,5.22,5.10,11,-9.43,10.07,0.00,0.29
18781,14.70,13.60,190,2111,74.90,33.00,4.05,47,0.00,5.37,5.10,11,-9.29,9.88,0.00,0.28
18843,14.70,13.60,190,2116,74.90,33.00,4.06,47,0.00,5.22,5.10,11,-9.43,9.88,0.00,0.28
18909,14.70,13.60,190,2148,74.90,33.00,4.12,47,0.00,5.22,5.10,11,-9.43,9.88,0.00,0.27
18972,14.70,13.52,190,2156,74.90,33.00,4.14,47,0.00,5.08,5.10,11,-9.58,9.04,0.00,0.25
19036,14.59,13.52,190,2134,74.90,33.00,4.10,47,0.00,4.93,5.10,11,-9.72,9.04,0.00,0.26
19101,14.70,13.68,190,2126,74.90,33.00,4.08,47,0.00,4.93,5.10,11,-9.72,8.95,0.00,0.26
19165,14.70,13.68,190,2131,74.90,33.00,4.09,47,0.00,4.93,5.10,11,-9.72,8.99,0.00,0.26
19229,14.70,13.60,190,2131,74.90,33.00,4.09,47,0.00,4.79,5.10,11,-9.87,9.04,0.00,0.25
19293,14.93,13.68,190,2138,74.90,33.00,4.11,47,0.00,4.79,5.10,11,-9.87,9.09,0.00,0.25
19357,14.93,13.68,190,2115,74.90,33.00,4.06,47,0.00,4.79,5.10,11,-9.87,9.00,0.00,0.25
19421,14.93,13.68,190,2084,74.90,33.00,4.06,47,0.00,4.79,5.10,11,-9.87,8.91,0.00,0.26
19485,14.93,13.68,190,2074,74.90,33.00,4.00,47,0.00,4.79,5.10,11,-9.87,8.91,0.00,0.26
19548,14.93,13.60,190,2074,74.90,33.00,3.98,47,0.00,4.93,5.10,11,-9.72,8.95,0.00,0.26
19612,14.81,13.68,190,2074,74.90,33.00,3.98,47,0.00,4.93,5.10,11,-9.72,9.00,0.00,0.26
19676,14.81,13.68,190,2092,74.90,33.00,3.98,47,0.00,4.93,5.10,11,-9.72,8.99,0.00,0.26
19741,14.81,13.68,190,2129,74.90,33.00,4.02,47,0.00,4.79,5.10,11,-9.87,8.99,0.00,0.25
19805,14.70,13.68,190,2129,74.90,33.00,4.09,47,0.00,4.79,5.10,11,-9.87,8.95,0.00,0.25
19870,14.70,13.68,190,2105,74.90,33.00,4.09,47,0.00,4.79,5.10,12,-9.87,8.95,0.00,0.26
19932,14.70,13.68,190,2105,74.90,33.00,4.04,47,0.00,4.79,5.10,12,-9.87,9.00,0.00,0.26
19996,14.81,13.60,190,2097,74.90,33.00,4.04,47,0.00,4.79,5.10,12,-9.87,8.95,0.00,0.26
20061,14.81,13.68,190,2070,74.90,33.00,4.03,47,0.00,4.79,5.10,12,-9.87,8.91,0.00,0.26
20125,14.81,13.68,190,2057,74.90,33.00,3.97,47,0.00,4.93,5.10,12,-9.72,8.95,0.00,0.26
20189,14.81,13.68,190,2054,74.90,33.00,3.95,47,0.00,4.93,5.10,12,-9.72,8.91,0.00,0.26
20252,14.70,13.60,190,2043,74.90,33.00,3.94,47,0.00,4.93,5.10,12,-9.72,8.99,0.00,0.26
20316,14.70,13.68,190,2028,74.90,32.50,3.92,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.26
20379,14.70,13.60,190,2025,74.90,32.50,3.89,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.27
20444,14.70,13.68,190,2023,74.90,32.50,3.89,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.27
20508,14.59,13.60,190,2029,74.90,32.50,3.88,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.27
20572,14.59,13.68,190,2029,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,8.91,0.00,0.27
20636,14.59,13.60,190,2030,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.26
20700,14.59,13.68,190,2022,74.90,32.50,3.88,47,0.00,4.93,5.10,12,-9.72,9.00,0.00,0.26
20763,14.59,13.60,190,2030,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,9.09,0.00,0.27
20827,14.59,13.60,190,2034,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,9.09,0.00,0.27
20891,14.70,13.60,190,2032,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,9.09,0.00,0.27
20955,14.70,13.60,190,2029,74.90,32.50,3.90,47,0.00,4.93,5.10,12,-9.72,9.04,0.00,0.27
21018,14.70,13.60,190,2012,74.90,32.50,3.86,47,0.00,4.93,5.10,12,-9.72,9.13,0.00,0.27
21083,14.59,13.68,190,2009,74.90,32.50,3.86,47,0.00,4.93,5.10,12,-9.72,9.09,0.00,0.27
21147,14.70,13.60,190,2012,74.90,32.50,3.86,47,0.00,5.08,5.10,12,-9.58,9.04,0.00,0.27
21211,14.70,13.68,190,2010,74.90,32.50,3.86,47,0.00,5.08,5.10,12,-9.58,9.08,0.00,0.27
21275,14.70,13.60,190,2010,74.90,32.50,3.86,47,0.00,5.08,5.10,11,-9.58,9.09,0.00,0.27
21339,14.70,13.60,190,1996,74.90,32.50,3.83,47,0.00,5.08,5.10,11,-9.58,9.18,0.00,0.27
21403,14.70,13.68,190,1994,74.90,32.50,3.83,47,0.00,5.08,5.49,11,-9.58,9.09,0.00,0.27
21467,14.70,13.60,190,1991,74.90,32.50,3.82,47,0.00,5.08,5.49,11,-9.58,9.08,0.00,0.27
21531,14.70,13.60,190,1997,74.90,32.50,3.83,47,0.00,5.08,5.49,11,-9.58,9.17,0.00,0.28
21595,14.70,13.60,190,1991,74.90,32.50,3.82,47,0.00,5.08,5.49,11,-9.58,9.22,0.00,0.28
21659,14.70,13.60,190,1979,74.90,32.50,3.80,47,0.00,5.08,5.49,11,-9.58,9.22,0.00,0.28
21723,14.70,13.60,190,1978,74.90,32.00,3.80,47,0.00,5.08,5.49,11,-9.58,9.26,0.00,0.28
21786,14.81,13.60,190,1978,74.90,32.00,3.80,47,0.00,5.22,5.49,11,-9.43,9.39,0.00,0.29
21851,14.70,13.52,190,1977,74.90,32.00,3.80,47,0.00,5.22,5.49,11,-9.43,9.35,0.00,0.29
21914,14.70,13.60,190,1984,74.90,32.50,3.81,47,0.00,5.22,5.49,11,-9.43,9.44,0.00,0.29
21977,14.70,13.60,190,1986,74.90,32.50,3.81,47,0.00,5.22,5.49,11,-9.43,9.56,0.00,0.29
22042,14.70,13.60,190,1980,74.90,32.50,4.22,47,0.00,5.37,5.88,11,-9.29,9.61,0.00,0.29
22106,14.70,13.60,190,1978,74.90,32.00,4.22,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22170,14.81,13.60,190,1967,74.90,32.00,4.22,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22234,14.81,13.60,190,1946,74.90,32.00,4.20,47,0.00,5.37,5.88,11,-9.29,9.84,0.00,0.30
22298,14.70,13.60,190,1941,74.90,32.00,4.15,47,0.00,5.37,5.88,11,-9.29,9.70,0.00,0.30
22362,14.70,13.60,190,1948,74.90,32.00,4.14,47,0.00,5.37,5.88,11,-9.29,9.84,0.00,0.30
22425,14.70,13.60,190,1956,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.75,0.00,0.30
22489,14.70,13.60,190,1962,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.75,0.00,0.30
22553,14.70,13.60,190,1956,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22617,14.70,13.60,190,1952,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22680,14.70,13.60,190,1947,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22744,14.81,13.60,190,1953,74.90,32.00,4.15,47,0.00,5.37,5.88,11,-9.29,9.84,0.00,0.30
22809,14.70,13.68,190,1958,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.75,0.00,0.30
22873,14.70,13.68,190,1958,74.90,32.00,4.18,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
22936,14.70,13.60,190,1964,74.90,32.00,4.18,47,0.00,5.37,5.88,11,-9.29,9.88,0.00,0.30
23000,14.70,13.76,190,1957,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23065,14.70,13.68,190,1954,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23128,14.70,13.68,190,1951,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23192,14.70,13.60,190,1949,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23256,14.70,13.68,190,1949,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.66,0.00,0.30
23320,14.70,13.68,190,1962,74.90,32.00,4.18,47,0.00,5.37,5.88,11,-9.29,9.83,0.00,0.30
23384,14.81,13.68,190,1962,74.90,32.00,4.19,47,0.00,5.37,5.49,11,-9.29,9.79,0.00,0.30
23447,14.81,13.60,190,1966,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.88,0.00,0.30
23511,14.81,13.68,190,1958,74.90,32.00,4.18,47,0.00,5.37,5.88,11,-9.29,9.83,0.00,0.30
23575,14.93,13.68,190,1953,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.70,0.00,0.30
23638,14.81,13.68,190,1952,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23703,14.81,13.68,190,1952,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.84,0.00,0.30
23766,14.70,13.68,190,1962,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23831,14.70,13.68,190,1966,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.83,0.00,0.30
23894,14.81,13.60,190,1965,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
23958,14.81,13.60,190,1958,74.90,32.00,4.18,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
24023,14.81,13.68,190,1952,74.90,32.00,4.16,47,0.00,5.37,5.88,11,-9.29,9.79,0.00,0.30
24086,14.81,13.60,190,1954,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.70,0.00,0.30
24150,14.81,13.60,190,1954,74.90,32.00,4.17,47,0.00,5.37,5.88,11,-9.29,9.88,0.00,0.30
24214,14.93,13.60,190,1964,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.93,0.00,0.30
24278,14.81,13.68,190,1966,74.90,32.00,4.19,47,0.00,5.37,5.88,11,-9.29,9.97,0.00,0.31
24343,14.81,13.60,190,1970,74.90,32.00,4.20,47,0.00,5.51,5.88,11,-9.14,10.08,0.00,0.31
24405,14.81,13.60,190,1965,74.90,32.00,4.19,47,0.00,5.51,5.88,11,-9.14,10.08,0.00,0.31
24469,14.70,13.60,190,1959,74.90,32.00,4.18,47,0.00,5.51,5.88,11,-9.14,10.13,0.00,0.31
24533,14.70,13.60,190,1956,74.90,32.00,4.17,47,0.00,5.51,5.88,11,-9.14,10.07,0.00,0.29
24596,14.70,13.68,190,1957,74.90,32.00,4.17,47,0.00,5.51,5.88,11,-9.14,10.23,0.00,0.32
24661,14.70,13.60,190,1969,74.90,32.00,4.17,47,0.00,5.66,6.27,11,-9.00,10.38,0.00,0.32
24725,14.70,13.68,190,1971,74.90,32.00,4.20,47,0.00,5.66,6.27,11,-9.00,10.47,0.00,0.32
24789,14.70,13.60,190,1974,74.90,32.00,4.21,47,0.00,5.66,6.27,11,-9.00,10.48,0.00,0.32
24854,14.70,13.68,190,1967,74.90,32.00,4.21,47,0.00,5.66,6.27,11,-9.00,10.45,0.00,0.33
24918,14.70,13.60,190,1963,74.90,32.00,4.20,47,0.00,5.80,6.27,11,-8.85,10.69,0.00,0.33
24981,14.81,13.68,190,1968,74.90,32.00,4.19,47,0.00,5.80,6.27,11,-8.85,10.79,0.00,0.33
25045,14.81,13.68,190,1969,74.90,32.00,4.20,47,0.00,5.80,6.67,11,-8.85,10.79,0.00,0.33
25109,14.81,13.60,190,1981,74.90,32.00,4.20,47,0.00,5.80,6.27,11,-8.85,10.89,0.00,0.33
25174,14.81,13.60,190,1979,74.90,32.00,4.23,47,0.00,5.80,6.67,11,-8.85,10.89,0.00,0.33
25237,14.70,13.60,190,1984,74.90,32.50,4.22,47,0.00,5.95,6.67,11,-8.71,10.99,0.00,0.34
25301,14.70,13.60,190,1984,74.90,32.50,4.23,47,0.00,5.95,6.67,11,-8.71,10.99,0.00,0.34
25365,14.70,13.68,190,1991,74.90,32.50,4.66,47,0.00,5.95,6.67,11,-8.71,11.09,0.00,0.34
25428,14.70,13.60,190,1995,74.90,32.50,4.67,47,0.00,5.95,6.67,11,-8.71,11.19,0.00,0.33
25492,14.81,13.60,190,2004,74.90,32.50,4.26,47,0.00,5.95,6.67,11,-8.71,11.09,0.00,0.34
25556,14.81,13.60,190,2000,74.90,32.50,4.70,47,0.00,5.95,6.67,11,-8.71,11.19,0.00,0.34
25620,14.81,13.68,190,1982,74.90,32.50,4.69,47,0.00,5.95,6.67,11,-8.71,11.19,0.00,0.34
25684,14.81,13.68,190,1988,74.90,32.50,4.65,47,0.00,5.95,6.67,11,-8.71,11.29,0.00,0.34
25747,14.81,13.68,190,2001,74.90,32.50,4.67,47,0.00,5.95,6.67,11,-8.71,11.29,0.00,0.34
25812,14.81,13.68,190,2001,74.90,32.50,4.70,47,0.00,5.95,6.67,11,-8.71,11.29,0.00,0.33
25875,14.81,13.68,190,2019,74.90,32.50,4.74,47,0.00,5.95,6.67,11,-8.71,11.29,0.00,0.34
25938,14.93,13.68,190,2013,74.90,32.50,4.72,47,0.00,5.95,6.67,11,-8.71,11.29,0.00,0.31
26003,14.93,13.60,190,2000,74.90,32.50,4.69,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.37
26067,14.81,13.68,190,1990,74.90,32.50,4.67,47,0.00,6.09,6.67,11,-8.56,11.40,0.00,0.34
26131,14.81,13.60,190,1998,74.90,32.50,4.69,47,0.00,6.09,6.67,11,-8.56,11.55,0.00,0.34
26195,14.93,13.68,190,2025,74.90,32.50,4.75,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.34
26259,14.81,13.68,190,2034,74.90,32.50,4.77,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.31
26323,14.81,13.60,190,2024,74.90,32.50,4.75,47,0.00,6.09,6.67,11,-8.56,11.55,0.00,0.34
26387,14.81,13.68,190,2002,74.90,32.50,4.70,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.35
26449,14.81,13.68,190,2006,74.90,32.50,4.71,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.34
26514,14.81,13.68,190,2040,74.90,32.50,4.79,47,0.00,6.09,6.67,11,-8.56,11.51,0.00,0.34
26578,14.81,13.68,190,2053,74.90,33.00,4.82,47,0.00,6.09,6.67,11,-8.56,11.61,0.00,0.34
26641,14.81,13.68,190,2044,74.90,33.00,4.80,47,0.00,6.09,6.67,11,-8.56,11.66,0.00,0.34
26705,14.81,13.68,190,2030,74.90,32.50,4.76,47,0.00,6.09,7.06,11,-8.56,11.61,0.00,0.34
26769,14.81,13.60,190,2022,74.90,32.50,4.75,47,0.00,6.09,7.06,11,-8.56,11.61,0.00,0.34
26834,14.81,13.68,190,2046,74.90,32.50,4.80,47,0.00,6.09,7.06,11,-8.56,11.71,0.00,0.33
26897,14.81,13.60,190,2062,74.90,33.00,4.84,47,0.00,6.09,7.06,11,-8.56,11.56,0.00,0.34
26960,14.81,13.60,190,2062,74.90,33.00,4.84,47,0.00,6.09,7.06,11,-8.56,11.56,0.00,0.34
27025,14.81,13.68,190,2054,74.90,33.00,4.82,47,0.00,6.09,6.67,11,-8.56,11.66,0.00,0.34
27089,14.81,13.60,190,2047,74.90,32.50,4.80,47,0.00,6.09,6.67,11,-8.56,11.71,0.00,0.34
27153,14.81,13.68,190,2056,74.90,33.00,4.82,47,0.00,6.09,6.67,11,-8.56,11.71,0.00,0.34
27217,14.81,13.60,190,2066,74.90,33.00,4.85,47,0.00,6.09,7.06,11,-8.56,11.56,0.00,0.33
27281,14.81,13.76,190,2079,74.90,33.00,4.88,47,0.00,6.09,7.06,11,-8.56,11.55,0.00,0.34
27345,14.81,13.60,190,2087,74.90,33.00,4.88,47,0.00,6.09,7.06,11,-8.56,11.61,0.00,0.34
27409,14.81,13.68,190,2080,74.90,33.00,4.45,47,0.00,6.09,7.06,11,-8.56,11.61,0.00,0.34
27473,14.81,13.60,190,2074,74.90,33.00,4.88,47,0.00,6.09,7.06,11,-8.56,11.61,0.00,0.33
27537,14.93,13.60,190,2095,74.90,33.00,4.87,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
27600,14.93,13.60,190,2096,74.90,33.00,4.47,47,0.00,5.95,7.06,11,-8.71,11.51,0.00,0.33
27664,14.81,13.60,190,2078,74.90,33.00,4.92,47,0.00,5.95,7.06,11,-8.71,11.66,0.00,0.34
27729,14.81,13.60,190,2069,74.90,33.00,4.88,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.34
27793,14.93,13.60,190,2080,74.90,33.00,4.85,47,0.00,6.09,6.67,11,-8.56,11.71,0.00,0.34
27856,14.81,13.60,190,2094,74.90,33.00,4.88,47,0.00,6.09,7.06,11,-8.56,11.71,0.00,0.34
27920,14.81,13.68,190,2096,74.90,33.00,4.91,47,0.00,5.95,7.06,11,-8.71,11.71,0.00,0.33
27984,14.70,13.60,190,2093,74.90,33.00,4.92,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
28047,14.70,13.60,190,2090,74.90,33.00,4.91,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
28111,14.70,13.60,190,2078,74.90,33.00,4.90,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
28175,14.81,13.68,190,2091,74.90,33.00,4.88,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
28240,14.81,13.60,190,2126,74.90,33.00,4.46,47,0.00,5.95,6.67,11,-8.71,11.51,0.00,0.33
28303,14.81,13.68,190,2140,74.90,33.00,4.53,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.32
28367,14.81,13.52,190,2123,74.90,33.00,4.56,47,0.00,5.95,7.06,11,-8.71,11.56,0.00,0.33
28431,14.81,13.60,190,2123,74.90,33.00,4.53,47,0.00,5.95,6.67,11,-8.71,11.61,0.00,0.33
28495,14.93,13.60,190,2123,74.90,33.00,4.98,47,0.00,5.95,7.06,11,-8.71,11.71,0.00,0.33
28559,14.93,13.60,190,2121,74.90,33.00,4.52,47,0.00,5.95,6.67,11,-8.71,11.55,0.00,0.33
28623,14.81,13.60,190,2130,74.90,33.00,4.55,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.32
28687,14.81,13.68,190,2151,74.90,33.00,4.59,47,0.00,5.95,7.06,11,-8.71,11.55,0.00,0.32
28751,14.81,13.60,190,2143,74.90,33.00,4.57,47,0.00,5.95,6.67,11,-8.71,11.56,0.00,0.33
28815,14.81,13.68,190,2121,74.90,33.00,4.53,47,0.00,5.95,6.67,11,-8.71,11.61,0.00,0.33
28878,14.93,13.60,190,2136,74.90,33.00,4.56,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.32
28943,14.81,13.60,190,2140,74.90,33.00,4.57,47,0.00,5.95,6.67,11,-8.71,11.50,0.00,0.33
29006,14.81,13.60,190,2139,74.90,33.00,4.56,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
29070,14.81,13.68,190,2141,74.90,33.00,4.57,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.33
29135,14.70,13.60,190,2142,74.90,33.00,4.57,47,0.00,5.95,7.06,11,-8.71,11.55,0.00,0.33
29198,14.81,13.60,190,2134,74.90,33.00,4.55,47,0.00,5.95,7.06,11,-8.71,11.71,0.00,0.32
29262,14.81,13.60,190,2151,74.90,33.00,4.59,47,0.00,5.95,7.06,11,-8.71,11.61,0.00,0.32
29326,14.70,13.68,190,2156,74.90,33.00,4.60,47,0.00,5.95,6.67,12,-8.71,11.61,0.00,0.32
29390,14.70,13.60,190,2148,74.90,33.00,4.58,47,0.00,5.95,7.06,12,-8.71,11.61,0.00,0.33
29454,14.70,13.68,190,2150,74.90,33.00,4.59,47,0.00,5.95,7.06,12,-8.71,11.56,0.00,0.33
29517,14.81,13.60,190,2149,74.90,33.00,4.58,47,0.00,5.95,7.06,12,-8.71,11.61,0.00,0.32
29581,14.81,13.68,190,2143,74.90,33.00,4.57,47,0.00,5.95,7.06,12,-8.71,11.51,0.00,0.32
29645,14.81,13.68,190,2155,74.90,33.00,4.60,47,0.00,5.95,7.06,12,-8.71,11.51,0.00,0.32
29710,14.70,13.60,190,2136,74.90,33.00,4.56,47,0.00,5.95,7.06,12,-8.71,11.50,0.00,0.32
29774,14.81,13.60,190,2134,74.90,33.00,4.55,47,0.00,5.95,6.67,12,-8.71,11.61,0.00,0.33
29837,14.81,13.60,190,2152,74.90,33.00,4.59,47,0.00,5.95,7.06,12,-8.71,11.61,0.00,0.32
29901,14.81,13.68,190,2141,74.90,33.00,4.57,48,0.00,5.95,6.67,12,-8.71,11.56,0.00,0.32
29965,14.81,13.68,190,2144,74.90,33.00,4.57,48,0.00,5.95,7.06,12,-8.71,11.50,0.00,0.32
30030,14.81,13.60,190,2149,74.90,33.00,4.57,48,0.00,5.95,7.06,12,-8.71,11.61,0.00,0.33
30095,14.81,13.68,190,2131,74.90,33.00,4.58,48,0.00,5.95,7.06,12,-8.71,11.55,0.00,0.33
30159,14.81,13.68,190,2134,74.90,33.00,4.55,48,0.00,5.95,7.06,12,-8.71,11.66,0.00,0.32
30224,14.81,13.68,190,2153,74.90,33.00,4.55,48,0.00,5.95,7.06,12,-8.71,11.55,0.00,0.32
30287,14.81,13.60,190,2140,74.90,33.00,4.59,48,0.00,5.95,7.06,12,-8.71,11.61,0.00,0.32
30351,14.81,13.68,190,2143,74.90,33.00,4.57,48,0.00,5.95,7.06,12,-8.71,11.71,0.00,0.32
30415,14.81,13.60,190,2150,74.90,33.00,4.57,48,0.00,5.95,7.06,12,-8.71,11.66,0.00,0.33
30478,14.81,13.68,190,2133,74.90,33.00,4.59,48,0.00,5.95,7.06,12,-8.71,11.71,0.00,0.33
30543,14.81,13.68,190,2136,74.90,33.00,5.01,48,0.00,5.95,7.06,12,-8.71,11.82,0.00,0.33
30605,14.81,13.60,190,2160,74.90,33.00,5.01,48,0.00,5.95,7.06,12,-8.71,11.82,0.00,0.33
30670,14.70,13.60,190,2158,74.90,33.00,4.61,48,0.00,5.95,7.06,12,-8.71,11.82,0.00,0.33
30734,14.70,13.68,190,2164,74.90,33.00,5.06,48,0.00,5.95,7.06,11,-8.71,12.04,0.00,0.33
30799,14.70,13.68,190,2150,74.90,33.00,4.62,48,0.00,5.95,7.06,11,-8.71,11.77,0.00,0.33
30862,14.70,13.68,190,2135,74.90,33.00,4.59,48,0.00,5.95,7.06,11,-8.71,11.82,0.00,0.33
30926,14.70,13.68,190,2156,74.90,33.00,5.01,48,0.00,6.09,7.06,11,-8.71,11.88,0.00,0.34
30989,14.70,13.68,190,2166,74.90,33.00,5.06,48,0.00,5.95,7.06,11,-8.56,12.04,0.00,0.33
31054,14.70,13.60,190,2163,74.90,33.00,5.08,48,0.00,6.09,7.06,11,-8.71,12.04,0.00,0.33
31118,14.70,13.68,190,2163,74.90,33.00,5.08,48,0.00,6.09,7.45,11,-8.56,12.04,0.00,0.34
31181,14.70,13.60,190,2169,74.90,33.00,5.09,48,0.00,6.09,7.45,12,-8.56,12.15,0.00,0.34
31246,14.70,13.68,190,2137,74.90,33.00,5.02,48,0.00,6.09,7.45,12,-8.56,12.26,0.00,0.34
31310,14.81,13.60,190,2135,74.90,33.00,5.01,48,0.00,6.09,7.45,12,-8.56,12.10,0.00,0.31
31374,14.81,13.68,190,2161,74.90,33.00,5.07,48,0.00,6.09,7.45,12,-8.56,12.25,0.00,0.34
31438,14.81,13.60,190,2164,74.90,33.00,5.08,48,0.00,6.09,7.45,12,-8.56,12.31,0.00,0.34
31502,14.70,13.60,190,2166,74.90,33.00,5.08,48,0.00,6.09,7.45,12,-8.56,12.30,0.00,0.31
31566,14.70,13.60,190,2156,74.90,33.00,5.06,48,0.00,6.09,7.45,12,-8.56,12.30,0.00,0.34
31630,14.70,13.68,190,2142,74.90,33.00,5.03,48,0.00,6.09,7.45,12,-8.56,12.26,0.00,0.34
31694,14.70,13.52,190,2152,74.90,33.00,5.05,48,0.00,6.24,7.45,12,-8.42,12.37,0.00,0.34
31759,14.70,13.60,190,2183,74.90,33.00,5.12,48,0.00,6.09,7.45,12,-8.56,12.48,0.00,0.34
31822,14.70,13.60,190,2183,74.90,33.00,5.12,48,0.00,6.09,7.45,12,-8.56,12.41,0.00,0.34
31886,14.70,13.68,190,2189,74.90,33.00,5.14,48,0.00,6.09,7.45,12,-8.56,12.42,0.00,0.32
31950,14.81,13.60,190,2179,74.90,33.00,5.11,48,0.00,6.09,7.45,12,-8.56,12.47,0.00,0.34
32014,14.70,13.60,190,2178,74.90,33.00,5.11,48,0.00,6.09,7.45,12,-8.56,12.36,0.00,0.34
32078,14.81,13.60,190,2184,74.90,33.00,5.12,48,0.00,6.09,7.45,12,-8.56,12.37,0.00,0.34
32142,14.70,13.68,190,2169,74.90,33.00,5.09,48,0.00,6.09,7.45,12,-8.56,12.31,0.00,0.34
32207,14.70,13.60,190,2176,74.90,33.00,5.11,48,0.00,6.09,7.45,12,-8.56,12.26,0.00,0.34
32270,14.81,13.60,190,2182,74.90,33.00,5.12,48,0.00,6.09,7.45,12,-8.56,12.31,0.00,0.33
32333,14.81,13.60,190,2178,74.90,33.00,5.11,48,0.00,6.09,7.45,12,-8.56,12.31,0.00,0.34
32397,14.81,13.60,190,2187,74.90,33.00,5.13,48,0.00,6.09,7.45,12,-8.56,12.31,0.00,0.34
32461,14.81,13.68,190,2180,74.90,33.00,5.12,48,0.00,6.09,7.45,12,-8.56,12.26,0.00,0.34
32525,14.81,13.60,190,2189,74.90,33.00,5.14,48,0.00,6.09,7.45,12,-8.56,12.25,0.00,0.34
