Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
828482,14.59,13.76,183,0.54,2284,33.33,28.50,6.87,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
828551,14.59,13.76,183,0.53,2300,33.33,28.50,6.84,39,0.00,8.71,9.02,44,-6.09,20.60,0.00
828618,14.70,13.84,183,0.54,2289,33.33,28.50,6.88,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
828688,14.70,13.84,183,0.52,2304,33.33,28.50,6.83,39,0.00,8.71,9.02,44,-6.09,20.35,0.00
828756,14.59,13.68,183,0.55,2288,33.33,28.50,6.89,39,0.00,8.71,9.02,44,-6.09,20.53,0.00
828824,14.70,13.84,183,0.52,2305,33.33,28.50,6.85,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
828893,14.70,13.68,183,0.53,2293,33.33,28.50,6.89,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
828961,14.70,13.84,183,0.54,2308,33.33,28.50,6.85,39,0.00,8.71,9.02,44,-6.09,20.52,0.00
829030,14.70,13.68,183,0.53,2294,33.33,28.50,7.39,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
829098,14.59,13.84,183,0.53,2298,33.33,28.50,6.86,39,0.00,8.71,9.02,44,-6.09,20.36,0.00
829167,14.59,13.68,183,0.53,2311,33.33,28.50,6.90,39,0.00,8.71,9.02,44,-6.09,20.27,0.00
829235,14.47,13.76,183,0.52,2298,33.33,28.50,6.86,39,0.00,8.56,9.02,44,-6.24,19.96,0.00
829303,14.47,13.76,183,0.51,2309,33.33,28.50,6.90,39,0.00,8.56,8.63,45,-6.24,19.66,0.00
829372,14.47,13.84,183,0.50,2303,33.33,28.50,6.88,39,0.00,8.42,8.24,45,-6.38,19.21,0.00
829440,14.47,13.76,183,0.50,2312,33.33,29.00,6.90,39,0.00,8.27,8.24,45,-6.53,19.13,0.00
829509,14.47,13.84,183,0.49,2301,33.33,32.00,6.38,39,0.00,8.13,8.24,45,-6.67,18.66,0.00
829577,14.36,13.68,183,0.48,2314,33.33,32.00,6.42,39,0.00,7.98,7.84,45,-6.82,18.45,0.00
829646,14.47,13.84,183,0.48,2303,33.33,32.00,6.39,39,0.00,7.98,7.84,45,-6.82,18.30,0.00
829714,14.59,13.76,183,0.46,2314,33.33,32.00,6.42,39,0.00,7.84,7.45,45,-6.96,17.71,0.00
829783,14.59,13.76,183,0.46,2308,33.33,32.00,6.40,39,0.00,7.69,7.45,45,-7.11,17.45,0.00
829851,14.59,13.76,183,0.45,2308,33.33,32.50,5.91,39,0.00,7.69,7.45,45,-7.11,17.17,0.00
829920,14.70,13.84,183,0.45,2311,33.33,32.50,5.92,39,0.00,7.55,7.06,45,-7.25,16.84,0.00
829989,14.70,13.68,183,0.44,2314,33.33,33.00,5.89,39,0.00,7.40,7.06,45,-7.40,16.49,0.00
830057,14.70,13.76,183,0.43,2300,33.33,33.00,5.93,39,0.00,7.40,6.67,45,-7.40,16.09,0.00
830125,14.70,13.68,183,0.40,2316,33.33,33.00,5.40,39,0.00,7.25,6.27,45,-7.55,15.67,0.00
830194,14.59,13.84,183,0.40,2300,33.33,33.00,5.39,39,0.00,6.96,6.27,45,-7.84,15.30,0.00
830263,14.59,13.76,183,0.40,2299,33.33,33.50,5.42,39,0.00,6.96,6.27,45,-7.84,15.14,0.00
830331,14.59,13.84,183,0.38,2309,33.33,33.50,5.40,39,0.00,6.82,6.27,45,-7.98,15.14,0.00
830400,14.59,13.84,183,0.38,2302,33.33,34.00,5.42,39,0.00,6.82,6.27,45,-7.98,14.80,0.00
830469,14.70,13.84,183,0.39,2310,33.33,34.00,5.39,39,0.00,6.67,5.88,45,-8.13,14.86,0.00
830536,14.70,13.84,183,0.38,2296,33.33,34.00,5.43,39,0.00,6.67,5.88,45,-8.13,14.68,0.00
830605,14.70,13.84,183,0.38,2294,33.33,33.50,5.38,39,0.00,6.53,5.88,45,-8.27,14.69,0.00
830673,14.70,13.84,183,0.38,2309,33.33,33.50,5.42,39,0.00,6.53,5.88,45,-8.27,14.63,0.00
830743,14.70,13.84,183,0.38,2292,33.33,33.50,5.38,39,0.00,6.53,5.88,45,-8.27,14.33,0.00
830811,14.70,13.84,183,0.37,2310,33.33,33.50,4.93,39,0.00,6.53,5.88,45,-8.27,14.33,0.00
830880,14.70,13.84,183,0.38,2290,33.33,33.50,4.89,39,0.00,6.53,5.88,45,-8.27,14.33,0.00
830949,14.70,13.84,183,0.37,2310,33.33,33.50,4.93,39,0.00,6.53,5.88,45,-8.27,14.22,0.00
831016,14.70,13.76,183,0.38,2288,33.33,33.50,4.88,39,0.00,6.38,5.88,45,-8.42,14.46,0.00
831085,14.70,13.76,183,0.37,2306,33.33,33.50,4.92,39,0.00,6.38,5.49,45,-8.42,14.22,0.00
831154,14.81,13.76,183,0.37,2292,33.33,33.50,4.89,39,0.00,6.38,5.49,45,-8.42,14.04,0.00
831221,14.70,13.84,183,0.37,2300,33.33,33.50,4.91,39,0.00,6.38,5.49,45,-8.42,14.15,0.00
831290,14.70,13.76,183,0.37,2296,33.33,33.50,4.90,39,0.00,6.38,5.49,45,-8.42,14.22,0.00
831358,14.70,13.84,183,0.37,2300,33.33,33.50,4.91,39,0.00,6.38,5.49,45,-8.42,14.33,0.00
831426,14.70,13.76,183,0.38,2290,33.33,33.50,4.90,39,0.00,6.38,5.49,45,-8.42,14.16,0.00
831496,14.70,13.84,183,0.37,2298,33.33,33.50,4.89,39,0.00,6.38,5.49,45,-8.42,14.15,0.00
831565,14.70,13.84,183,0.37,2290,33.33,33.50,4.89,39,0.00,6.38,5.49,45,-8.42,14.28,0.00
831633,14.59,13.76,183,0.37,2294,33.33,33.50,4.89,39,0.00,6.24,5.49,45,-8.56,14.15,0.00
831701,14.59,13.84,183,0.37,2293,33.33,33.50,4.91,39,0.00,6.38,5.49,45,-8.42,14.04,0.00
831771,14.47,13.76,183,0.37,2300,33.33,33.50,4.87,39,0.00,6.38,5.49,45,-8.42,14.04,0.00
831838,14.47,13.84,183,0.37,2282,33.33,33.50,4.91,39,0.00,6.38,5.49,45,-8.42,14.04,0.00
831907,14.47,13.84,183,0.37,2302,33.33,33.50,4.87,39,0.00,6.38,5.49,45,-8.42,14.04,0.00
831975,14.47,13.76,183,0.37,2283,33.33,33.50,4.90,39,0.00,6.38,5.49,45,-8.42,14.10,0.00
832043,14.59,13.76,183,0.37,2282,33.33,33.50,4.87,39,0.00,6.38,5.49,45,-8.42,14.10,0.00
832112,14.59,13.76,183,0.37,2291,33.33,33.50,4.89,39,0.00,6.38,5.49,44,-8.42,14.09,0.00
832181,14.59,13.84,183,0.37,2278,33.33,33.50,4.86,39,0.00,6.24,5.49,44,-8.56,14.04,0.00
832249,14.59,13.76,183,0.34,2303,33.33,33.50,4.91,39,0.00,6.24,5.49,44,-8.56,13.24,0.00
832317,14.47,13.84,183,0.34,2274,33.33,33.00,4.85,39,0.00,6.09,5.49,44,-8.71,12.79,0.00
832386,14.36,13.76,183,0.33,2290,33.33,33.00,4.89,39,0.00,5.95,5.49,44,-8.85,12.69,0.00
832454,14.24,13.92,183,0.33,2279,33.33,33.00,4.38,39,0.00,5.95,5.49,44,-8.85,12.59,0.00
832525,14.36,13.76,183,0.33,2294,33.33,33.00,4.40,39,0.00,5.80,5.49,44,-9.00,12.61,0.00
832592,14.47,13.84,183,0.34,2272,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.79,0.00
832660,14.59,13.84,183,0.33,2292,33.33,33.00,4.40,39,0.00,5.80,5.49,44,-9.00,12.68,0.00
832728,14.70,13.92,183,0.34,2279,33.33,33.00,4.38,39,0.00,5.80,5.49,44,-9.00,12.63,0.00
832797,14.70,13.84,183,0.33,2286,33.33,33.00,4.39,39,0.00,5.80,5.49,44,-9.00,12.73,0.00
832866,14.70,13.84,183,0.33,2280,33.33,33.00,4.38,39,0.00,5.80,5.49,44,-9.00,12.68,0.00
832935,14.81,13.84,183,0.33,2280,33.33,33.00,4.37,39,0.00,5.80,5.49,44,-9.00,12.68,0.00
833004,14.70,13.92,183,0.33,2278,33.33,33.00,4.39,39,0.00,5.80,5.49,44,-9.00,12.73,0.00
833072,14.70,13.84,183,0.33,2288,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.73,0.00
833140,14.59,13.84,183,0.34,2273,33.33,33.00,4.86,39,0.00,5.80,5.49,44,-9.00,12.73,0.00
833210,14.70,13.92,183,0.33,2279,33.33,33.00,4.37,39,0.00,5.80,5.49,44,-9.00,12.68,0.00
833278,14.59,13.84,183,0.33,2274,33.33,33.00,4.38,39,0.00,5.80,5.49,44,-9.00,12.46,0.00
833345,14.59,13.84,183,0.34,2280,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.68,0.00
833415,14.59,13.92,183,0.33,2270,33.33,33.00,4.38,39,0.00,5.80,5.49,44,-9.00,12.57,0.00
833483,14.70,13.92,183,0.34,2279,33.33,33.00,4.84,39,0.00,5.80,5.49,44,-9.00,12.73,0.00
833552,14.70,14.00,183,0.33,2278,33.33,33.00,4.37,39,0.00,5.80,5.49,44,-9.00,12.52,0.00
833621,14.59,13.92,183,0.33,2268,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.52,0.00
833689,14.59,13.92,183,0.33,2271,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.52,0.00
833757,14.59,13.84,183,0.33,2267,33.33,33.00,4.35,39,0.00,5.80,5.49,44,-9.00,12.52,0.00
833825,14.59,13.92,183,0.33,2270,33.33,33.00,4.36,39,0.00,5.80,5.49,44,-9.00,12.46,0.00
833894,14.59,13.76,183,0.33,2261,33.33,33.00,4.34,39,0.00,5.66,5.49,44,-9.14,12.46,0.00
833963,14.47,13.92,183,0.33,2268,33.33,33.00,4.35,39,0.00,5.66,5.49,44,-9.14,12.39,0.00
834032,14.59,13.92,183,0.33,2268,33.33,33.00,4.35,39,0.00,5.66,5.49,44,-9.14,12.35,0.00
834100,14.59,13.92,183,0.33,2254,33.33,33.00,4.33,39,0.00,5.66,5.10,44,-9.14,12.39,0.00
834169,14.59,13.84,183,0.33,2277,33.33,33.00,4.37,39,0.00,5.66,5.10,44,-9.14,12.16,0.00
834236,14.59,13.92,183,0.32,2255,33.33,33.00,4.33,39,0.00,5.66,5.10,44,-9.14,12.05,0.00
834305,14.59,13.84,183,0.32,2265,33.33,33.00,4.35,39,0.00,5.66,5.10,44,-9.14,12.10,0.00
834373,14.47,13.92,183,0.32,2258,33.33,33.00,4.36,39,0.00,5.66,5.10,44,-9.14,12.10,0.00
834442,14.47,13.84,183,0.32,2268,33.33,33.00,4.31,39,0.00,5.51,5.10,43,-9.29,12.05,0.00
834510,14.47,13.92,183,0.32,2246,33.33,33.00,4.36,39,0.00,5.66,5.10,43,-9.14,11.95,0.00
834579,14.47,13.84,183,0.32,2271,33.33,33.00,4.31,39,0.00,5.51,5.10,43,-9.29,12.00,0.00
834647,14.47,13.92,183,0.31,2246,33.33,33.00,4.35,39,0.00,5.51,5.10,43,-9.29,11.79,0.00
834716,14.59,13.92,183,0.31,2266,33.33,33.00,4.34,39,0.00,5.51,4.71,43,-9.29,11.63,0.00
834785,14.59,13.92,183,0.30,2261,33.33,33.00,4.33,39,0.00,5.51,4.31,43,-9.29,11.22,0.00
834854,14.59,13.92,183,0.27,2254,33.33,33.00,3.85,39,0.00,5.22,3.53,43,-9.58,10.10,0.00
834921,14.59,13.76,183,0.26,2255,33.33,32.50,3.84,39,0.00,5.08,3.53,44,-9.72,9.67,0.00
834989,14.36,13.84,183,0.25,2248,33.33,32.00,3.84,39,0.00,4.93,3.14,44,-9.87,9.39,0.00
835059,14.36,13.92,183,0.24,2240,33.33,32.00,3.82,39,0.00,4.79,2.75,44,-10.01,9.07,0.00
835127,14.47,13.92,183,0.23,2256,33.33,32.00,3.37,39,0.00,4.64,1.96,44,-10.16,8.69,0.00
835196,14.59,13.92,183,0.21,2244,33.33,32.00,3.35,39,0.00,4.50,1.57,44,-10.30,7.89,0.00
835265,14.59,13.92,183,0.19,2249,33.33,32.00,3.36,39,0.00,4.21,0.39,44,-10.59,7.08,0.00
835334,14.70,13.84,183,0.18,2225,33.33,30.50,2.85,39,0.00,3.92,0.00,44,-10.88,6.54,0.00
835400,14.59,13.92,183,0.18,2218,33.33,28.00,2.84,39,0.00,3.92,0.00,43,-10.88,6.47,0.00
835470,14.59,13.84,183,0.17,2244,33.33,25.50,2.87,39,0.00,3.77,0.00,43,-11.03,6.26,0.00
835538,14.47,13.92,183,0.16,2238,33.33,22.50,2.86,39,0.00,3.48,0.00,43,-11.32,5.98,0.00
835606,14.47,13.84,183,0.16,2223,33.33,21.00,2.85,39,0.00,3.48,0.00,43,-11.32,5.88,0.00
835674,14.59,13.92,183,0.15,2237,33.33,18.00,2.86,39,0.00,3.48,0.00,43,-11.32,5.69,0.00
835743,15.04,13.84,183,0.15,2227,33.33,15.50,0.00,39,0.00,3.34,0.00,43,-11.46,5.40,0.00
835812,15.39,13.92,183,0.15,2220,33.33,13.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
835881,17.23,13.84,183,0.15,2225,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
835949,19.41,13.92,183,0.15,2210,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
836017,22.28,13.84,183,0.15,2214,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
836086,24.58,13.84,183,0.15,2203,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.40,0.00
836153,25.27,13.92,185,0.15,2196,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.37,0.00
836223,25.27,13.84,185,0.15,2203,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
836291,24.46,13.92,185,0.15,2190,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.40,0.00
836358,23.77,13.92,185,0.15,2191,33.33,12.00,0.00,39,0.00,3.48,0.00,43,-11.32,5.37,0.00
836427,23.77,13.92,185,0.15,2178,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.40,0.00
836497,23.54,14.00,185,0.15,2170,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.34,0.00
836565,23.31,13.92,185,0.15,2174,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.37,0.00
836634,23.54,13.84,185,0.15,2159,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.37,0.00
836702,23.43,14.00,185,0.15,2155,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.31,0.00
836770,23.31,14.00,185,0.15,2142,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.34,0.00
836839,23.43,13.84,185,0.15,2140,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.31,0.00
836907,23.77,13.92,185,0.15,2137,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.34,0.00
836976,23.77,13.92,185,0.15,2119,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.34,0.00
837045,23.43,13.92,185,0.15,2118,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.27,0.00
837112,23.77,13.92,185,0.15,2115,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.31,0.00
837181,23.77,13.92,185,0.15,2096,33.33,12.00,0.00,39,0.00,3.63,0.00,43,-11.17,5.27,0.00
837249,23.43,13.92,185,0.15,2094,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.34,0.00
837318,23.77,14.00,185,0.15,2094,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.31,0.00
837386,23.43,13.92,185,0.15,2092,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.27,0.00
837455,23.43,13.92,185,0.15,2082,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.21,0.00
837522,23.43,13.84,185,0.15,2083,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.27,0.00
837591,23.77,13.92,185,0.15,2082,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.24,0.00
837659,23.43,13.92,185,0.15,2068,33.33,12.00,0.00,39,0.00,3.63,0.00,42,-11.17,5.27,0.00
837729,23.54,13.92,185,0.15,2064,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.21,0.00
837798,23.43,13.92,185,0.15,2074,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.21,0.00
837865,23.31,13.92,185,0.15,2066,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.21,0.00
837935,23.43,13.92,185,0.15,2059,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.27,0.00
838004,23.43,13.92,185,0.15,2054,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.27,0.00
838072,23.77,13.92,185,0.15,2060,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.27,0.00
838141,23.54,13.92,185,0.15,2043,33.33,12.00,0.00,39,0.00,3.63,0.00,41,-11.17,5.24,0.00
838210,23.77,14.00,185,0.15,2044,33.33,12.00,0.00,39,0.00,3.63,0.00,40,-11.17,5.21,0.00
838277,23.54,13.92,185,0.16,2048,33.33,12.00,0.00,39,0.00,3.63,2.75,40,-11.17,5.59,0.00
838345,23.43,13.92,185,0.23,2047,33.33,4.50,3.06,39,0.00,4.06,3.92,40,-10.74,7.87,0.00
838413,23.77,13.84,185,0.30,2040,33.33,4.50,3.48,39,0.00,4.64,7.84,40,-10.16,10.05,0.00
838483,23.31,13.92,185,0.44,2053,33.33,4.50,4.38,39,0.00,5.95,9.02,40,-8.85,15.07,0.00
838551,23.54,13.76,185,0.49,2088,33.33,5.50,5.35,39,0.00,7.25,9.41,40,-7.55,17.01,0.00
838620,18.26,13.92,185,0.53,2044,33.33,9.00,5.67,39,0.00,7.84,9.41,40,-6.96,17.91,0.00
838688,14.01,13.76,185,0.54,2016,33.33,11.50,6.02,39,0.00,8.13,9.80,40,-6.67,18.15,0.00
838756,14.70,13.92,185,0.54,2075,33.33,15.50,6.64,39,0.00,8.42,9.80,40,-6.38,18.72,0.00
838825,14.81,13.84,185,0.56,2009,33.33,18.00,6.86,39,0.00,8.56,9.80,40,-6.24,18.82,0.00
838894,14.81,13.92,185,0.55,2062,33.33,21.50,7.04,39,0.00,8.71,9.80,40,-6.09,18.91,0.00
838963,14.59,13.84,185,0.56,2035,33.33,24.50,6.95,39,0.00,8.85,10.20,40,-5.95,19.24,0.00
839030,14.24,13.92,185,0.56,2047,33.33,28.00,6.93,39,0.00,9.00,10.20,40,-5.80,19.18,0.00
839099,14.24,13.84,185,0.57,2030,33.33,27.50,7.42,39,0.00,9.14,10.20,40,-5.66,19.58,0.00
839168,14.13,13.76,185,0.60,2046,33.33,27.50,7.44,39,0.00,9.29,10.59,40,-5.51,20.01,0.00
839236,14.13,13.92,185,0.58,2053,33.33,27.50,7.38,39,0.00,9.43,10.59,40,-5.37,20.38,0.00
839305,14.01,13.84,185,0.62,2036,33.33,27.00,7.43,39,0.00,9.43,10.59,40,-5.37,20.57,0.00
839374,13.67,13.92,185,0.61,2048,33.33,27.00,7.44,39,0.00,9.58,11.37,40,-5.22,21.02,0.00
839442,13.55,13.76,185,0.63,2052,33.33,27.00,7.94,39,0.00,9.72,11.76,40,-5.08,21.74,0.00
839511,13.78,13.84,185,0.66,2067,33.33,27.00,7.90,39,0.00,10.01,11.76,40,-4.79,22.63,0.00
839580,13.78,13.84,185,0.66,2051,33.33,26.50,7.88,39,0.00,10.16,12.16,40,-4.64,22.56,0.00
839647,13.67,13.84,185,0.66,2070,33.33,26.50,7.95,39,0.00,10.30,12.16,40,-4.50,22.77,0.00
839717,13.67,13.84,185,0.67,2064,33.33,26.50,7.93,39,0.00,10.45,12.16,40,-4.35,23.18,0.00
839786,13.90,13.84,185,0.68,2068,33.33,26.50,7.94,39,0.00,10.59,12.55,40,-4.21,23.40,0.00
839854,14.13,13.84,185,0.68,2068,33.33,26.00,7.94,39,0.00,10.59,12.55,40,-4.21,23.52,0.00
839923,14.24,13.92,185,0.68,2079,33.33,26.00,7.98,39,0.00,10.74,12.55,40,-4.06,23.64,0.00
839991,14.36,13.76,185,0.69,2086,33.33,26.00,8.46,39,0.00,10.88,12.55,40,-3.92,24.15,0.39
840060,14.36,13.84,185,0.70,2070,33.33,26.00,8.39,39,0.00,11.03,12.94,40,-3.77,24.26,0.39
840128,14.47,13.76,185,0.70,2081,33.33,26.00,8.43,39,0.00,11.17,12.94,40,-3.63,24.44,0.39
840197,14.36,13.84,185,0.71,2092,33.33,26.00,8.48,39,0.00,11.17,12.94,40,-3.63,24.72,0.39
840265,14.36,13.84,185,0.71,2093,33.33,26.00,8.48,39,0.00,11.32,12.94,40,-3.48,25.10,0.39
840334,14.36,13.84,185,0.72,2091,33.33,26.00,8.48,39,0.00,11.32,13.33,40,-3.48,25.38,0.39
840403,14.36,13.76,185,0.73,2100,33.33,26.00,8.54,39,0.00,11.46,13.33,40,-3.34,25.18,0.39
840470,14.24,13.84,185,0.72,2106,33.33,26.00,8.51,39,0.00,11.46,13.33,40,-3.34,25.47,0.78
840539,14.24,13.84,185,0.73,2100,33.33,26.00,8.52,39,0.00,11.46,13.33,40,-3.34,25.85,0.78
840608,14.36,13.84,185,0.74,2102,33.33,26.00,8.58,39,0.00,11.61,13.33,40,-3.19,25.65,0.78
840677,14.47,13.84,185,0.71,2117,33.33,26.00,8.55,39,0.00,11.61,13.73,40,-3.19,25.75,0.78
840746,14.47,14.00,185,0.75,2108,33.33,26.00,8.55,39,0.00,11.61,13.73,40,-3.19,26.25,0.78
840813,14.36,13.84,185,0.75,2108,33.33,26.00,8.64,39,0.00,11.75,13.73,40,-3.05,25.94,0.78
840883,14.59,14.00,185,0.75,2132,33.33,26.00,8.60,39,0.00,11.75,13.73,40,-3.05,26.45,0.78
840952,14.70,13.84,185,0.74,2122,33.33,26.00,8.64,39,0.00,11.75,13.73,40,-3.05,26.34,0.78
841020,14.70,14.00,185,0.75,2130,33.33,26.00,8.62,39,0.00,11.75,13.73,40,-3.05,26.56,0.78
841089,14.70,13.84,185,0.74,2144,33.33,26.00,8.69,38,0.00,11.75,13.73,40,-3.05,26.56,0.78
841158,14.59,13.92,185,0.75,2129,33.33,25.50,8.63,38,0.00,11.75,13.73,40,-3.05,26.77,0.78
841225,14.70,13.84,185,0.74,2145,33.33,26.00,8.69,38,0.00,11.75,13.73,40,-3.05,26.34,0.78
841294,14.70,13.84,185,0.74,2152,33.33,26.00,8.72,38,0.00,11.90,13.73,40,-2.90,26.55,0.78
841364,14.70,13.92,185,0.74,2140,33.33,26.00,8.67,38,0.00,11.90,13.73,40,-2.90,26.55,0.78
841431,14.70,13.84,185,0.76,2154,33.33,26.00,8.73,38,0.00,11.90,13.73,40,-2.90,27.27,0.78
841499,14.81,13.76,185,0.76,2158,33.33,25.50,9.21,38,0.00,11.90,13.73,41,-2.90,27.16,0.78
841568,14.70,13.84,185,0.76,2150,33.33,25.50,9.17,38,0.00,11.90,13.73,41,-2.90,27.16,0.78
841637,14.70,13.84,185,0.76,2166,33.33,25.50,9.24,38,0.00,11.90,13.73,41,-2.90,27.26,0.78
841705,14.59,13.92,185,0.76,2160,33.33,25.50,9.22,38,0.00,11.90,13.73,41,-2.90,27.26,0.78
841773,14.59,13.76,185,0.76,2159,33.33,25.50,9.21,38,0.00,11.90,14.12,41,-2.90,27.06,0.78
841844,14.70,13.84,185,0.74,2183,33.33,25.50,9.32,38,0.00,11.90,14.12,41,-2.90,27.58,0.78
841910,14.70,13.84,185,0.76,2165,33.33,25.50,9.32,38,0.00,11.90,14.12,41,-2.90,27.26,1.18
841979,14.70,13.92,185,0.75,2185,33.33,25.50,9.34,38,0.00,11.90,13.73,41,-2.90,27.68,0.78
842047,14.70,13.84,185,0.76,2190,33.33,25.50,9.29,38,0.00,11.90,14.12,41,-2.90,27.58,0.78
842116,14.70,13.76,185,0.76,2178,33.33,25.50,9.36,38,0.00,11.90,13.73,41,-2.90,27.88,0.78
842184,14.70,13.84,185,0.76,2194,33.33,25.50,9.34,38,0.00,12.04,14.12,41,-2.76,27.88,1.18
842253,14.59,13.68,185,0.76,2190,33.33,25.50,9.40,38,0.00,11.90,14.12,41,-2.90,27.78,1.18
842321,14.47,13.84,185,0.75,2202,33.33,25.50,9.40,38,0.00,12.04,14.12,41,-2.76,27.68,1.18
842390,14.47,13.76,185,0.76,2204,33.33,25.50,9.39,38,0.00,11.90,14.12,41,-2.90,27.78,1.18
842459,14.59,13.84,185,0.76,2200,33.33,25.50,9.43,38,0.00,11.90,14.12,42,-2.90,27.88,1.18
842527,14.70,13.76,185,0.77,2211,33.33,25.50,9.42,38,0.00,11.90,14.12,42,-2.90,28.40,1.18
842596,14.59,13.84,185,0.75,2221,33.33,25.50,9.48,38,0.00,11.90,14.12,42,-2.90,27.88,1.18
842664,14.59,13.76,185,0.76,2232,33.33,25.50,9.52,38,0.00,11.90,14.12,42,-2.90,28.20,1.18
842732,14.59,13.84,185,0.76,2216,33.33,25.50,9.45,38,0.00,11.90,14.12,42,-2.90,27.88,1.18
842802,14.70,13.76,185,0.75,2232,33.33,26.00,9.52,38,0.00,11.90,14.12,42,-2.90,27.79,1.18
842869,14.59,13.84,185,0.77,2225,33.33,25.50,9.49,38,0.00,11.90,14.12,42,-2.90,28.41,1.18
842937,14.59,13.76,185,0.74,2241,33.33,26.00,9.56,38,0.00,11.90,14.12,42,-2.90,27.79,1.18
843006,14.59,13.84,185,0.75,2230,33.33,26.00,9.51,38,0.00,11.90,14.12,42,-2.90,27.78,1.18
843075,14.70,13.76,185,0.76,2244,33.33,26.00,9.57,38,0.00,11.90,14.12,42,-2.90,28.31,1.18
843143,14.70,13.92,185,0.75,2244,33.33,26.00,9.57,38,0.00,11.90,14.12,42,-2.90,27.99,1.18
843211,14.59,13.76,185,0.76,2247,33.33,26.00,9.59,38,0.00,11.90,14.12,42,-2.90,28.62,1.18
843280,14.59,13.84,185,0.76,2260,33.33,25.50,9.64,38,0.00,11.90,14.12,42,-2.90,27.88,1.18
843348,14.59,13.92,185,0.74,2249,33.33,26.00,9.59,38,0.00,11.90,14.12,42,-2.90,28.51,1.18
843416,14.59,13.84,185,0.76,2264,33.33,26.00,9.61,38,0.00,11.90,14.12,43,-2.90,28.41,1.18
843485,14.59,13.76,185,0.76,2252,33.33,26.00,9.69,38,0.00,11.90,14.12,43,-2.90,28.41,1.18
843554,14.59,13.84,185,0.75,2272,33.33,26.00,9.64,38,0.00,11.75,14.12,43,-3.05,28.41,1.18
843623,14.59,13.84,185,0.75,2260,33.33,26.00,9.71,38,0.00,11.75,14.12,43,-3.05,28.31,1.18
843692,14.59,13.76,185,0.75,2275,33.33,26.00,9.67,38,0.00,11.75,14.12,43,-3.05,28.51,1.18
843760,14.59,13.84,185,0.75,2266,33.33,26.00,9.73,38,0.00,11.75,14.12,43,-3.05,28.40,1.18
843827,14.59,13.84,185,0.75,2280,33.33,26.00,9.72,38,0.00,11.75,14.12,43,-3.05,28.62,1.18
