Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),CL/OL Fueling* (status)
513420,0.00,0.00,23.31,13.52,176,0.47,2350,0.00,0.00,33.33,16,15.50,0.00,75,5.37,-11.46,1.52,0.00,12.94,10
513686,0.00,0.78,21.02,13.52,176,0.72,2354,0.00,0.00,33.33,16,32.00,4.54,75,10.16,-4.50,2.32,2.35,15.69,10
513951,0.00,1.56,16.54,13.60,176,0.75,2352,0.00,0.00,33.33,16,31.00,5.09,75,11.03,-3.63,2.34,3.53,16.86,10
514217,10.16,2.34,15.85,13.68,176,0.78,2400,0.00,0.00,33.33,16,31.00,5.60,75,11.46,-3.19,2.38,4.31,17.65,8
514483,17.97,2.34,14.59,13.68,176,0.80,2416,0.00,0.00,33.33,16,31.00,6.19,75,11.90,-2.76,2.40,4.71,18.04,8
514748,14.84,3.12,13.44,13.60,176,0.82,2471,0.00,0.00,33.33,16,38.00,6.33,75,12.19,-2.47,2.44,5.10,18.82,8
515014,16.41,4.69,13.78,13.52,176,0.84,2498,0.00,0.00,33.33,16,31.00,6.93,75,12.48,-2.18,2.46,5.49,19.22,8
515279,9.38,4.69,13.44,13.44,176,0.87,2518,0.00,0.00,33.33,16,31.00,6.45,75,12.62,-2.03,2.48,5.88,19.61,8
515545,4.69,4.69,14.13,13.44,176,0.40,2541,0.00,0.00,33.33,16,31.00,5.42,75,9.87,-4.79,1.78,0.00,0.00,8
515811,-1.56,4.69,11.25,13.44,176,0.23,2506,0.00,0.00,33.33,16,24.00,3.21,75,4.06,-10.59,1.64,0.00,0.00,8
516076,0.00,3.91,11.25,13.44,176,0.18,2526,0.00,0.00,33.33,16,16.00,0.00,75,2.90,-11.75,1.70,0.00,0.00,10
516342,0.00,3.12,11.83,13.44,176,0.16,2506,0.00,0.00,33.33,16,15.50,0.00,75,3.05,-11.61,1.44,0.00,0.00,10
516608,0.00,2.34,17.80,13.44,176,0.17,2471,0.00,0.00,33.33,16,15.50,0.00,75,3.05,-11.61,1.54,0.00,0.00,10
516874,0.00,2.34,23.20,13.44,176,0.15,2421,0.00,0.00,33.33,16,15.50,0.00,75,3.05,-11.61,1.48,0.00,0.00,10
517141,0.00,1.56,23.54,13.52,176,0.15,2436,0.00,0.00,33.33,16,15.50,0.00,75,3.19,-11.46,1.48,0.00,0.00,10
517406,0.00,0.00,23.20,13.52,176,0.15,2384,0.00,0.00,33.33,16,15.50,0.00,75,3.19,-11.46,1.48,0.00,0.00,10
517672,0.00,0.00,23.08,13.52,176,0.15,2377,0.00,0.00,33.33,16,15.50,0.00,75,3.19,-11.46,1.50,0.00,0.00,10
517938,0.00,0.00,23.08,13.60,176,0.15,2326,0.00,0.00,33.33,16,15.50,0.00,75,3.34,-11.32,1.48,0.00,0.00,10
518204,0.00,0.00,23.31,13.60,176,0.16,2333,0.00,0.00,33.33,16,15.50,0.00,75,3.34,-11.32,1.48,0.00,0.00,10
518469,0.00,0.00,23.08,13.60,176,0.16,2299,0.00,0.00,33.33,16,15.50,0.00,75,3.34,-11.32,1.50,0.00,0.00,10
518735,0.00,0.00,23.43,13.60,176,0.16,2281,0.00,0.00,33.33,16,15.50,0.00,75,3.48,-11.17,1.48,0.00,0.00,10
519001,0.00,0.00,23.08,13.52,176,0.16,2252,0.00,0.00,33.33,16,15.50,0.00,75,3.48,-11.17,1.48,0.00,0.00,10
519267,0.00,0.00,23.31,13.28,176,0.17,2252,0.00,0.00,33.33,16,15.50,0.00,75,3.48,-11.17,1.48,0.00,0.00,10
519532,0.00,0.00,23.31,13.44,176,0.17,2235,0.00,0.00,33.33,16,15.50,0.00,75,3.63,-11.03,1.48,0.00,0.00,10
519799,0.00,0.00,23.66,13.44,176,0.17,2200,0.00,0.00,33.33,16,15.50,0.00,75,3.63,-11.03,1.48,0.00,0.00,10
520064,0.00,0.00,23.31,13.28,176,0.17,2206,0.00,0.00,33.33,16,15.50,0.00,75,3.63,-11.03,1.48,0.00,0.00,10
520330,0.00,0.00,23.54,13.52,176,0.17,2152,0.00,0.00,33.33,16,15.50,0.00,75,3.63,-11.03,1.48,0.00,0.00,10
520595,0.00,0.00,23.54,13.36,176,0.17,2148,0.00,0.00,33.33,16,15.50,0.00,75,3.77,-10.88,1.48,0.00,0.00,10
520862,0.00,0.00,23.54,13.44,176,0.17,2116,0.00,0.00,33.33,16,15.50,0.00,75,3.77,-10.88,1.48,0.00,0.00,10
521128,0.00,0.00,23.20,13.60,176,0.17,2104,0.00,0.00,33.33,16,15.50,0.00,75,3.92,-10.88,1.48,0.00,0.00,10
521394,0.00,0.00,23.31,13.36,176,0.18,2083,0.00,0.00,33.33,16,15.50,0.00,75,3.92,-10.74,1.48,0.00,0.00,10
521660,0.00,0.00,23.31,13.52,176,0.21,1744,0.00,0.00,33.33,16,15.50,1.86,75,4.06,-10.59,1.48,0.00,0.00,10
521926,0.00,-0.78,22.97,13.60,176,0.21,1636,0.00,0.00,33.33,16,15.50,1.74,75,3.77,-10.88,1.44,0.00,0.00,10
522192,0.00,-0.78,16.08,13.44,176,0.21,1422,0.00,0.00,33.33,16,21.00,1.52,75,3.92,-10.74,1.40,0.00,0.00,10
522457,-0.78,-1.56,13.78,13.68,176,0.24,1339,0.00,0.00,33.33,16,21.00,1.43,75,4.21,-10.45,1.42,0.00,0.00,8
522723,-1.56,-3.12,13.32,13.60,176,0.25,1284,0.00,0.00,33.33,16,21.00,1.37,75,4.50,-10.30,1.44,0.00,0.00,8
522989,-0.78,-3.12,14.24,13.68,176,0.28,1143,0.00,0.00,33.33,16,21.00,1.24,75,4.79,-9.87,1.42,0.00,0.00,8
523255,0.00,-3.12,14.93,14.00,176,0.29,1068,0.00,0.00,33.33,16,21.00,1.18,75,5.22,-9.43,1.42,0.00,0.00,8
523521,0.78,-3.12,15.39,13.12,176,0.29,1036,0.00,0.00,33.33,16,21.00,1.34,75,5.22,-9.43,1.40,0.00,0.00,8
523786,1.56,-3.12,15.73,13.20,176,0.28,1018,0.00,0.00,33.33,16,21.00,1.30,75,5.37,-9.29,1.38,0.00,0.00,8
524052,2.34,-3.12,15.96,13.60,176,0.25,1032,0.00,0.00,33.33,16,19.50,1.33,77,5.22,-9.43,1.36,0.00,0.00,8
524318,3.12,-3.12,15.73,13.28,176,0.26,984,0.00,0.00,33.33,16,21.00,1.26,77,5.08,-9.58,1.34,0.00,0.00,8
524584,3.12,-3.12,15.50,13.36,176,0.32,934,0.00,0.00,33.33,16,21.00,1.20,77,5.51,-9.14,1.40,0.00,0.00,8
524849,3.91,-3.12,15.73,13.36,176,0.28,959,0.00,0.00,33.33,16,20.00,1.23,77,5.51,-9.14,1.36,0.00,0.00,8
525115,4.69,-3.12,15.50,13.20,176,0.27,962,0.00,0.00,33.33,16,17.50,1.23,77,5.37,-9.29,1.34,0.00,0.00,8
525381,4.69,-3.12,15.16,13.36,176,0.26,941,0.00,0.00,33.33,16,18.50,1.20,77,5.51,-9.14,1.32,0.00,0.00,8
525647,4.69,-3.12,14.93,13.04,176,0.26,923,0.00,0.00,33.33,16,19.00,1.18,77,5.37,-9.29,1.30,0.00,0.00,8
525912,4.69,-3.12,15.04,12.96,176,0.26,894,0.00,0.00,33.33,16,20.00,1.14,77,5.37,-9.29,1.30,0.00,0.00,8
526178,5.47,-3.12,15.27,12.96,176,0.25,890,0.00,0.00,33.33,16,18.50,1.14,77,5.37,-9.29,1.26,0.00,0.00,8
526444,5.47,-3.12,15.39,12.72,176,0.27,864,0.00,0.00,33.33,16,21.00,1.11,77,5.37,-9.29,1.32,0.00,0.00,8
526710,5.47,-3.12,15.16,12.72,176,0.27,851,0.00,0.00,33.33,16,18.50,1.09,77,5.51,-9.14,1.28,0.00,0.00,8
526976,5.47,-3.12,15.16,13.12,176,0.25,874,0.00,0.00,33.33,16,15.50,1.12,77,5.22,-9.43,1.28,0.00,0.00,8
527242,5.47,-3.12,14.93,12.96,176,0.39,850,0.00,0.00,33.33,16,19.00,1.09,77,5.66,-9.43,1.36,0.00,0.00,8
527507,5.47,-3.12,14.47,13.20,176,0.38,920,0.00,0.00,33.33,16,8.50,1.30,77,6.53,-8.13,1.48,0.00,0.00,8
527773,5.47,-2.34,14.70,13.60,176,0.32,984,0.00,0.00,33.33,16,4.50,1.45,77,6.53,-8.13,1.44,0.00,0.00,8
528039,3.91,-3.12,14.36,13.76,176,0.30,932,0.00,0.00,33.33,16,11.00,1.23,77,5.95,-8.71,1.38,0.00,0.00,8
528304,3.12,-3.12,14.36,13.68,176,0.32,932,0.00,0.00,33.33,16,11.50,1.19,77,5.95,-8.71,1.42,0.00,0.00,8
528570,3.12,-3.12,14.70,13.36,176,0.31,934,0.00,0.00,33.33,16,11.50,1.19,77,5.95,-8.71,1.40,0.00,0.00,8
528836,3.91,-3.12,14.93,13.68,176,0.30,923,0.00,0.00,33.33,16,13.00,1.19,77,6.09,-8.56,1.36,0.00,0.00,8
529101,3.91,-3.12,14.93,13.52,176,0.28,903,0.00,0.00,33.33,16,15.00,1.16,77,6.09,-8.56,1.32,0.00,0.00,8
529367,4.69,-3.12,15.04,13.12,176,1.02,855,0.00,0.00,33.33,16,26.00,1.82,77,9.87,-4.79,1.90,0.00,0.00,8
529632,7.81,-2.34,16.19,14.72,176,0.37,1306,0.00,0.00,33.33,16,33.50,1.95,77,7.84,-6.82,1.64,0.00,5.49,8
529897,4.69,-1.56,14.59,13.92,176,0.44,1420,0.00,0.00,33.33,16,29.00,2.12,77,7.69,-6.96,1.76,0.00,7.45,8
530163,13.28,-0.78,16.08,13.92,176,0.61,1392,0.00,0.00,33.33,16,27.00,2.67,77,9.14,-5.51,1.88,0.00,8.24,8
530429,7.81,0.00,14.47,13.60,176,0.66,1311,0.00,0.00,33.33,16,26.50,2.80,77,10.16,-4.79,1.92,0.00,8.24,8
530695,8.59,0.78,14.59,13.04,176,0.82,975,0.00,0.00,33.33,16,41.50,2.29,77,12.04,-3.34,1.86,0.00,8.63,8
530961,4.69,1.56,14.13,12.80,176,0.71,864,0.00,0.00,33.33,16,40.00,2.21,79,12.91,-1.45,1.76,0.00,8.63,8
531226,1.56,2.34,13.67,13.04,176,0.69,1004,0.00,0.00,33.33,16,40.00,2.36,79,12.33,-2.03,1.82,0.00,8.63,8
531492,2.34,2.34,14.47,13.52,176,0.67,1173,0.00,0.00,33.33,16,26.50,2.50,79,11.61,-2.76,1.86,0.00,9.02,8
531758,3.91,4.69,15.04,13.60,176,0.70,1351,0.00,0.00,33.33,16,32.00,2.88,79,11.03,-3.63,1.96,0.00,10.59,8
532023,7.03,4.69,15.50,13.44,176,0.70,1564,0.00,0.00,33.33,16,43.50,3.34,79,11.03,-3.77,2.04,0.00,11.37,8
532289,5.47,4.69,14.70,13.68,176,0.70,1755,0.00,0.00,33.33,16,34.00,3.74,79,10.59,-4.06,2.10,0.00,12.55,8
532555,4.69,4.69,14.59,13.52,176,0.70,2030,0.00,0.00,33.33,16,16.00,4.13,79,11.03,-3.63,2.18,1.18,14.12,8
532821,5.47,4.69,14.70,13.36,176,0.72,2209,0.00,0.00,33.33,16,34.00,5.02,79,11.46,-3.19,2.26,2.75,15.69,8
533086,6.25,4.69,14.70,13.52,176,0.73,2390,0.00,0.00,33.33,16,31.00,5.51,79,11.17,-3.48,2.32,3.14,16.08,8
533352,5.47,4.69,14.59,13.52,176,0.74,2590,0.00,0.00,33.33,16,31.00,6.01,79,11.03,-3.63,2.36,3.53,16.86,8
533618,5.47,5.47,14.70,13.76,176,0.75,2778,0.00,0.00,33.33,16,36.50,6.39,79,10.88,-3.77,2.44,4.31,17.65,8
533884,3.91,5.47,14.47,13.52,176,0.74,2986,0.00,0.00,66.67,16,31.00,7.01,79,11.03,-3.63,2.50,4.71,18.04,8
534149,3.91,5.47,14.59,13.44,176,0.74,3156,0.00,0.00,66.67,16,36.50,7.41,79,11.17,-3.48,2.52,5.10,18.43,8
534415,3.12,5.47,14.59,13.28,176,0.74,3354,0.00,0.00,66.67,16,34.00,7.87,79,11.32,-3.34,2.58,5.49,19.22,8
534680,0.00,5.47,12.98,13.44,176,0.31,3323,0.00,0.00,66.67,16,37.50,4.25,79,5.51,-9.14,1.92,0.00,0.00,8
534946,0.00,5.47,11.48,13.52,176,0.21,2919,0.00,0.00,66.67,16,22.50,0.00,81,3.48,-11.17,1.58,0.00,0.00,10
535212,0.00,4.69,14.59,13.68,176,0.18,2400,0.00,0.00,33.33,16,15.50,0.00,81,3.48,-11.17,1.74,0.00,10.98,10
535478,0.00,5.47,23.20,13.36,176,1.10,1941,0.00,0.00,33.33,16,16.00,5.38,81,13.35,-1.31,2.46,6.27,26.67,10
535744,0.00,5.47,16.42,13.52,176,0.94,2022,0.00,0.00,33.33,16,31.00,5.61,81,14.51,-0.29,2.40,10.20,30.20,10
536010,4.69,5.47,16.42,13.44,176,0.96,2132,0.00,0.00,33.33,16,31.00,5.91,81,14.95,0.29,2.46,10.20,36.47,8
536276,10.16,5.47,15.16,13.36,176,1.01,2200,0.00,0.00,33.33,16,34.00,6.57,81,15.24,0.58,2.50,10.20,36.47,8
536542,15.62,5.47,14.47,13.36,176,1.01,2313,0.00,0.00,33.33,16,45.50,7.40,81,15.24,0.58,2.54,10.20,32.94,8
536807,15.62,5.47,13.90,13.36,176,1.01,2443,0.00,0.00,33.33,16,34.00,7.82,81,15.09,0.58,2.56,10.20,29.41,8
537073,11.72,5.47,13.44,13.36,176,1.02,2548,0.00,0.00,33.33,16,44.50,7.61,81,15.24,0.58,2.62,10.20,28.24,8
537339,6.25,5.47,13.32,13.36,176,1.00,2644,0.00,0.00,33.33,16,37.00,7.90,81,14.65,0.15,2.62,10.20,25.49,8
537604,3.12,5.47,14.36,13.44,176,1.02,2772,0.00,0.00,33.33,16,31.00,7.75,79,14.80,0.15,2.68,10.20,25.49,8
537870,2.34,5.47,14.59,13.28,176,1.03,2890,0.00,0.00,66.67,16,31.00,8.51,79,14.65,0.00,2.70,10.20,25.10,8
538136,0.78,5.47,14.59,13.44,176,1.02,2998,0.00,0.00,66.67,16,31.00,8.25,79,14.80,0.15,2.72,10.20,24.71,8
538402,-2.34,5.47,14.36,13.52,176,0.90,3072,0.00,0.00,66.67,16,34.50,7.84,79,13.64,-1.02,2.68,6.67,21.18,8
538668,-0.78,5.47,14.70,13.36,176,0.94,3170,0.00,0.00,66.67,16,31.00,8.10,79,13.78,-0.87,2.70,8.24,22.35,8
538934,0.00,4.69,14.93,13.36,176,0.97,3255,0.00,0.00,66.67,16,34.50,9.03,79,14.22,-0.44,2.76,9.41,23.92,8
539200,3.12,3.91,14.70,13.36,176,0.98,3396,0.00,0.00,66.67,16,46.00,9.42,79,14.65,0.00,2.80,10.20,24.71,8
539466,1.56,3.12,14.59,13.28,176,1.00,3475,0.00,0.00,66.67,16,45.00,9.64,79,14.80,0.15,2.86,10.20,25.10,8
539732,0.00,2.34,14.47,13.28,176,1.01,3541,0.00,0.00,66.67,16,45.00,9.82,79,14.95,0.29,2.88,10.20,25.10,8
539998,0.00,2.34,14.70,13.28,176,1.04,3684,0.00,0.00,66.67,16,34.00,10.22,77,15.09,0.44,2.94,10.20,25.10,8
540264,0.78,1.56,14.59,13.28,176,1.05,3757,0.00,0.00,66.67,16,31.00,10.42,77,15.24,0.58,2.98,9.80,24.71,8
540530,0.00,0.00,14.47,13.28,176,0.36,3799,0.00,0.00,66.67,16,31.00,6.48,77,6.82,-5.37,2.46,0.00,0.00,8
540796,0.00,0.78,11.37,13.44,176,0.54,3623,0.00,0.00,66.67,16,21.00,0.00,77,4.35,-10.30,2.36,0.00,0.00,10
541062,0.00,1.56,20.21,13.36,176,0.24,3089,0.00,0.00,66.67,16,15.50,0.00,77,4.06,-10.45,2.10,0.00,0.78,10
541328,0.00,2.34,21.25,13.28,176,1.03,2807,0.00,0.00,66.67,16,28.00,7.19,77,13.64,-1.74,2.70,4.31,26.67,10
541593,0.00,2.34,16.19,13.60,176,1.03,2722,0.00,0.00,33.33,16,34.00,7.55,77,14.36,-0.29,2.66,10.20,27.84,10
541859,9.38,3.12,15.96,13.36,176,0.90,2733,0.00,0.00,66.67,16,46.00,7.58,77,13.06,-1.16,2.56,6.27,20.78,8
542124,10.94,5.47,14.36,13.44,176,0.95,2822,0.00,0.00,66.67,16,31.00,7.83,77,13.78,-1.02,2.66,8.24,22.75,8
542390,9.38,5.47,13.32,13.44,176,0.89,2857,0.00,0.00,66.67,16,36.00,7.92,77,13.35,-0.87,2.64,7.45,18.04,8
542656,0.00,5.47,12.52,13.52,176,0.75,2915,0.00,0.00,66.67,16,31.00,6.84,77,11.32,-3.34,2.50,3.14,16.86,8
542922,3.12,5.47,14.59,13.52,176,0.91,2948,0.00,0.00,66.67,16,31.00,7.49,77,13.06,-1.60,2.64,6.67,21.18,8
543188,2.34,5.47,14.70,13.28,176,0.71,2970,0.00,0.00,66.67,16,37.00,7.57,77,11.46,-3.19,2.50,2.75,15.69,8
543454,-3.91,5.47,14.24,13.28,176,0.74,3022,0.00,0.00,66.67,16,31.00,6.34,75,11.03,-3.63,2.50,3.53,16.47,8
543719,-0.78,5.47,15.04,13.28,176,0.74,3039,0.00,0.00,66.67,16,36.50,7.13,75,11.17,-3.48,2.50,3.92,16.86,8
543985,3.12,5.47,14.81,13.28,176,0.76,3035,0.00,0.00,66.67,16,31.00,7.12,75,11.17,-3.48,2.52,3.92,17.25,8
544251,1.56,5.47,14.59,13.36,176,0.74,3104,0.00,0.00,66.67,16,35.50,7.28,75,11.17,-3.48,2.52,3.92,17.25,8
544517,0.00,5.47,14.59,13.36,176,0.74,3094,0.00,0.00,66.67,16,38.50,6.60,75,11.17,-3.48,2.52,3.92,16.86,8
544784,-2.34,5.47,14.47,13.44,176,0.67,3135,0.00,-0.35,66.67,16,30.00,6.69,75,10.45,-4.21,2.46,2.75,13.73,8
545050,-8.59,5.47,13.90,13.44,176,0.51,3129,0.00,-0.35,66.67,16,33.00,5.34,75,8.42,-6.09,2.28,0.00,12.55,8
545316,-6.25,5.47,15.16,13.44,176,0.61,3134,0.00,-0.35,66.67,16,43.00,6.02,75,9.43,-5.51,2.40,1.96,15.29,8
545581,2.34,5.47,15.04,13.76,176,0.64,3152,0.00,-0.35,66.67,16,28.00,6.05,75,9.72,-4.79,2.44,2.35,14.90,8
545848,0.00,5.47,14.47,13.60,176,0.56,3178,0.00,-0.35,66.67,16,28.00,6.10,75,8.56,-5.80,2.34,0.78,11.76,8
546113,-8.59,5.47,14.13,13.52,176,0.51,3190,0.00,-0.35,66.67,16,41.50,5.44,75,8.42,-6.67,2.30,0.39,14.51,8
546380,2.34,5.47,15.73,13.44,176,0.64,3204,0.00,-0.35,66.67,16,35.50,6.15,75,9.72,-5.22,2.44,2.75,15.69,8
546647,2.34,5.47,14.59,13.52,176,0.67,3226,0.00,-0.35,66.67,16,33.50,6.88,75,10.16,-4.64,2.48,3.14,16.86,8
546912,1.56,5.47,14.70,13.52,176,0.69,3255,0.00,-0.35,66.67,16,38.00,6.94,75,10.59,-4.21,2.50,3.92,17.25,8
547179,1.56,5.47,14.59,13.52,176,0.70,3280,0.00,0.00,66.67,16,30.50,7.06,75,10.59,-4.06,2.52,3.92,17.25,8
547445,0.00,5.47,14.47,13.52,176,0.70,3350,0.00,0.00,66.67,16,39.00,7.04,75,10.74,-3.92,2.54,3.92,17.25,8
547710,0.78,5.47,14.81,13.36,176,0.74,3321,0.00,0.00,66.67,16,31.00,7.17,75,11.03,-3.63,2.56,4.31,18.04,8
547976,-1.56,5.47,14.59,13.44,176,0.63,3345,0.00,-0.35,66.67,16,28.50,7.24,75,10.01,-4.64,2.48,2.35,15.29,8
548242,-4.69,5.47,14.47,13.44,176,0.64,3407,0.00,0.00,66.67,16,28.50,6.47,75,10.01,-4.64,2.48,2.75,15.69,8
548508,0.00,5.47,14.93,13.52,176,0.65,3420,0.00,0.00,66.67,16,33.00,6.57,75,10.01,-4.64,2.50,3.14,16.08,8
548774,0.78,5.47,14.70,13.52,176,0.66,3445,0.00,0.00,66.67,16,43.50,7.35,75,10.16,-4.50,2.50,3.53,16.47,8
549040,-1.56,5.47,14.47,13.52,176,0.67,3438,0.00,0.00,66.67,16,32.50,7.34,75,10.30,-4.35,2.52,3.53,16.47,8
549306,-1.56,5.47,14.59,13.52,176,0.67,3454,0.00,0.00,66.67,16,29.50,7.37,75,10.30,-4.35,2.52,3.53,16.86,8
549572,-1.56,5.47,14.59,13.52,176,0.68,3477,0.00,0.00,66.67,16,44.50,7.42,75,10.30,-4.35,2.54,3.92,17.25,8
549838,-1.56,5.47,14.70,13.52,176,0.66,3534,0.00,0.00,66.67,16,35.00,7.54,75,10.30,-4.35,2.50,1.18,0.00,8
550104,0.00,5.47,11.37,13.60,176,0.29,3450,0.00,0.00,66.67,16,21.00,0.00,75,3.92,-10.74,1.88,0.00,0.00,10
550369,0.00,5.47,12.86,13.60,176,0.25,2956,0.00,0.00,66.67,16,17.00,0.00,75,3.77,-10.74,1.58,0.00,0.00,10
550636,0.00,4.69,23.43,13.76,174,0.19,2429,0.00,0.00,33.33,16,15.50,0.00,75,3.63,-11.03,1.72,0.00,0.00,10
550901,0.00,5.47,23.54,13.60,174,0.36,1968,0.00,0.00,33.33,16,2.50,2.52,75,7.25,-9.87,1.92,0.00,14.51,10
551167,0.00,5.47,20.56,13.68,174,0.71,2596,0.00,0.00,33.33,16,12.50,5.54,75,10.88,-4.06,2.36,3.14,16.47,10
551434,0.00,5.47,16.08,13.68,174,0.75,2509,0.00,0.00,33.33,16,28.00,5.89,75,11.46,-3.19,2.40,3.92,17.25,10
551700,14.84,5.47,15.62,13.68,174,0.58,2488,0.00,0.00,33.33,16,42.50,6.37,75,10.59,-2.90,2.42,4.31,4.31,8
551966,-3.91,5.47,11.60,13.68,174,0.21,2481,0.00,0.00,33.33,16,33.50,3.14,75,4.50,-10.16,1.72,0.00,3.92,8
552232,-21.09,5.47,11.60,13.68,174,0.60,2480,0.00,0.00,33.33,16,41.50,3.18,75,7.25,-7.40,2.06,0.00,13.73,8
552498,7.81,5.47,17.46,13.60,174,0.66,2464,0.00,0.00,33.33,16,42.50,5.36,75,9.58,-5.08,2.28,1.18,13.73,8
552764,5.47,5.47,14.59,13.60,174,0.47,2463,0.00,0.00,33.33,16,28.00,4.27,75,7.69,-6.96,2.06,0.00,9.02,8
553030,2.34,5.47,13.44,13.60,174,0.45,2479,0.00,0.00,33.33,16,32.00,4.24,75,7.11,-7.55,2.08,0.00,8.63,8
553295,0.78,5.47,13.44,13.60,174,0.51,2479,0.00,0.00,33.33,16,26.50,4.23,75,6.96,-7.69,2.04,0.00,12.16,8
553561,7.03,5.47,14.59,13.60,174,0.58,2514,0.00,0.00,33.33,16,35.50,4.83,77,8.71,-5.95,2.22,0.00,12.55,8
553827,3.12,5.47,14.13,13.68,174,0.59,2513,0.00,0.00,33.33,16,28.50,4.83,75,8.85,-5.80,2.24,0.00,12.16,8
554093,-0.78,5.47,14.24,13.68,174,0.58,2521,0.00,0.00,33.33,16,31.50,4.84,75,8.85,-5.80,2.22,0.00,12.16,8
554359,0.00,5.47,14.59,13.68,174,0.73,2530,0.00,0.00,33.33,16,33.00,5.40,75,10.01,-4.64,2.38,3.14,16.47,8
554625,3.91,5.47,15.04,13.60,174,0.54,2529,0.00,0.00,33.33,16,37.00,4.86,75,8.85,-4.93,2.16,0.00,10.20,8
554890,-7.03,5.47,13.44,13.68,174,0.52,2541,0.00,0.00,33.33,16,36.00,4.34,75,7.98,-6.53,2.16,0.00,10.98,8
555156,-3.12,5.47,14.93,13.68,174,0.55,2536,0.00,0.00,33.33,16,28.50,4.33,75,8.42,-6.38,2.18,0.00,12.16,8
555422,0.78,5.47,15.16,13.68,174,0.60,2551,0.00,0.00,33.33,16,28.50,4.90,75,8.85,-5.80,2.24,0.00,12.55,8
555687,3.12,5.47,14.93,13.60,174,0.60,2556,0.00,0.00,33.33,16,42.50,4.91,75,9.14,-5.51,2.26,0.39,12.94,8
555953,2.34,5.47,14.70,13.52,174,0.64,2533,0.00,0.00,33.33,16,42.50,4.86,75,9.29,-5.37,2.28,0.78,13.33,8
556219,1.56,5.47,14.59,13.44,174,0.63,2533,0.00,0.00,33.33,16,31.50,4.86,75,9.43,-5.22,2.28,0.78,13.33,8
556485,0.00,4.69,14.47,13.52,174,0.20,2516,0.00,0.00,33.33,16,28.50,3.76,75,4.79,-8.56,1.74,0.00,0.00,8
556751,0.00,3.91,11.48,13.44,174,0.18,2523,0.00,0.00,33.33,16,20.00,2.71,75,3.19,-11.46,1.52,0.00,0.00,10
557017,0.00,3.12,11.25,13.44,174,0.16,2523,0.00,0.00,33.33,16,15.50,0.00,75,3.05,-11.61,1.62,0.00,0.00,10
557283,0.00,2.34,13.21,13.60,174,0.16,2507,0.00,0.00,33.33,16,15.50,0.00,75,3.05,-11.61,1.48,0.00,0.00,10
557548,0.00,2.34,23.54,13.60,174,0.45,2492,0.00,0.00,33.33,16,4.50,3.22,75,5.51,-9.14,1.96,0.00,12.16,10
557815,0.00,3.12,18.26,13.52,174,0.69,2474,0.00,0.00,33.33,16,14.50,4.92,77,9.58,-5.08,2.32,1.96,15.29,10
558080,7.81,5.47,15.85,13.60,174,0.71,2498,0.00,0.00,33.33,16,30.00,5.86,77,10.45,-4.21,2.34,2.75,15.69,8
558345,14.84,5.47,14.47,13.52,174,0.74,2506,0.00,0.00,33.33,16,31.00,5.88,77,10.88,-3.77,2.38,3.53,17.25,8
558611,14.84,5.47,13.78,13.52,174,0.84,2522,0.00,0.00,33.33,16,45.00,7.00,77,12.19,-2.47,2.46,5.88,20.00,8
558878,13.28,5.47,13.55,13.52,174,0.87,2534,0.00,0.00,33.33,16,46.00,7.03,77,12.77,-1.89,2.50,6.67,20.78,8
559144,9.38,5.47,13.78,13.44,174,0.88,2561,0.00,0.00,33.33,16,39.00,7.10,77,13.06,-1.60,2.52,7.06,21.18,8
559410,3.12,5.47,14.01,13.44,174,0.57,2574,0.00,0.00,33.33,16,38.50,5.49,75,10.59,-4.06,2.20,0.00,10.20,8
559676,-14.84,5.47,13.09,13.44,174,0.59,2575,0.00,0.00,33.33,16,32.50,4.40,75,9.14,-5.95,2.24,0.39,14.12,8
559942,-0.78,5.47,16.42,13.36,174,0.74,2581,0.00,0.00,33.33,16,37.50,5.51,75,10.88,-4.06,2.40,3.14,16.47,8
560208,3.91,5.47,15.04,13.28,174,0.75,2577,0.00,0.00,33.33,16,31.00,6.05,75,10.88,-3.48,2.40,3.14,14.12,8
560474,-1.56,5.47,14.13,13.36,174,0.67,2593,0.00,-0.35,33.33,16,35.50,5.53,75,10.16,-4.50,2.32,1.57,14.51,8
560740,-7.03,5.47,14.13,13.36,174,0.39,2563,0.00,0.00,33.33,16,30.50,4.37,75,6.96,-7.11,2.02,0.00,7.84,8
561006,-18.75,5.47,13.32,13.44,176,0.61,2568,0.00,-0.35,33.33,16,28.00,3.83,75,7.98,-7.69,2.16,0.00,15.29,8
561272,10.16,5.47,18.38,13.44,176,0.70,2600,0.00,0.00,33.33,16,31.00,6.10,75,10.59,-3.92,2.40,3.53,10.20,8
561538,-3.91,5.47,12.75,13.52,176,0.29,2605,0.00,0.00,33.33,16,26.00,3.86,75,6.24,-8.42,2.02,0.00,0.00,8
