Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
47033,-18.75,0.00,13.78,13.84,178,0.87,1965,0.00,0.00,33.33,16,46.00,4.19,81,4.50,-5.66,2.08,0.00,12.55,41.17
47299,-18.75,0.00,13.67,13.76,178,0.89,2004,0.00,0.00,33.33,16,31.00,4.27,81,4.50,-5.66,2.10,0.00,12.55,26.41
47564,-18.75,0.00,13.44,13.76,178,0.89,2046,0.00,0.00,33.33,16,31.00,3.93,81,4.50,-5.66,2.10,0.39,12.55,26.41
47831,-18.75,0.00,13.32,13.84,178,0.88,2091,0.00,0.00,33.33,16,39.00,4.01,81,4.50,-5.80,2.12,0.00,12.55,34.49
48096,-18.75,0.00,13.44,13.84,178,0.86,2170,0.00,0.00,33.33,16,31.00,4.17,81,4.50,-5.95,2.12,0.39,12.55,26.41
48361,-19.53,0.00,13.55,13.84,178,0.87,2194,0.00,0.00,33.33,16,35.50,4.21,79,4.50,-6.09,2.14,0.39,12.55,30.62
48627,-18.75,0.00,13.55,13.84,178,0.84,2252,0.00,0.00,33.33,16,45.00,4.32,79,4.50,-6.24,2.14,0.39,12.55,34.14
48892,-18.75,0.00,13.44,13.84,178,0.85,2286,0.00,0.00,33.33,16,34.00,4.39,79,4.50,-6.38,2.14,0.39,12.55,28.87
49157,-18.75,0.00,13.55,13.84,178,0.84,2350,0.00,0.00,33.33,16,31.00,4.51,79,4.50,-6.53,2.14,0.39,12.94,26.41
49424,-18.75,0.00,13.32,13.84,178,0.83,2358,0.00,0.00,33.33,16,37.00,4.53,79,4.50,-6.67,2.16,0.39,12.55,33.79
49690,-18.75,0.00,13.55,13.84,178,0.81,2380,0.00,0.00,33.33,16,31.00,4.57,79,4.50,-6.82,2.16,0.39,12.55,26.41
49956,-18.75,0.00,13.55,13.92,178,0.54,2444,0.00,0.00,33.33,16,44.50,4.17,79,4.50,-7.25,2.08,0.00,9.02,26.41
50221,-18.75,0.00,12.75,13.92,178,0.10,2426,0.00,0.00,33.33,16,26.00,2.59,79,0.00,-10.45,1.46,0.00,0.00,26.05
50487,0.00,0.00,12.63,13.92,178,0.07,2343,0.00,0.00,33.33,16,19.50,0.00,79,0.00,-12.62,1.20,0.00,0.00,20.43
50752,0.00,0.00,12.75,13.84,178,0.09,1803,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-12.19,1.24,0.00,0.00,13.05
51018,0.00,0.00,13.44,13.68,178,0.12,1371,0.00,0.00,33.33,16,13.00,0.00,77,0.00,-12.04,1.22,0.00,0.00,13.05
51284,0.00,0.00,14.81,13.60,178,0.16,1196,0.00,0.00,33.33,16,16.50,1.28,77,0.00,-11.61,1.24,0.00,0.39,13.05
51550,0.00,0.00,16.08,13.76,178,0.13,1581,0.00,0.00,33.33,16,13.00,1.69,77,0.00,-11.75,1.28,0.00,0.39,13.05
51816,0.00,0.00,13.21,13.60,178,0.14,1562,0.00,0.00,33.33,16,14.50,1.67,77,0.00,-12.04,1.28,0.00,0.39,14.80
52082,0.00,0.00,12.63,13.84,178,0.11,1556,0.00,0.00,33.33,16,15.00,1.66,77,0.00,-12.19,1.24,0.00,0.00,15.16
52348,0.00,0.00,12.52,13.92,178,0.11,1535,0.00,0.00,33.33,16,14.00,1.64,77,0.00,-12.04,1.22,0.00,0.00,14.45
52613,0.00,0.00,12.63,13.92,178,0.11,1487,0.00,0.00,33.33,16,14.00,1.59,77,0.00,-12.04,1.22,0.00,0.00,14.10
52879,0.00,0.00,12.98,13.84,178,0.12,1462,0.00,0.00,33.33,16,13.50,1.56,77,0.00,-12.04,1.22,0.00,0.00,13.75
53145,0.00,0.00,13.09,13.92,180,0.11,1449,0.00,0.00,33.33,16,15.50,1.55,77,0.00,-11.90,1.22,0.00,0.00,13.05
53411,0.00,0.00,13.09,13.84,180,0.11,1383,0.00,0.00,33.33,16,20.50,1.48,77,0.00,-11.90,1.20,0.00,0.00,13.05
53677,0.00,0.00,12.86,13.76,180,0.13,1162,0.00,0.00,33.33,16,21.00,1.24,77,0.00,-11.75,1.22,0.00,0.00,13.05
53942,-0.78,0.00,12.63,13.76,180,0.16,926,0.00,0.00,33.33,16,21.00,0.99,77,0.00,-11.46,1.20,0.00,0.00,13.05
54208,-2.34,0.00,12.40,13.68,180,0.22,789,0.00,0.00,33.33,16,21.00,0.84,77,0.00,-10.88,1.22,0.00,0.00,13.05
54473,-3.91,0.00,12.40,13.68,180,0.22,774,0.00,0.00,33.33,16,21.00,0.83,77,0.00,-10.45,1.22,0.00,0.00,13.05
54739,-4.69,0.00,12.40,13.60,180,0.19,811,0.00,0.00,33.33,16,18.50,0.87,77,0.00,-10.16,1.22,0.00,0.00,13.05
55005,-6.25,0.00,12.52,13.52,180,0.19,857,0.00,0.00,33.33,16,13.00,0.91,77,0.00,-10.30,1.20,0.00,0.00,13.05
55271,-7.81,0.00,12.63,13.28,180,0.19,859,0.00,0.00,33.33,16,12.50,1.10,77,0.00,-10.45,1.22,0.00,0.00,13.05
55537,-8.59,0.00,12.86,13.20,180,0.20,849,0.00,0.00,33.33,16,13.00,0.91,77,0.00,-10.45,1.22,0.00,0.00,13.05
55802,-10.16,0.00,12.98,13.12,180,0.20,848,0.00,0.00,33.33,16,14.00,0.90,77,0.00,-10.45,1.22,0.00,0.00,13.05
56068,-10.94,0.00,13.21,13.20,180,0.20,843,0.00,0.00,33.33,16,13.50,0.90,77,0.00,-10.45,1.22,0.00,0.00,13.05
56333,-11.72,0.00,13.21,13.28,180,0.19,842,0.00,0.00,33.33,16,13.50,0.90,77,0.00,-10.45,1.20,0.00,0.00,13.05
56600,-12.50,0.00,13.21,13.36,180,0.19,836,0.00,0.00,33.33,16,14.00,0.89,77,0.00,-10.45,1.22,0.00,0.00,13.05
56865,-14.06,0.00,13.09,13.52,180,0.20,843,0.00,0.00,33.33,16,13.00,0.90,77,0.00,-10.45,1.24,0.00,0.00,13.05
57141,-14.84,0.00,12.86,13.44,180,0.20,840,0.00,0.00,33.33,16,13.00,0.90,77,0.00,-10.45,1.20,0.00,0.00,13.05
57407,-16.41,0.00,12.98,13.52,180,0.20,843,0.00,0.00,33.33,16,12.50,0.90,77,0.00,-10.45,1.22,0.00,0.00,13.05
57672,-17.19,0.00,13.09,13.44,180,0.20,844,0.00,0.00,33.33,16,12.50,0.90,77,0.00,-10.45,1.22,0.00,0.00,13.05
57938,-17.97,0.00,13.32,13.44,180,0.20,848,0.00,0.00,33.33,16,12.00,0.90,77,0.00,-10.45,1.20,0.00,0.00,13.05
58204,-18.75,0.00,13.32,13.36,180,0.20,832,0.00,0.00,33.33,16,13.50,0.89,77,0.00,-10.45,1.22,0.00,0.00,13.05
58470,-19.53,0.00,13.09,13.28,180,0.20,836,0.00,0.00,33.33,16,13.00,1.07,77,0.00,-10.45,1.24,0.00,0.00,13.05
58735,-19.53,0.00,13.09,13.28,180,0.22,840,0.00,0.00,33.33,16,12.50,1.08,77,0.00,-10.45,1.22,0.00,0.39,13.05
59001,-19.53,0.00,13.21,13.28,180,0.57,817,0.00,0.00,33.33,16,22.00,1.05,77,0.00,-9.58,1.46,0.00,4.31,24.65
59267,-19.53,0.00,13.44,13.60,180,0.59,1005,0.00,0.00,33.33,16,39.50,1.50,77,0.00,-7.55,1.66,0.00,5.88,41.17
59532,-19.53,0.00,14.47,13.68,180,0.50,1414,0.00,0.00,33.33,16,30.50,1.92,77,0.50,-7.25,1.72,0.00,6.27,40.12
59797,-11.72,0.00,15.85,13.68,180,0.53,1321,0.00,0.00,33.33,16,27.00,2.07,77,0.00,-7.55,1.74,0.00,6.27,26.41
60063,-4.69,0.00,16.42,13.68,180,0.69,1310,0.00,0.00,33.33,16,40.50,2.39,77,0.00,-6.82,1.82,0.00,6.67,26.41
60328,-8.59,0.00,14.59,13.76,180,0.65,1444,0.00,0.00,33.33,16,42.50,2.47,77,1.50,-6.38,1.84,0.00,7.06,40.47
60594,-10.94,0.00,14.24,13.76,180,0.70,1424,0.00,0.00,33.33,16,34.00,2.73,77,2.00,-6.38,1.86,0.00,7.06,32.38
60859,-10.94,0.00,14.59,13.68,180,0.71,1383,0.00,0.00,33.33,16,28.50,2.66,77,2.00,-6.24,1.86,0.00,7.06,26.41
61125,-13.28,0.00,14.47,13.60,180,0.75,1318,0.00,0.00,33.33,16,32.50,2.53,77,1.00,-5.95,1.84,0.00,7.06,31.33
61390,-13.28,0.00,14.59,13.52,180,0.76,1219,0.00,0.00,33.33,16,26.50,2.34,77,0.00,-5.66,1.84,0.00,7.06,26.41
61656,-12.50,0.00,14.93,13.52,180,0.69,1346,0.00,0.00,33.33,16,28.00,2.58,77,1.50,-5.51,1.84,0.00,7.06,26.41
61922,-12.50,0.00,14.81,13.52,180,0.66,1468,0.00,0.00,33.33,16,32.00,2.50,77,2.00,-6.09,1.84,0.00,7.06,29.57
62187,-10.94,0.00,14.93,13.52,180,0.56,1595,0.00,0.00,33.33,16,32.00,2.72,77,1.50,-6.67,1.80,0.00,7.06,29.92
62453,-11.72,0.00,14.59,13.52,180,0.46,1679,0.00,0.00,33.33,16,28.00,2.51,77,1.50,-7.98,1.78,0.00,7.06,26.41
62718,-6.25,0.00,15.50,13.60,180,0.45,1742,0.00,0.00,33.33,16,27.00,2.60,77,0.50,-8.42,1.78,0.00,7.06,26.41
62984,-3.91,0.00,15.27,13.60,180,0.44,1770,0.00,0.00,33.33,16,26.50,2.64,77,0.00,-8.71,1.78,0.00,7.06,26.41
63250,-4.69,0.00,14.70,13.60,180,0.44,1838,0.00,0.00,33.33,16,41.00,2.74,77,0.00,-8.71,1.80,0.00,7.06,40.82
63516,-3.91,0.00,14.70,13.68,180,0.74,1913,0.00,0.00,33.33,16,28.50,3.26,77,2.00,-7.98,2.00,0.00,10.98,26.41
63781,-7.81,0.00,13.55,13.68,180,0.75,1994,0.00,0.00,33.33,16,45.00,3.83,77,4.50,-6.67,2.04,0.00,10.98,32.03
64046,-16.41,0.00,13.67,13.68,180,0.75,2128,0.00,0.00,33.33,16,33.50,3.63,77,4.50,-6.67,2.06,0.00,10.98,28.87
64312,-17.19,0.00,14.47,13.68,180,0.76,2283,0.00,0.00,33.33,16,45.50,3.90,77,4.50,-6.96,2.08,0.00,10.98,33.79
64578,-18.75,0.00,14.13,13.68,180,0.77,2444,0.00,0.00,33.33,16,31.00,4.06,77,4.50,-7.40,2.12,0.00,11.76,26.41
64844,-18.75,0.00,14.24,13.68,181,0.76,2566,0.00,0.00,33.33,16,36.00,4.27,77,4.50,-7.55,2.14,0.00,11.76,31.33
65110,-18.75,0.00,14.24,13.76,181,0.74,2690,0.00,0.00,33.33,16,15.50,4.48,75,4.50,-7.55,2.16,0.00,12.16,30.62
65376,-18.75,0.00,14.24,13.76,181,0.75,2792,0.00,0.00,33.33,16,31.00,4.77,75,4.50,-7.55,2.20,0.00,12.55,40.82
65642,-17.97,0.00,14.13,13.76,181,0.76,2912,0.00,0.00,66.67,16,36.50,4.97,75,4.50,-7.40,2.24,0.78,13.73,32.73
65908,-17.97,0.00,14.70,13.76,181,0.79,2988,0.00,0.00,66.67,16,13.00,5.10,75,4.50,-6.96,2.28,1.18,13.73,26.41
66174,-15.62,0.00,14.81,13.52,181,0.75,3102,0.00,0.00,66.67,16,35.50,5.29,75,4.50,-6.96,2.28,1.57,14.12,30.62
66440,-16.41,0.00,14.59,13.60,181,0.36,3224,0.00,0.00,66.67,16,28.50,4.13,75,2.00,-7.11,1.84,0.00,0.00,26.41
66706,0.00,0.00,12.40,13.68,181,0.15,2889,0.00,0.00,66.67,16,20.00,0.00,75,0.00,-12.04,1.38,0.00,0.00,20.43
66971,0.00,0.00,12.52,13.76,181,0.10,2422,0.00,0.00,33.33,16,14.00,0.00,75,0.00,-12.33,1.36,0.00,0.00,13.40
67237,0.00,0.00,15.39,13.68,181,0.79,1765,0.00,0.00,33.33,16,28.50,3.01,75,2.00,-9.14,2.00,0.00,13.73,24.65
67503,-1.56,0.00,13.78,13.76,181,1.21,1884,0.00,0.00,33.33,16,31.00,5.63,75,4.50,-3.77,2.28,3.92,17.25,26.41
67769,-11.72,0.00,12.40,13.76,181,1.12,2009,0.00,0.00,33.33,16,31.00,5.57,75,4.50,-3.05,2.26,3.92,17.25,26.41
68034,-16.41,0.00,12.98,13.76,181,1.12,2068,0.00,0.00,33.33,16,34.00,5.29,75,4.50,-3.05,2.28,4.31,17.65,26.41
68300,-18.75,0.00,13.44,13.84,181,1.19,2164,0.00,0.00,33.33,16,31.00,5.54,75,4.50,-2.76,2.34,5.10,19.22,40.82
68566,-17.97,0.00,13.67,13.84,181,1.24,2278,0.00,0.00,33.33,16,31.00,5.83,75,4.50,-2.61,2.40,6.27,20.00,32.73
68831,-17.97,0.00,13.90,13.84,181,1.24,2350,0.00,0.00,33.33,16,31.00,6.01,75,4.50,-2.47,2.44,7.06,21.18,40.82
69097,-17.97,0.00,14.24,13.84,181,1.26,2436,0.00,0.00,33.33,16,31.00,6.24,75,4.50,-2.32,2.48,7.84,21.96,31.68
69363,-17.19,0.00,14.36,13.84,181,1.25,2548,0.00,0.00,33.33,16,36.00,6.52,75,4.50,-2.18,2.52,8.24,22.35,31.33
69628,-17.19,0.00,14.59,13.84,181,1.23,2660,0.00,0.00,33.33,16,45.00,6.81,75,4.50,-2.03,2.56,8.63,23.14,40.12
69894,-16.41,0.00,14.81,13.84,181,1.22,2763,0.00,0.00,33.33,16,37.00,7.07,75,4.50,-1.89,2.60,9.02,23.14,31.33
70160,-14.06,0.00,14.81,13.68,181,1.20,2883,0.00,0.00,66.67,16,39.00,7.38,73,4.50,-1.89,2.62,9.02,23.53,32.03
70425,-15.62,0.00,14.59,13.60,181,1.17,2952,0.00,0.00,66.67,16,31.00,7.56,73,4.50,-1.74,2.64,9.02,23.53,26.41
70691,-14.06,0.00,14.81,13.60,181,1.18,3012,0.00,0.00,66.67,16,31.00,7.71,73,4.50,-1.74,2.68,9.02,23.53,26.41
70958,-10.16,0.00,15.04,13.60,181,1.14,3156,0.00,0.00,66.67,16,36.50,8.08,73,4.50,-1.74,2.70,9.02,23.53,32.03
71223,-10.16,0.00,14.59,13.68,181,1.12,3230,0.00,0.00,66.67,16,31.00,8.27,73,4.50,-1.89,2.70,9.02,23.53,26.41
71488,-10.94,0.00,14.59,13.68,181,1.10,3305,0.00,0.00,66.67,16,31.00,8.46,73,4.50,-1.89,2.72,9.02,23.14,26.41
71755,-9.38,0.00,14.81,13.68,181,1.08,3417,0.00,0.00,66.67,16,34.00,8.75,73,4.50,-2.03,2.72,9.02,23.14,29.57
72020,-13.28,0.00,14.24,13.76,181,0.66,3446,0.00,0.00,66.67,16,45.00,6.62,73,4.50,-5.51,2.18,0.00,3.53,40.82
72285,0.00,0.00,12.17,13.76,181,0.24,3219,0.00,0.00,66.67,16,25.50,0.00,73,0.00,-12.19,1.64,0.00,0.00,24.65
72551,0.00,0.00,12.75,13.84,181,0.25,2767,0.00,0.00,66.67,16,15.00,0.00,73,0.00,-12.62,1.72,0.00,0.00,14.80
72817,0.00,0.00,12.75,13.84,181,0.52,2294,0.00,0.00,33.33,16,13.50,2.94,73,0.00,-12.48,1.70,0.00,12.16,15.16
73082,0.00,0.00,13.21,13.84,181,0.99,2372,0.00,0.00,33.33,16,28.50,6.07,73,4.50,-6.24,2.32,2.35,15.29,32.73
73347,0.00,0.00,12.40,13.92,181,1.03,2464,0.00,0.00,33.33,16,31.00,6.31,73,4.50,-4.79,2.32,2.75,15.69,41.17
73613,-17.97,0.00,12.63,13.84,181,1.02,2448,0.00,0.00,33.33,16,44.50,5.75,73,4.50,-4.64,2.34,2.75,15.69,34.14
73878,-17.97,0.00,13.55,13.84,181,1.14,2478,0.00,0.00,33.33,16,45.00,5.81,73,4.50,-4.06,2.42,4.71,18.04,30.98
74144,-17.19,0.00,13.67,13.84,181,1.17,2512,0.00,0.00,33.33,16,45.00,6.43,73,4.50,-3.34,2.46,5.49,19.22,26.41
74410,-17.19,0.00,13.78,13.84,181,1.19,2562,0.00,0.00,33.33,16,35.50,6.56,73,4.50,-3.05,2.48,5.88,19.61,29.22
74675,-17.19,0.00,13.90,13.76,181,1.20,2591,0.00,0.00,33.33,16,34.50,6.63,73,4.50,-2.76,2.50,6.27,20.00,29.57
74941,-17.19,0.00,14.24,13.68,181,1.21,2625,0.00,0.00,33.33,16,31.00,6.72,73,4.50,-2.61,2.52,6.67,20.39,26.41
75207,-17.19,0.00,14.24,13.68,181,1.21,2666,0.00,0.00,33.33,16,31.00,6.82,73,4.50,-2.47,2.54,6.67,20.39,26.41
75473,-17.19,0.00,14.47,13.84,181,1.18,2738,0.00,0.00,33.33,16,31.00,7.01,72,4.50,-2.47,2.56,6.67,20.78,26.41
75737,-17.19,0.00,14.59,13.84,183,1.19,2756,0.00,0.00,33.33,16,31.00,7.06,72,4.50,-2.32,2.58,6.67,20.78,26.41
76003,-17.19,0.00,14.59,13.60,183,1.19,2794,0.00,0.00,66.67,16,39.00,7.15,72,4.50,-2.18,2.60,7.06,20.78,34.14
76269,-17.19,0.00,14.59,13.76,183,1.19,2830,0.00,0.00,66.67,16,31.00,7.24,72,4.50,-2.18,2.60,7.06,21.18,26.41
76534,-17.19,0.00,14.59,13.76,183,1.17,2901,0.00,0.00,66.67,16,34.00,7.43,72,4.50,-2.03,2.60,7.06,21.18,29.57
76799,-16.41,0.00,14.70,13.76,183,1.18,2893,0.00,0.00,66.67,16,39.00,7.41,72,4.50,-2.03,2.62,7.06,21.18,39.77
77065,-15.62,0.00,14.81,13.76,183,1.18,2924,0.00,0.00,66.67,16,31.00,7.48,72,4.50,-1.89,2.64,7.06,21.18,26.41
77331,-14.06,0.00,14.59,13.76,183,1.16,2981,0.00,0.00,66.67,16,38.50,7.63,72,4.50,-1.89,2.64,7.06,21.18,34.49
77596,-12.50,0.00,14.70,13.76,183,1.15,3036,0.00,0.00,66.67,16,31.00,7.77,72,4.50,-1.89,2.66,7.06,21.18,26.41
77863,-10.94,0.00,14.81,13.76,183,1.12,3086,0.00,0.00,66.67,16,38.50,7.90,72,4.50,-1.89,2.66,7.06,21.18,39.77
78128,-10.94,0.00,14.59,13.76,183,1.13,3088,0.00,0.00,66.67,16,31.00,7.90,72,4.50,-1.89,2.66,7.06,21.18,26.41
78394,-10.16,0.00,14.70,13.60,183,1.11,3134,0.00,0.00,66.67,16,31.00,8.02,72,4.50,-2.03,2.66,7.06,20.39,26.41
78661,-17.19,0.00,12.75,13.60,183,0.38,3174,0.00,0.00,66.67,16,35.00,5.42,72,2.00,-6.24,2.08,0.00,0.00,30.27
78925,0.00,0.00,12.29,13.60,183,0.30,3108,0.00,0.00,66.67,16,23.50,0.00,72,0.00,-11.46,1.96,0.00,0.00,23.24
79191,0.00,0.00,12.52,13.52,183,0.19,2672,0.00,0.00,33.33,16,14.00,0.00,72,0.00,-12.33,1.66,0.00,0.00,13.05
79457,0.00,0.00,13.78,13.60,183,0.18,2103,0.00,0.00,33.33,16,13.00,0.00,72,0.00,-12.19,1.40,0.00,1.18,13.05
79723,0.00,0.00,21.82,13.68,183,0.95,2340,0.00,0.00,33.33,16,23.50,5.04,72,4.50,-7.98,2.22,1.96,14.90,23.59
79988,-8.59,0.00,12.52,13.52,183,1.01,2188,0.00,0.00,33.33,16,46.00,5.28,72,4.50,-4.93,2.24,2.35,15.29,26.41
80254,-17.19,0.00,12.75,13.60,183,1.00,2226,0.00,0.00,33.33,16,46.00,5.22,72,4.50,-4.35,2.26,2.75,16.47,26.41
80520,-19.53,0.00,13.44,13.68,183,1.09,2247,0.00,0.00,33.33,16,34.50,5.27,72,4.50,-3.77,2.32,3.92,17.65,30.27
80785,-18.75,0.00,13.90,13.92,183,1.21,2244,0.00,0.00,33.33,16,44.50,5.75,72,4.50,-3.05,2.40,5.88,19.61,39.77
81051,-19.53,0.00,13.55,13.92,183,1.25,2262,0.00,0.00,33.33,16,37.00,5.79,72,4.50,-2.32,2.42,6.67,20.78,32.38
81317,-19.53,0.00,13.55,13.92,183,1.28,2266,0.00,0.00,33.33,16,31.00,5.80,72,4.50,-2.03,2.42,7.06,21.18,26.41
81583,-19.53,0.00,13.90,13.84,185,1.27,2286,0.00,0.00,33.33,16,37.50,5.85,72,4.50,-1.89,2.44,7.06,21.18,32.73
81848,-19.53,0.00,13.90,13.76,185,1.28,2305,0.00,0.00,33.33,16,31.00,5.90,72,4.50,-1.74,2.46,7.06,21.18,26.41
82114,-19.53,0.00,14.13,13.68,185,1.29,2336,0.00,0.00,33.33,16,38.00,5.98,72,4.50,-1.74,2.48,7.45,21.57,32.73
82378,-19.53,0.00,14.13,13.60,185,1.29,2354,0.00,0.00,33.33,16,31.00,6.03,72,4.50,-1.60,2.48,7.45,21.57,26.41
82644,-19.53,0.00,14.36,13.60,185,1.31,2362,0.00,0.00,33.33,16,35.00,6.05,72,4.50,-1.60,2.48,7.45,21.57,32.03
82909,-19.53,0.00,14.47,13.60,185,1.29,2384,0.00,0.00,33.33,16,37.50,6.10,72,4.50,-1.60,2.50,7.45,21.57,33.44
83176,-19.53,0.00,14.59,13.60,185,1.28,2415,0.00,0.00,33.33,16,31.00,6.18,72,4.50,-1.60,2.50,7.45,21.57,26.41
83440,-19.53,0.00,14.59,13.52,185,1.27,2405,0.00,0.00,33.33,16,33.50,6.16,72,4.50,-1.74,2.50,7.45,21.57,28.87
83707,-19.53,0.00,14.70,13.60,185,1.26,2432,0.00,0.00,33.33,16,38.00,6.23,72,4.50,-1.60,2.50,7.45,21.57,40.47
83973,-19.53,0.00,14.70,13.60,185,1.27,2456,0.00,0.00,33.33,16,31.00,6.29,72,4.50,-1.60,2.50,7.45,21.57,41.17
84238,-17.97,0.00,14.81,13.60,185,1.26,2441,0.00,0.00,33.33,16,46.00,6.25,72,4.50,-1.74,2.50,7.45,21.57,26.41
84503,-17.97,0.00,14.70,13.68,185,1.27,2472,0.00,0.00,33.33,16,31.00,6.33,72,4.50,-1.60,2.50,7.45,21.57,29.92
84770,-16.41,0.00,14.70,13.68,185,1.25,2509,0.00,0.00,33.33,16,33.50,6.26,72,4.50,-1.74,2.50,7.45,21.57,31.33
85036,-17.19,0.00,14.70,13.76,185,1.25,2528,0.00,0.00,33.33,16,45.00,6.47,72,4.50,-1.74,2.52,7.45,21.57,40.12
85300,-15.62,0.00,14.81,13.76,187,1.23,2558,0.00,0.00,33.33,16,31.00,6.55,72,4.50,-1.74,2.52,7.45,21.57,41.17
85567,-14.06,0.00,14.93,13.76,187,1.25,2546,0.00,0.00,33.33,16,31.00,6.52,72,4.50,-1.74,2.52,7.45,21.57,26.41
85833,-15.62,0.00,14.47,13.68,187,1.26,2552,0.00,0.00,33.33,16,31.00,6.53,72,4.50,-1.74,2.52,7.45,21.57,26.41
86099,-14.06,0.00,14.70,13.68,187,1.26,2563,0.00,0.00,33.33,16,31.00,6.56,72,4.50,-1.74,2.54,7.45,21.57,26.41
86364,-14.06,0.00,14.70,13.60,187,1.24,2607,0.00,0.00,33.33,16,35.50,6.67,72,4.50,-1.89,2.54,7.45,21.57,30.98
86630,-14.06,0.00,14.59,13.60,187,1.25,2611,0.00,0.00,33.33,16,31.00,6.68,72,4.50,-1.60,2.56,7.45,21.57,26.41
86894,-11.72,0.00,15.04,13.52,187,1.25,2623,0.00,0.00,33.33,16,46.00,6.71,72,4.50,-1.60,2.56,7.45,21.18,41.17
87160,-11.72,0.00,14.70,13.52,187,1.26,2635,0.00,0.00,33.33,16,31.00,6.75,72,4.50,-1.74,2.56,7.45,21.18,26.41
87425,-11.72,0.00,14.70,13.60,187,1.23,2664,0.00,0.00,33.33,16,38.00,6.82,72,4.50,-1.74,2.58,7.45,21.18,30.98
87691,-9.38,0.00,14.81,13.68,187,1.23,2656,0.00,0.00,33.33,16,31.00,6.80,72,4.50,-1.74,2.56,7.06,21.18,41.17
87957,-10.94,0.00,14.47,13.68,187,1.18,2654,0.00,0.00,33.33,16,34.00,6.80,72,4.50,-1.89,2.56,6.27,18.82,29.57
88223,-17.97,0.00,13.78,13.76,187,0.23,2690,0.00,0.00,33.33,16,33.50,5.16,72,4.50,-5.22,2.12,0.00,0.00,40.82
88488,0.00,0.00,11.94,13.84,187,0.23,2596,0.00,0.00,33.33,16,30.50,0.00,72,0.00,-11.46,1.80,0.00,0.00,25.35
88755,0.00,0.00,11.94,13.84,187,0.21,2243,0.00,0.00,33.33,16,14.50,0.00,72,0.00,-12.33,1.50,0.00,0.00,14.10
89021,0.00,0.00,12.63,13.84,187,0.17,1741,0.00,0.00,33.33,16,13.00,0.00,72,0.00,-11.90,1.36,0.00,1.18,13.05
89286,0.00,0.00,19.64,14.00,187,1.23,2034,0.00,0.00,33.33,16,2.50,4.39,72,4.50,-7.11,2.24,4.31,18.04,24.30
89552,-7.81,0.00,12.52,13.92,187,1.20,1996,0.00,0.00,33.33,16,10.50,5.36,72,4.50,-2.47,2.30,5.10,18.82,33.79
89817,-16.41,0.00,12.63,13.84,187,1.21,1974,0.00,0.00,33.33,16,22.50,5.47,72,4.50,-2.03,2.30,5.49,19.61,30.62
90083,-19.53,0.00,13.32,13.92,187,1.25,1968,0.00,0.00,33.33,16,38.00,5.46,72,4.50,-1.60,2.32,6.67,20.39,41.17
90349,-20.31,0.00,13.67,13.92,187,1.25,1977,0.00,0.00,33.33,16,44.50,5.06,72,4.50,-1.45,2.32,6.67,20.78,39.77
90615,-21.88,0.00,13.90,13.60,187,1.27,1965,0.00,0.00,33.33,16,34.00,5.03,72,4.50,-1.31,2.34,6.67,20.78,29.22
90881,-21.88,0.00,14.36,13.60,189,1.27,1959,0.00,0.00,33.33,16,31.00,5.02,72,4.50,-1.31,2.34,6.67,20.78,26.41
91147,-21.88,0.00,14.59,13.76,189,1.24,1978,0.00,-1.05,33.33,16,35.50,5.06,72,3.50,-1.31,2.32,6.67,20.78,32.03
91412,-21.09,0.00,14.81,13.76,189,1.24,1962,0.00,-1.05,33.33,16,30.00,5.02,72,3.50,-1.31,2.32,6.67,20.78,26.41
91678,-21.88,0.00,14.36,13.76,189,1.27,1981,0.00,-1.05,33.33,16,30.00,5.07,72,3.50,-1.16,2.34,7.06,21.18,26.41
91944,-21.88,0.00,14.36,13.76,189,1.24,1970,0.00,-1.05,33.33,16,38.00,5.04,72,3.50,-1.02,2.34,7.45,21.96,33.79
92209,-21.88,0.00,14.36,13.84,189,1.31,1978,0.00,0.00,33.33,16,38.00,5.06,72,4.50,-0.87,2.36,7.84,22.35,33.09
92475,-22.66,0.00,14.01,13.84,189,1.30,1992,0.00,0.00,33.33,16,38.00,5.10,72,4.50,-0.87,2.36,8.24,22.35,32.38
92740,-22.66,0.00,14.13,13.84,189,1.37,1981,0.00,0.00,33.33,16,35.50,5.07,72,4.50,-0.87,2.36,8.24,22.75,30.27
93005,-22.66,0.00,14.24,13.84,189,1.32,1982,0.00,0.00,33.33,16,44.50,5.07,72,4.50,-0.87,2.36,8.24,22.75,40.47
93271,-22.66,0.00,13.78,13.84,189,1.31,2005,0.00,0.00,33.33,16,31.00,5.13,72,4.50,-0.87,2.36,8.24,22.35,26.41
93537,-22.66,0.00,13.90,13.92,189,1.32,2004,0.00,0.00,33.33,16,31.00,5.13,72,4.50,-0.87,2.36,8.24,22.35,29.22
